scenario,rank,before_distance_m,before_distance_label,before_termination_status,before_termination_detail,before_edges_used,before_net_dz_m,before_elapsed_time_s,before_max_speed_km_h,before_edge_ids,after_distance_m,after_distance_label,after_termination_status,after_termination_detail,after_edges_used,after_net_dz_m,after_elapsed_time_s,after_max_speed_km_h,after_edge_ids
paved_reference,11,2700.8,>= 2700.8 m,model_gap,road continues at node 10922677832 but no admitted edge is simulable there (1 candidate(s) carry no usable profile),19,-248.2,272.5,63.6,osm-1082733498-2-forward;osm-1082749713-0-forward;osm-1082749713-1-forward;osm-1082749713-2-forward;osm-1082749713-3-forward;osm-1082749716-0-forward;osm-1082749715-0-forward;osm-1082749715-1-forward;osm-1082749715-2-forward;osm-1082749715-3-forward;osm-1082749715-4-forward;osm-1082749714-0-forward;osm-1082749720-1-reverse;osm-1082749720-0-reverse;osm-1082749721-0-forward;osm-236754704-0-forward;osm-236754704-1-forward;osm-236754704-2-forward;osm-236754704-3-forward,3856.8,3856.8 m,physical_stop,speed reached zero and no segment could restart the bicycle,34,-343.5,356.8,60.1,osm-105307283-2-reverse;osm-105310862-0-forward;osm-105310862-1-forward;osm-119437611-0-forward;osm-264130580-1-forward;osm-264130580-2-forward;osm-724634109-0-forward;osm-724634109-1-forward;osm-724634109-2-forward;osm-724634109-3-forward;osm-724634109-4-forward;osm-724634109-5-forward;osm-1462422580-0-forward;osm-1462422580-1-forward;osm-1462422580-2-forward;osm-264100584-0-forward;osm-264100584-1-forward;osm-264100584-2-forward;osm-28437435-0-forward;osm-1453146526-0-forward;osm-1453146525-0-forward;osm-264130575-0-forward;osm-264130575-1-forward;osm-264130575-2-forward;osm-1315255667-0-forward;osm-1315255667-1-forward;osm-1315255667-2-forward;osm-1462422576-0-forward;osm-1462422576-1-forward;osm-28437433-0-forward;osm-28437433-1-forward;osm-28437433-2-forward;osm-28437433-3-forward;osm-1249687718-0-forward
paved_reference,12,2642.0,>= 2642.0 m,model_gap,OSM way(s) 404715675 still run through node 1976445610; the pipeline admitted no edge for them,13,-215.2,271.1,68.9,osm-483124975-0-reverse;osm-232729093-2-forward;osm-1093032921-0-forward;osm-1093032922-0-forward;osm-1093032929-1-forward;osm-1093032929-2-forward;osm-1093032928-0-forward;osm-1093032928-1-forward;osm-1148550235-0-forward;osm-1148550235-1-forward;osm-1148550235-2-forward;osm-1148550234-0-forward;osm-187058987-0-forward,3809.8,3809.8 m,physical_stop,speed reached zero and no segment could restart the bicycle,13,-252.6,387.6,55.1,osm-49164999-0-reverse;osm-187059537-1-forward;osm-187059537-2-forward;osm-186901645-1-reverse;osm-186901645-0-reverse;osm-186901646-3-reverse;osm-186901646-2-reverse;osm-186901646-1-reverse;osm-186901646-0-reverse;osm-760412724-0-forward;osm-760412724-1-forward;osm-760412724-2-forward;osm-222919304-0-forward
paved_reference,13,2622.3,>= 2622.3 m,model_gap,OSM way(s) 236712770 still run through node 2447015715; the pipeline admitted no edge for them,8,-260.6,239.1,58.3,osm-1408117697-0-forward;osm-1093032931-0-forward;osm-1408117701-0-forward;osm-1408117702-0-forward;osm-1408117698-0-forward;osm-1462422581-0-forward;osm-1408117700-0-forward;osm-184567301-0-forward,3704.5,3704.5 m,physical_stop,speed reached zero and no segment could restart the bicycle,44,-306.0,376.0,67.7,osm-105500354-0-forward;osm-1010059118-0-forward;osm-105500342-0-reverse;osm-724634109-5-forward;osm-1462422580-0-forward;osm-1462422580-1-forward;osm-1462422580-2-forward;osm-264100584-0-forward;osm-264100584-1-forward;osm-264100584-2-forward;osm-28437435-0-forward;osm-1453146526-0-forward;osm-1453146525-0-forward;osm-264130575-0-forward;osm-264130575-1-forward;osm-264130575-2-forward;osm-1315255667-0-forward;osm-1315255667-1-forward;osm-1315255667-2-forward;osm-1462422576-0-forward;osm-1462422576-1-forward;osm-28437433-0-forward;osm-28437433-1-forward;osm-28437433-2-forward;osm-28437433-3-forward;osm-222918432-0-forward;osm-222918432-1-forward;osm-222918432-2-forward;osm-222918432-3-forward;osm-222918432-4-forward;osm-222918432-5-forward;osm-222918432-6-forward;osm-222918432-7-forward;osm-222918432-8-forward;osm-222918432-9-forward;osm-222918432-10-forward;osm-72898374-0-forward;osm-72898374-1-forward;osm-72898374-2-forward;osm-72898374-3-forward;osm-72898374-4-forward;osm-72898374-5-forward;osm-72898374-6-forward;osm-457903734-1-reverse
paved_reference,14,2587.5,2587.5 m,physical_stop,speed reached zero and no segment could restart the bicycle,7,-186.1,301.2,51.8,osm-132974155-0-reverse;osm-224234410-0-forward;osm-359882603-0-forward;osm-232744091-0-forward;osm-1444245431-0-forward;osm-219661707-0-forward;osm-224234409-0-forward,3679.7,3679.7 m,physical_stop,speed reached zero and no segment could restart the bicycle,17,-233.4,397.9,55.1,osm-1018237136-0-reverse;osm-560199123-2-forward;osm-1354478669-0-forward;osm-935439941-0-forward;osm-187059537-0-forward;osm-187059537-1-forward;osm-187059537-2-forward;osm-186901645-1-reverse;osm-186901645-0-reverse;osm-186901646-3-reverse;osm-186901646-2-reverse;osm-186901646-1-reverse;osm-186901646-0-reverse;osm-760412724-0-forward;osm-760412724-1-forward;osm-760412724-2-forward;osm-222919304-0-forward
paved_reference,15,2558.0,>= 2558.0 m,model_gap,OSM way(s) 404715675 still run through node 1976445610; the pipeline admitted no edge for them,13,-214.6,257.5,68.9,osm-232729093-1-forward;osm-232729093-2-forward;osm-1093032921-0-forward;osm-1093032922-0-forward;osm-1093032929-1-forward;osm-1093032929-2-forward;osm-1093032928-0-forward;osm-1093032928-1-forward;osm-1148550235-0-forward;osm-1148550235-1-forward;osm-1148550235-2-forward;osm-1148550234-0-forward;osm-187058987-0-forward,3640.5,3640.5 m,physical_stop,speed reached zero and no segment could restart the bicycle,33,-306.4,352.7,59.3,osm-119437614-0-forward;osm-119437614-1-forward;osm-119437611-0-forward;osm-264130580-1-forward;osm-264130580-2-forward;osm-724634109-0-forward;osm-724634109-1-forward;osm-724634109-2-forward;osm-724634109-3-forward;osm-724634109-4-forward;osm-724634109-5-forward;osm-1462422580-0-forward;osm-1462422580-1-forward;osm-1462422580-2-forward;osm-264100584-0-forward;osm-264100584-1-forward;osm-264100584-2-forward;osm-28437435-0-forward;osm-1453146526-0-forward;osm-1453146525-0-forward;osm-264130575-0-forward;osm-264130575-1-forward;osm-264130575-2-forward;osm-1315255667-0-forward;osm-1315255667-1-forward;osm-1315255667-2-forward;osm-1462422576-0-forward;osm-1462422576-1-forward;osm-28437433-0-forward;osm-28437433-1-forward;osm-28437433-2-forward;osm-28437433-3-forward;osm-1249687718-0-forward
paved_reference,16,2373.2,>= 2373.2 m,model_gap,OSM way(s) 1453146526 still run through node 13326635869; the pipeline admitted no edge for them,19,-227.9,220.0,60.1,osm-105307283-2-reverse;osm-105310862-0-forward;osm-105310862-1-forward;osm-119437611-0-forward;osm-264130580-1-forward;osm-264130580-2-forward;osm-724634109-0-forward;osm-724634109-1-forward;osm-724634109-2-forward;osm-724634109-3-forward;osm-724634109-4-forward;osm-724634109-5-forward;osm-1462422580-0-forward;osm-1462422580-1-forward;osm-1462422580-2-forward;osm-264100584-0-forward;osm-264100584-1-forward;osm-264100584-2-forward;osm-28437435-0-forward,3598.5,3598.5 m,physical_stop,speed reached zero and no segment could restart the bicycle,32,-299.6,346.9,59.3,osm-119437614-2-reverse;osm-119437611-0-forward;osm-264130580-1-forward;osm-264130580-2-forward;osm-724634109-0-forward;osm-724634109-1-forward;osm-724634109-2-forward;osm-724634109-3-forward;osm-724634109-4-forward;osm-724634109-5-forward;osm-1462422580-0-forward;osm-1462422580-1-forward;osm-1462422580-2-forward;osm-264100584-0-forward;osm-264100584-1-forward;osm-264100584-2-forward;osm-28437435-0-forward;osm-1453146526-0-forward;osm-1453146525-0-forward;osm-264130575-0-forward;osm-264130575-1-forward;osm-264130575-2-forward;osm-1315255667-0-forward;osm-1315255667-1-forward;osm-1315255667-2-forward;osm-1462422576-0-forward;osm-1462422576-1-forward;osm-28437433-0-forward;osm-28437433-1-forward;osm-28437433-2-forward;osm-28437433-3-forward;osm-1249687718-0-forward
paved_reference,17,2347.8,>= 2347.8 m,model_gap,OSM way(s) 404715675 still run through node 1976445610; the pipeline admitted no edge for them,10,-200.2,221.2,68.9,osm-1093032929-0-forward;osm-1093032929-1-forward;osm-1093032929-2-forward;osm-1093032928-0-forward;osm-1093032928-1-forward;osm-1148550235-0-forward;osm-1148550235-1-forward;osm-1148550235-2-forward;osm-1148550234-0-forward;osm-187058987-0-forward,3493.9,3493.9 m,physical_stop,speed reached zero and no segment could restart the bicycle,12,-230.0,347.7,55.1,osm-49164999-0-reverse;osm-187059537-1-forward;osm-187059537-2-forward;osm-186901645-1-reverse;osm-186901645-0-reverse;osm-186901646-3-reverse;osm-186901646-2-reverse;osm-186901646-1-reverse;osm-186901646-0-reverse;osm-760412724-0-forward;osm-760412724-1-forward;osm-760412717-0-reverse
paved_reference,18,2296.4,2296.4 m,physical_stop,speed reached zero and no segment could restart the bicycle,14,-162.4,235.9,63.6,osm-1082733498-2-forward;osm-1082749713-0-forward;osm-1082749713-1-forward;osm-1082749713-2-forward;osm-1082749713-3-forward;osm-1082749716-0-forward;osm-1082749715-0-forward;osm-1082749715-1-forward;osm-1082749715-2-forward;osm-1082749715-3-forward;osm-1082749715-4-forward;osm-1082749714-0-forward;osm-1082749717-0-forward;osm-97976238-0-forward,3363.8,3363.8 m,physical_stop,speed reached zero and no segment could restart the bicycle,16,-210.8,358.0,55.1,osm-1018237136-0-reverse;osm-560199123-2-forward;osm-1354478669-0-forward;osm-935439941-0-forward;osm-187059537-0-forward;osm-187059537-1-forward;osm-187059537-2-forward;osm-186901645-1-reverse;osm-186901645-0-reverse;osm-186901646-3-reverse;osm-186901646-2-reverse;osm-186901646-1-reverse;osm-186901646-0-reverse;osm-760412724-0-forward;osm-760412724-1-forward;osm-760412717-0-reverse
paved_reference,19,2278.2,2278.2 m,physical_stop,speed reached zero and no segment could restart the bicycle,31,-99.3,315.6,47.2,osm-905944752-0-forward;osm-234171512-0-forward;osm-40188688-0-forward;osm-222918435-0-forward;osm-1306494913-0-forward;osm-1306494907-0-forward;osm-264100535-0-forward;osm-264100535-1-forward;osm-264100535-2-forward;osm-264100535-3-forward;osm-264100535-4-forward;osm-264100535-5-forward;osm-264100535-6-forward;osm-264100533-0-forward;osm-1040486385-0-forward;osm-1040486390-0-forward;osm-28476170-1-reverse;osm-91229843-6-reverse;osm-1054770671-0-forward;osm-1054770671-1-forward;osm-28476168-2-forward;osm-28476168-3-forward;osm-28476168-4-forward;osm-119740916-0-forward;osm-119740916-1-forward;osm-28429105-0-forward;osm-1054770672-0-forward;osm-28429107-0-forward;osm-28429107-1-forward;osm-76178976-0-forward;osm-105307283-0-forward,3305.5,3305.5 m,physical_stop,speed reached zero and no segment could restart the bicycle,26,-277.0,324.6,67.7,osm-105500354-0-forward;osm-1010059118-0-forward;osm-105500342-0-reverse;osm-724634109-5-forward;osm-1462422580-0-forward;osm-1462422580-1-forward;osm-1462422580-2-forward;osm-264100584-0-forward;osm-264100584-1-forward;osm-264100584-2-forward;osm-28437435-0-forward;osm-1453146526-0-forward;osm-1453146525-0-forward;osm-264130575-0-forward;osm-264130575-1-forward;osm-264130575-2-forward;osm-1315255667-0-forward;osm-1315255667-1-forward;osm-1315255667-2-forward;osm-1462422576-0-forward;osm-1462422576-1-forward;osm-28437433-0-forward;osm-28437433-1-forward;osm-28437433-2-forward;osm-28437433-3-forward;osm-1249687718-0-forward
paved_reference,20,2236.4,>= 2236.4 m,model_gap,OSM way(s) 1112039601 still run through node 1342094390; the pipeline admitted no edge for them,33,-129.7,285.6,51.7,osm-905944752-0-forward;osm-234171512-0-forward;osm-40188688-0-forward;osm-222918435-0-forward;osm-1306494913-0-forward;osm-1306494907-0-forward;osm-264100535-0-forward;osm-264100535-1-forward;osm-264100535-2-forward;osm-264100535-3-forward;osm-264100535-4-forward;osm-264100535-5-forward;osm-264100535-6-forward;osm-264100533-0-forward;osm-1040486385-0-forward;osm-1040486390-0-forward;osm-28476170-1-reverse;osm-91229843-6-reverse;osm-1054770671-0-forward;osm-1054770671-1-forward;osm-28476168-2-forward;osm-28476168-3-forward;osm-28476168-4-forward;osm-119740916-0-forward;osm-119740916-1-forward;osm-28429105-0-forward;osm-1054770672-0-forward;osm-28429107-0-forward;osm-28429107-1-forward;osm-28429107-2-forward;osm-28429107-3-forward;osm-28429107-4-forward;osm-28429107-5-forward,3280.1,3280.1 m,physical_stop,speed reached zero and no segment could restart the bicycle,4,-252.6,313.9,55.1,osm-49164999-0-reverse;osm-187059537-1-forward;osm-187059537-2-forward;osm-560199122-0-forward
reference_vtc,1,6291.2,>= 6291.2 m,model_gap,OSM way(s) 1453146526 still run through node 13326635869; the pipeline admitted no edge for them,61,-443.3,710.7,68.3,osm-905950459-0-forward;osm-905950459-1-forward;osm-905944758-0-forward;osm-1082699911-0-forward;osm-905944753-0-forward;osm-905944752-0-forward;osm-234171512-0-forward;osm-40188688-0-forward;osm-222918435-0-forward;osm-1306494913-0-forward;osm-1306494907-0-forward;osm-264100535-0-forward;osm-264100535-1-forward;osm-264100535-2-forward;osm-264100535-3-forward;osm-264100535-4-forward;osm-264100535-5-forward;osm-264100535-6-forward;osm-264100533-0-forward;osm-1040486385-0-forward;osm-1040486390-0-forward;osm-28476170-1-reverse;osm-91229843-6-reverse;osm-1054770671-0-forward;osm-1054770671-1-forward;osm-28476168-2-forward;osm-28476168-3-forward;osm-28476168-4-forward;osm-119740916-0-forward;osm-119740916-1-forward;osm-28429105-0-forward;osm-1054770672-0-forward;osm-28429107-0-forward;osm-28429107-1-forward;osm-28429107-2-forward;osm-28429107-3-forward;osm-28429107-4-forward;osm-28429107-5-forward;osm-1112039601-0-forward;osm-119437608-0-forward;osm-724628366-0-forward;osm-264130580-0-forward;osm-93964270-0-forward;osm-105506488-2-reverse;osm-105506488-1-reverse;osm-93964252-1-reverse;osm-93964252-0-reverse;osm-1054770663-0-forward;osm-1054770667-0-forward;osm-264100532-0-forward;osm-105500354-0-forward;osm-1010059118-0-forward;osm-105500342-0-reverse;osm-724634109-5-forward;osm-1462422580-0-forward;osm-1462422580-1-forward;osm-1462422580-2-forward;osm-264100584-0-forward;osm-264100584-1-forward;osm-264100584-2-forward;osm-28437435-0-forward,8453.8,8453.8 m,physical_stop,speed reached zero and no segment could restart the bicycle,97,-644.2,938.3,68.3,osm-905950459-0-forward;osm-905950459-1-forward;osm-905944758-0-forward;osm-1082699911-0-forward;osm-905944753-0-forward;osm-905944752-0-forward;osm-234171512-0-forward;osm-40188688-0-forward;osm-222918435-0-forward;osm-1306494913-0-forward;osm-1306494907-0-forward;osm-264100535-0-forward;osm-264100535-1-forward;osm-264100535-2-forward;osm-264100535-3-forward;osm-264100535-4-forward;osm-264100535-5-forward;osm-264100535-6-forward;osm-264100533-0-forward;osm-1040486385-0-forward;osm-1040486390-0-forward;osm-28476170-1-reverse;osm-91229843-6-reverse;osm-1054770671-0-forward;osm-1054770671-1-forward;osm-28476168-2-forward;osm-28476168-3-forward;osm-28476168-4-forward;osm-119740916-0-forward;osm-119740916-1-forward;osm-28429105-0-forward;osm-1054770672-0-forward;osm-28429107-0-forward;osm-28429107-1-forward;osm-28429107-2-forward;osm-28429107-3-forward;osm-28429107-4-forward;osm-28429107-5-forward;osm-1112039601-0-forward;osm-119437608-0-forward;osm-724628366-0-forward;osm-264130580-0-forward;osm-93964270-0-forward;osm-105506488-2-reverse;osm-105506488-1-reverse;osm-93964252-1-reverse;osm-93964252-0-reverse;osm-1054770663-0-forward;osm-1054770667-0-forward;osm-264100532-0-forward;osm-105500354-0-forward;osm-1010059118-0-forward;osm-105500342-0-reverse;osm-724634109-5-forward;osm-1462422580-0-forward;osm-1462422580-1-forward;osm-1462422580-2-forward;osm-264100584-0-forward;osm-264100584-1-forward;osm-264100584-2-forward;osm-28437435-0-forward;osm-1453146526-0-forward;osm-1453146525-0-forward;osm-264130575-0-forward;osm-264130575-1-forward;osm-264130575-2-forward;osm-1315255667-0-forward;osm-1315255667-1-forward;osm-1315255667-2-forward;osm-1462422576-0-forward;osm-1462422576-1-forward;osm-28437433-0-forward;osm-28437433-1-forward;osm-28437433-2-forward;osm-28437433-3-forward;osm-222918432-0-forward;osm-222918432-1-forward;osm-222918432-2-forward;osm-222918432-3-forward;osm-222918432-4-forward;osm-222918432-5-forward;osm-222918432-6-forward;osm-222918432-7-forward;osm-222918432-8-forward;osm-222918432-9-forward;osm-222918432-10-forward;osm-72898374-0-forward;osm-72898374-1-forward;osm-72898374-2-forward;osm-72898374-3-forward;osm-72898374-4-forward;osm-72898374-5-forward;osm-72898374-6-forward;osm-1082369795-0-forward;osm-1082369795-1-forward;osm-1082369795-2-forward;osm-1082369794-0-forward
reference_vtc,2,6253.6,>= 6253.6 m,model_gap,OSM way(s) 1453146526 still run through node 13326635869; the pipeline admitted no edge for them,57,-443.3,685.0,56.9,osm-905950459-0-forward;osm-905950459-1-forward;osm-905944758-0-forward;osm-1082699911-0-forward;osm-905944753-0-forward;osm-905944752-0-forward;osm-234171512-0-forward;osm-40188688-0-forward;osm-222918435-0-forward;osm-1306494913-0-forward;osm-1306494907-0-forward;osm-264100535-0-forward;osm-264100535-1-forward;osm-264100535-2-forward;osm-264100535-3-forward;osm-264100535-4-forward;osm-264100535-5-forward;osm-264100535-6-forward;osm-264100533-0-forward;osm-1040486385-0-forward;osm-1040486390-0-forward;osm-28476170-1-reverse;osm-91229843-6-reverse;osm-1054770671-0-forward;osm-1054770671-1-forward;osm-28476168-2-forward;osm-28476168-3-forward;osm-28476168-4-forward;osm-119740916-0-forward;osm-119740916-1-forward;osm-28429105-0-forward;osm-1054770672-0-forward;osm-28429107-0-forward;osm-28429107-1-forward;osm-28429107-2-forward;osm-28429107-3-forward;osm-28429107-4-forward;osm-28429107-5-forward;osm-1112039601-0-forward;osm-119437608-0-forward;osm-724628366-0-forward;osm-264130580-0-forward;osm-264130580-1-forward;osm-264130580-2-forward;osm-724634109-0-forward;osm-724634109-1-forward;osm-724634109-2-forward;osm-724634109-3-forward;osm-724634109-4-forward;osm-724634109-5-forward;osm-1462422580-0-forward;osm-1462422580-1-forward;osm-1462422580-2-forward;osm-264100584-0-forward;osm-264100584-1-forward;osm-264100584-2-forward;osm-28437435-0-forward,8416.2,8416.2 m,physical_stop,speed reached zero and no segment could restart the bicycle,93,-644.2,912.6,59.3,osm-905950459-0-forward;osm-905950459-1-forward;osm-905944758-0-forward;osm-1082699911-0-forward;osm-905944753-0-forward;osm-905944752-0-forward;osm-234171512-0-forward;osm-40188688-0-forward;osm-222918435-0-forward;osm-1306494913-0-forward;osm-1306494907-0-forward;osm-264100535-0-forward;osm-264100535-1-forward;osm-264100535-2-forward;osm-264100535-3-forward;osm-264100535-4-forward;osm-264100535-5-forward;osm-264100535-6-forward;osm-264100533-0-forward;osm-1040486385-0-forward;osm-1040486390-0-forward;osm-28476170-1-reverse;osm-91229843-6-reverse;osm-1054770671-0-forward;osm-1054770671-1-forward;osm-28476168-2-forward;osm-28476168-3-forward;osm-28476168-4-forward;osm-119740916-0-forward;osm-119740916-1-forward;osm-28429105-0-forward;osm-1054770672-0-forward;osm-28429107-0-forward;osm-28429107-1-forward;osm-28429107-2-forward;osm-28429107-3-forward;osm-28429107-4-forward;osm-28429107-5-forward;osm-1112039601-0-forward;osm-119437608-0-forward;osm-724628366-0-forward;osm-264130580-0-forward;osm-264130580-1-forward;osm-264130580-2-forward;osm-724634109-0-forward;osm-724634109-1-forward;osm-724634109-2-forward;osm-724634109-3-forward;osm-724634109-4-forward;osm-724634109-5-forward;osm-1462422580-0-forward;osm-1462422580-1-forward;osm-1462422580-2-forward;osm-264100584-0-forward;osm-264100584-1-forward;osm-264100584-2-forward;osm-28437435-0-forward;osm-1453146526-0-forward;osm-1453146525-0-forward;osm-264130575-0-forward;osm-264130575-1-forward;osm-264130575-2-forward;osm-1315255667-0-forward;osm-1315255667-1-forward;osm-1315255667-2-forward;osm-1462422576-0-forward;osm-1462422576-1-forward;osm-28437433-0-forward;osm-28437433-1-forward;osm-28437433-2-forward;osm-28437433-3-forward;osm-222918432-0-forward;osm-222918432-1-forward;osm-222918432-2-forward;osm-222918432-3-forward;osm-222918432-4-forward;osm-222918432-5-forward;osm-222918432-6-forward;osm-222918432-7-forward;osm-222918432-8-forward;osm-222918432-9-forward;osm-222918432-10-forward;osm-72898374-0-forward;osm-72898374-1-forward;osm-72898374-2-forward;osm-72898374-3-forward;osm-72898374-4-forward;osm-72898374-5-forward;osm-72898374-6-forward;osm-1082369795-0-forward;osm-1082369795-1-forward;osm-1082369795-2-forward;osm-1082369794-0-forward
reference_vtc,3,6174.7,>= 6174.7 m,model_gap,OSM way(s) 1453146526 still run through node 13326635869; the pipeline admitted no edge for them,60,-443.3,686.3,68.3,osm-905950459-0-forward;osm-905950459-1-forward;osm-905944758-0-forward;osm-1082699911-0-forward;osm-905944753-0-forward;osm-905944752-0-forward;osm-234171512-0-forward;osm-40188688-0-forward;osm-222918435-0-forward;osm-1306494913-0-forward;osm-1306494907-0-forward;osm-264100535-0-forward;osm-264100535-1-forward;osm-264100535-2-forward;osm-264100535-3-forward;osm-264100535-4-forward;osm-264100535-5-forward;osm-264100535-6-forward;osm-264100533-0-forward;osm-1040486385-0-forward;osm-1040486390-0-forward;osm-28476170-1-reverse;osm-91229843-6-reverse;osm-1054770671-0-forward;osm-1054770671-1-forward;osm-28476168-2-forward;osm-28476168-3-forward;osm-28476168-4-forward;osm-119740916-0-forward;osm-119740916-1-forward;osm-28429105-0-forward;osm-1054770672-0-forward;osm-28429107-0-forward;osm-28429107-1-forward;osm-28429107-2-forward;osm-28429107-3-forward;osm-28429107-4-forward;osm-28429107-5-forward;osm-1112039601-0-forward;osm-119437608-0-forward;osm-47637754-0-forward;osm-264100596-0-forward;osm-105500336-3-reverse;osm-105506488-0-forward;osm-93964252-1-reverse;osm-93964252-0-reverse;osm-1054770663-0-forward;osm-1054770667-0-forward;osm-264100532-0-forward;osm-105500354-0-forward;osm-1010059118-0-forward;osm-105500342-0-reverse;osm-724634109-5-forward;osm-1462422580-0-forward;osm-1462422580-1-forward;osm-1462422580-2-forward;osm-264100584-0-forward;osm-264100584-1-forward;osm-264100584-2-forward;osm-28437435-0-forward,8337.3,8337.3 m,physical_stop,speed reached zero and no segment could restart the bicycle,96,-644.2,913.9,68.3,osm-905950459-0-forward;osm-905950459-1-forward;osm-905944758-0-forward;osm-1082699911-0-forward;osm-905944753-0-forward;osm-905944752-0-forward;osm-234171512-0-forward;osm-40188688-0-forward;osm-222918435-0-forward;osm-1306494913-0-forward;osm-1306494907-0-forward;osm-264100535-0-forward;osm-264100535-1-forward;osm-264100535-2-forward;osm-264100535-3-forward;osm-264100535-4-forward;osm-264100535-5-forward;osm-264100535-6-forward;osm-264100533-0-forward;osm-1040486385-0-forward;osm-1040486390-0-forward;osm-28476170-1-reverse;osm-91229843-6-reverse;osm-1054770671-0-forward;osm-1054770671-1-forward;osm-28476168-2-forward;osm-28476168-3-forward;osm-28476168-4-forward;osm-119740916-0-forward;osm-119740916-1-forward;osm-28429105-0-forward;osm-1054770672-0-forward;osm-28429107-0-forward;osm-28429107-1-forward;osm-28429107-2-forward;osm-28429107-3-forward;osm-28429107-4-forward;osm-28429107-5-forward;osm-1112039601-0-forward;osm-119437608-0-forward;osm-47637754-0-forward;osm-264100596-0-forward;osm-105500336-3-reverse;osm-105506488-0-forward;osm-93964252-1-reverse;osm-93964252-0-reverse;osm-1054770663-0-forward;osm-1054770667-0-forward;osm-264100532-0-forward;osm-105500354-0-forward;osm-1010059118-0-forward;osm-105500342-0-reverse;osm-724634109-5-forward;osm-1462422580-0-forward;osm-1462422580-1-forward;osm-1462422580-2-forward;osm-264100584-0-forward;osm-264100584-1-forward;osm-264100584-2-forward;osm-28437435-0-forward;osm-1453146526-0-forward;osm-1453146525-0-forward;osm-264130575-0-forward;osm-264130575-1-forward;osm-264130575-2-forward;osm-1315255667-0-forward;osm-1315255667-1-forward;osm-1315255667-2-forward;osm-1462422576-0-forward;osm-1462422576-1-forward;osm-28437433-0-forward;osm-28437433-1-forward;osm-28437433-2-forward;osm-28437433-3-forward;osm-222918432-0-forward;osm-222918432-1-forward;osm-222918432-2-forward;osm-222918432-3-forward;osm-222918432-4-forward;osm-222918432-5-forward;osm-222918432-6-forward;osm-222918432-7-forward;osm-222918432-8-forward;osm-222918432-9-forward;osm-222918432-10-forward;osm-72898374-0-forward;osm-72898374-1-forward;osm-72898374-2-forward;osm-72898374-3-forward;osm-72898374-4-forward;osm-72898374-5-forward;osm-72898374-6-forward;osm-1082369795-0-forward;osm-1082369795-1-forward;osm-1082369795-2-forward;osm-1082369794-0-forward
