osm_way_id,edge_id,name,horizontal_length_m,hairpin_count,method,segment_count,mean_spacing_m,net_dz_m,net_dz_error_m,ascent_m,ascent_inflation_ratio,travelled_length_m,max_abs_grade_ratio,implausible_segment_count,hairpin_max_abs_grade_ratio,simulable,elapsed_time_s,elapsed_time_fine_s,elapsed_time_coarse_s,time_step_spread_s,time_step_spread_ratio,stop_reason,stop_reason_stable
123189416,osm-123189416-0-forward,D 219,5997.2,327,raw_10m,600,9.91,-551.76,0.0,88.31,0.6807,6036.53,1.5622,32,1.5622,False,,,,,,,
123189416,osm-123189416-0-forward,D 219,5997.2,327,raw_25m,240,24.3,-551.76,0.0,41.78,0.3221,5885.39,0.8437,11,0.8437,False,,,,,,,
123189416,osm-123189416-0-forward,D 219,5997.2,327,adaptive_geometry,1075,5.58,-551.76,0.0,109.72,0.8458,6102.27,2.3944,89,2.3944,False,,,,,,,
123189416,osm-123189416-0-forward,D 219,5997.2,327,robust_median_local,600,9.91,-550.78,0.98,40.885,0.3152,6002.87,1.1105,26,1.1105,False,,,,,,,
123189416,osm-123189416-0-forward,D 219,5997.2,327,net_dz_constrained,600,9.91,-551.76,0.0,40.805,0.3145,6002.96,1.1103,26,1.1103,False,,,,,,,
222916418,osm-222916418-1-forward,D 44B,5295.6,116,raw_10m,530,9.97,394.38,0.0,429.03,0.974,5311.17,0.4102,17,0.4102,True,5.8575,5.8587,5.8559,0.0029,0.000487,speed_threshold,True
222916418,osm-222916418-1-forward,D 44B,5295.6,116,raw_25m,212,24.72,394.38,0.0,420.77,0.9553,5266.14,0.4126,7,0.4126,True,5.7998,5.801,5.7982,0.0028,0.000485,speed_threshold,True
222916418,osm-222916418-1-forward,D 44B,5295.6,116,adaptive_geometry,524,10.1,394.38,0.0,432.3,0.9815,5324.15,0.7979,41,0.426,False,,,,,,,
222916418,osm-222916418-1-forward,D 44B,5295.6,116,robust_median_local,530,9.97,393.91,-0.47,422.065,0.9582,5310.86,0.455,17,0.455,True,7.0826,7.0835,7.0815,0.002,0.000286,speed_threshold,True
222916418,osm-222916418-1-forward,D 44B,5295.6,116,net_dz_constrained,530,9.97,394.38,0.0,422.502,0.9592,5310.89,0.4551,17,0.4551,True,7.0794,7.0803,7.0783,0.002,0.000285,speed_threshold,True
846177345,osm-846177345-0-forward,RS 1091,4368.5,154,raw_10m,437,9.96,-47.3,0.0,247.54,0.9062,4422.06,1.101,49,1.101,False,,,,,,,
846177345,osm-846177345-0-forward,RS 1091,4368.5,154,raw_25m,175,24.74,-47.3,0.0,218.95,0.8016,4384.62,0.79,15,0.7363,False,,,,,,,
846177345,osm-846177345-0-forward,RS 1091,4368.5,154,adaptive_geometry,683,6.39,-47.3,0.0,263.63,0.9651,4440.69,1.1468,109,1.1468,False,,,,,,,
846177345,osm-846177345-0-forward,RS 1091,4368.5,154,robust_median_local,437,9.96,-47.265,0.035,228.51,0.8366,4422.97,1.295,42,1.295,False,,,,,,,
846177345,osm-846177345-0-forward,RS 1091,4368.5,154,net_dz_constrained,437,9.96,-47.3,0.0,228.495,0.8365,4422.97,1.295,42,1.295,False,,,,,,,
232744090,osm-232744090-0-forward,unclassified,4295.3,225,raw_10m,430,9.93,379.98,0.0,390.68,0.9799,4296.47,0.5001,11,0.5001,False,,,,,,,
232744090,osm-232744090-0-forward,unclassified,4295.3,225,raw_25m,172,24.33,379.98,0.0,385.4,0.9666,4208.09,0.4029,5,0.4029,True,5.7007,5.7019,5.6992,0.0027,0.000481,speed_threshold,True
232744090,osm-232744090-0-forward,unclassified,4295.3,225,adaptive_geometry,565,7.59,379.98,0.0,396.42,0.9943,4317.99,0.6761,38,0.6761,False,,,,,,,
232744090,osm-232744090-0-forward,unclassified,4295.3,225,robust_median_local,430,9.93,379.47,-0.51,384.44,0.9642,4294.5,0.3399,5,0.3399,True,7.171,7.1719,7.1698,0.0021,0.000291,speed_threshold,True
232744090,osm-232744090-0-forward,unclassified,4295.3,225,net_dz_constrained,430,9.93,379.98,0.0,384.932,0.9655,4294.54,0.34,5,0.34,True,7.1665,7.1674,7.1653,0.0021,0.00029,speed_threshold,True
232934767,osm-232934767-0-forward,unclassified,3974.3,0,raw_10m,398,9.99,10.48,0.0,26.51,0.6547,3974.69,0.0782,0,,True,29.2163,29.2325,29.1963,0.0362,0.001238,speed_threshold,True
232934767,osm-232934767-0-forward,unclassified,3974.3,0,raw_25m,159,24.99,10.48,0.0,14.46,0.3571,3973.62,0.0256,0,,True,29.5744,29.588,29.5575,0.0305,0.001031,speed_threshold,True
232934767,osm-232934767-0-forward,unclassified,3974.3,0,adaptive_geometry,174,22.84,10.48,0.0,14.49,0.3579,3973.95,0.0256,0,,True,29.5744,29.588,29.5575,0.0305,0.001031,speed_threshold,True
232934767,osm-232934767-0-forward,unclassified,3974.3,0,robust_median_local,398,9.99,10.16,-0.32,13.95,0.3445,3974.22,0.038,0,,True,29.0224,29.0388,29.0021,0.0368,0.001266,speed_threshold,True
232934767,osm-232934767-0-forward,unclassified,3974.3,0,net_dz_constrained,398,9.99,10.48,0.0,14.231,0.3515,3974.22,0.0381,0,,True,28.7693,28.7859,28.7487,0.0371,0.001289,speed_threshold,True
85646316,osm-85646316-0-forward,Route du Bessay,3761.0,169,raw_10m,377,9.92,359.16,0.0,405.65,0.9626,3781.96,0.5844,32,0.5844,False,,,,,,,
85646316,osm-85646316-0-forward,Route du Bessay,3761.0,169,raw_25m,151,24.47,359.16,0.0,392.45,0.9312,3734.62,0.5238,9,0.5238,False,,,,,,,
85646316,osm-85646316-0-forward,Route du Bessay,3761.0,169,adaptive_geometry,592,6.35,359.16,0.0,414.01,0.9824,3805.87,0.6261,70,0.6261,False,,,,,,,
85646316,osm-85646316-0-forward,Route du Bessay,3761.0,169,robust_median_local,377,9.92,357.43,-1.73,395.7,0.9389,3780.99,0.6269,30,0.6269,False,,,,,,,
85646316,osm-85646316-0-forward,Route du Bessay,3761.0,169,net_dz_constrained,377,9.92,359.16,0.0,397.204,0.9425,3781.15,0.6274,30,0.6274,False,,,,,,,
181435153,osm-181435153-0-forward,path,3627.2,0,raw_10m,363,9.99,-4.62,0.0,5.44,0.6182,3627.21,0.019,0,,True,70.6921,70.7101,70.6697,0.0404,0.000572,speed_threshold,True
181435153,osm-181435153-0-forward,path,3627.2,0,raw_25m,146,24.84,-4.62,0.0,2.46,0.2795,3627.07,0.0124,0,,True,61.2732,61.2809,61.2637,0.0171,0.00028,speed_threshold,True
181435153,osm-181435153-0-forward,path,3627.2,0,adaptive_geometry,146,24.84,-4.62,0.0,2.46,0.2795,3627.07,0.0124,0,,True,61.2732,61.2809,61.2637,0.0171,0.00028,speed_threshold,True
181435153,osm-181435153-0-forward,path,3627.2,0,robust_median_local,363,9.99,-4.52,0.1,2.54,0.2886,3627.18,0.019,0,,True,66.6067,66.7466,66.4315,0.3151,0.00472,speed_threshold,True
181435153,osm-181435153-0-forward,path,3627.2,0,net_dz_constrained,363,9.99,-4.62,0.0,2.517,0.2861,3627.18,0.019,0,,True,68.1521,68.2853,67.9858,0.2995,0.004385,speed_threshold,True
49894102,osm-49894102-1-forward,D 530,3078.3,1,raw_10m,308,9.99,126.31,0.0,157.97,0.9553,3090.63,0.5582,7,0.2843,False,,,,,,,
49894102,osm-49894102-1-forward,D 530,3078.3,1,raw_25m,124,24.8,126.31,0.0,152.45,0.9219,3087.71,0.4998,3,0.1315,True,17.041,17.0448,17.0364,0.0084,0.000493,speed_threshold,True
49894102,osm-49894102-1-forward,D 530,3078.3,1,adaptive_geometry,275,11.19,126.31,0.0,157.06,0.9498,3090.83,0.4998,7,0.416,True,15.8612,15.8651,15.8565,0.0086,0.00054,speed_threshold,True
49894102,osm-49894102-1-forward,D 530,3078.3,1,robust_median_local,308,9.99,126.1,-0.21,153.635,0.9291,3090.4,0.5582,6,0.386,False,,,,,,,
49894102,osm-49894102-1-forward,D 530,3078.3,1,net_dz_constrained,308,9.99,126.31,0.0,153.803,0.9301,3090.41,0.5583,7,0.3861,False,,,,,,,
123189418,osm-123189418-0-forward,unclassified,2488.4,92,raw_10m,249,9.95,-31.11,0.0,138.5,0.8628,2514.19,0.7482,34,0.7482,False,,,,,,,
123189418,osm-123189418-0-forward,unclassified,2488.4,92,raw_25m,100,24.59,-31.11,0.0,128.49,0.8005,2488.64,0.6057,11,0.6057,False,,,,,,,
123189418,osm-123189418-0-forward,unclassified,2488.4,92,adaptive_geometry,392,6.34,-31.11,0.0,153.19,0.9543,2531.65,3.2338,80,3.2338,False,,,,,,,
123189418,osm-123189418-0-forward,unclassified,2488.4,92,robust_median_local,249,9.95,-28.79,2.32,130.0,0.8099,2514.81,1.0537,30,1.0537,False,,,,,,,
123189418,osm-123189418-0-forward,unclassified,2488.4,92,net_dz_constrained,249,9.95,-31.11,0.0,129.012,0.8037,2514.84,1.0546,30,1.0546,False,,,,,,,
187065132,osm-187065132-0-forward,unclassified,2395.6,40,raw_10m,240,9.95,-130.8,0.0,18.34,0.6604,2396.79,0.2624,1,0.2624,True,125.4099,125.4217,125.3954,0.0264,0.00021,speed_threshold,True
187065132,osm-187065132-0-forward,unclassified,2395.6,40,raw_25m,96,24.77,-130.8,0.0,13.58,0.489,2386.18,0.2187,0,0.2187,True,124.2143,124.2191,124.2085,0.0106,8.5e-05,speed_threshold,True
187065132,osm-187065132-0-forward,unclassified,2395.6,40,adaptive_geometry,317,7.55,-130.8,0.0,25.64,0.9233,2404.71,2.0469,8,0.3186,False,,,,,,,
187065132,osm-187065132-0-forward,unclassified,2395.6,40,robust_median_local,240,9.95,-129.385,1.415,13.795,0.4968,2396.48,0.2808,4,0.2795,True,126.9389,126.9589,126.9146,0.0443,0.000349,speed_threshold,True
187065132,osm-187065132-0-forward,unclassified,2395.6,40,net_dz_constrained,240,9.95,-130.8,0.0,13.612,0.4902,2396.56,0.2814,4,0.2801,True,126.9762,126.9943,126.9539,0.0404,0.000318,speed_threshold,True
264100557,osm-264100557-0-forward,D 211F,2392.0,59,raw_10m,240,9.95,-177.52,0.0,24.92,0.7267,2404.93,0.4752,15,0.4083,True,39.8742,39.8852,39.8607,0.0245,0.000613,speed_threshold,True
264100557,osm-264100557-0-forward,D 211F,2392.0,59,raw_25m,96,24.72,-177.52,0.0,18.45,0.5381,2387.87,0.4154,5,0.4154,True,199.9192,199.8723,199.9811,0.1088,0.000544,route_end,True
264100557,osm-264100557-0-forward,D 211F,2392.0,59,adaptive_geometry,237,10.08,-177.52,0.0,27.03,0.7883,2407.32,0.5342,33,0.4745,False,,,,,,,
264100557,osm-264100557-0-forward,D 211F,2392.0,59,robust_median_local,240,9.95,-176.92,0.6,21.325,0.6219,2404.3,0.4137,13,0.4136,True,39.5795,39.5897,39.5671,0.0226,0.000571,speed_threshold,True
264100557,osm-264100557-0-forward,D 211F,2392.0,59,net_dz_constrained,240,9.95,-177.52,0.0,21.277,0.6205,2404.34,0.414,13,0.4138,True,39.5147,39.5249,39.5021,0.0229,0.000578,speed_threshold,True
271951347,osm-271951347-0-forward,D 213,2192.9,68,raw_10m,220,9.93,-163.86,0.0,9.63,0.6165,2196.76,0.4915,7,0.4915,True,180.0268,180.0316,180.0206,0.0111,6.1e-05,route_end,True
271951347,osm-271951347-0-forward,D 213,2192.9,68,raw_25m,88,24.56,-163.86,0.0,6.32,0.4046,2174.06,0.4951,3,0.4951,True,177.4877,177.4936,177.4798,0.0138,7.8e-05,route_end,True
271951347,osm-271951347-0-forward,D 213,2192.9,68,adaptive_geometry,255,8.6,-163.86,0.0,12.78,0.8182,2205.2,1.1301,10,1.1301,False,,,,,,,
271951347,osm-271951347-0-forward,D 213,2192.9,68,robust_median_local,220,9.93,-163.64,0.22,7.385,0.4728,2196.21,0.4973,7,0.4973,True,179.9572,179.962,179.9508,0.0113,6.3e-05,route_end,True
271951347,osm-271951347-0-forward,D 213,2192.9,68,net_dz_constrained,220,9.93,-163.86,0.0,7.368,0.4717,2196.23,0.4974,7,0.4974,True,179.8149,179.8196,179.8088,0.0108,6e-05,route_end,True
222916418,osm-222916418-0-forward,D 44B,2077.5,40,raw_10m,208,9.96,144.57,0.0,162.65,0.9635,2083.61,0.4415,5,0.4415,True,2.9731,2.9734,2.9727,0.0007,0.000248,speed_threshold,True
222916418,osm-222916418-0-forward,D 44B,2077.5,40,raw_25m,84,24.47,144.57,0.0,157.96,0.9357,2066.42,0.446,2,0.446,True,2.9652,2.9655,2.9648,0.0007,0.000247,speed_threshold,True
222916418,osm-222916418-0-forward,D 44B,2077.5,40,adaptive_geometry,247,8.41,144.57,0.0,164.4,0.9738,2089.14,0.8926,14,0.8926,False,,,,,,,
222916418,osm-222916418-0-forward,D 44B,2077.5,40,robust_median_local,208,9.96,142.275,-2.295,156.355,0.9262,2082.28,0.3904,5,0.3904,True,3.6185,3.6191,3.6178,0.0012,0.000336,speed_threshold,True
222916418,osm-222916418-0-forward,D 44B,2077.5,40,net_dz_constrained,208,9.96,144.57,0.0,158.363,0.9381,2082.44,0.3917,5,0.3917,True,3.6117,3.6123,3.6111,0.0012,0.000335,speed_threshold,True
232939754,osm-232939754-0-forward,Voie Verte de l'Oisans,1904.9,10,raw_10m,191,9.97,2.41,0.0,7.36,0.8009,1903.8,0.2079,0,0.2079,True,5.9357,5.937,5.9341,0.0029,0.00049,speed_threshold,True
232939754,osm-232939754-0-forward,Voie Verte de l'Oisans,1904.9,10,raw_25m,77,24.67,2.41,0.0,6.21,0.6757,1899.78,0.1544,0,0.1544,True,4.4904,4.4913,4.4894,0.0019,0.000413,speed_threshold,True
232939754,osm-232939754-0-forward,Voie Verte de l'Oisans,1904.9,10,adaptive_geometry,87,21.89,2.41,0.0,5.83,0.6344,1905.14,0.2867,1,0.2867,True,5.5388,5.5397,5.5377,0.002,0.000363,speed_threshold,True
232939754,osm-232939754-0-forward,Voie Verte de l'Oisans,1904.9,10,robust_median_local,191,9.97,1.925,-0.485,5.475,0.5958,1903.75,0.2079,0,0.2079,True,6.1235,6.1249,6.1218,0.003,0.000497,speed_threshold,True
232939754,osm-232939754-0-forward,Voie Verte de l'Oisans,1904.9,10,net_dz_constrained,191,9.97,2.41,0.0,5.703,0.6205,1903.75,0.2082,0,0.2082,True,6.1124,6.1137,6.1107,0.003,0.000497,speed_threshold,True
222916417,osm-222916417-1-forward,D 44a,1830.4,21,raw_10m,184,9.93,146.82,0.0,170.95,0.9794,1843.42,0.6126,6,0.6126,False,,,,,,,
222916417,osm-222916417-1-forward,D 44a,1830.4,21,raw_25m,74,24.59,146.82,0.0,166.58,0.9544,1832.63,0.4076,2,0.4076,True,3.7729,3.7735,3.7722,0.0013,0.000352,speed_threshold,True
222916417,osm-222916417-1-forward,D 44a,1830.4,21,adaptive_geometry,131,13.96,146.82,0.0,169.81,0.9729,1843.78,0.7662,13,0.7662,False,,,,,,,
222916417,osm-222916417-1-forward,D 44a,1830.4,21,robust_median_local,184,9.93,144.67,-2.15,166.5,0.9539,1842.77,0.5352,6,0.5352,False,,,,,,,
222916417,osm-222916417-1-forward,D 44a,1830.4,21,net_dz_constrained,184,9.93,146.82,0.0,168.358,0.9646,1842.94,0.5364,6,0.5364,False,,,,,,,
804387783,osm-804387783-0-forward,path,1672.3,3,raw_10m,168,9.95,-11.93,0.0,6.37,0.7693,1671.31,0.0942,0,0.0306,True,43.2297,43.2326,43.2262,0.0064,0.000148,speed_threshold,True
804387783,osm-804387783-0-forward,path,1672.3,3,raw_25m,67,24.91,-11.93,0.0,4.31,0.5205,1668.97,0.0617,0,0.0149,True,44.0206,44.0245,44.0158,0.0087,0.000198,speed_threshold,True
804387783,osm-804387783-0-forward,path,1672.3,3,adaptive_geometry,180,9.29,-11.93,0.0,6.33,0.7645,1671.79,0.0874,0,0.0394,True,43.6682,43.6719,43.6636,0.0083,0.000189,speed_threshold,True
804387783,osm-804387783-0-forward,path,1672.3,3,robust_median_local,168,9.95,-11.75,0.18,4.16,0.5024,1671.24,0.1324,0,0.021,True,46.6874,46.6886,46.686,0.0026,5.5e-05,speed_threshold,True
804387783,osm-804387783-0-forward,path,1672.3,3,net_dz_constrained,168,9.95,-11.93,0.0,4.135,0.4994,1671.24,0.1323,0,0.0211,True,46.5963,46.5976,46.5948,0.0028,6e-05,speed_threshold,True
132974155,osm-132974155-0-forward,unclassified,1568.4,41,raw_10m,157,9.97,125.69,0.0,129.52,0.9873,1572.28,0.258,3,0.258,True,6.6389,6.6399,6.6377,0.0022,0.000334,speed_threshold,True
132974155,osm-132974155-0-forward,unclassified,1568.4,41,raw_25m,63,24.71,125.69,0.0,128.21,0.9773,1563.71,0.2541,1,0.2541,True,6.762,6.7635,6.76,0.0035,0.000519,speed_threshold,True
132974155,osm-132974155-0-forward,unclassified,1568.4,41,adaptive_geometry,187,8.38,125.69,0.0,130.48,0.9946,1574.04,0.2923,7,0.2923,True,6.762,6.7635,6.76,0.0035,0.000519,speed_threshold,True
132974155,osm-132974155-0-forward,unclassified,1568.4,41,robust_median_local,157,9.97,124.98,-0.71,127.75,0.9738,1572.2,0.3154,3,0.3154,True,7.6766,7.6778,7.6752,0.0026,0.000342,speed_threshold,True
132974155,osm-132974155-0-forward,unclassified,1568.4,41,net_dz_constrained,157,9.97,125.69,0.0,128.419,0.9789,1572.26,0.3158,3,0.3158,True,7.6535,7.6546,7.652,0.0026,0.000341,speed_threshold,True
133213827,osm-133213827-0-forward,unclassified,1516.5,20,raw_10m,152,9.95,-114.61,0.0,4.02,0.5852,1519.31,0.4454,2,0.4454,True,129.119,129.1266,129.1095,0.0171,0.000133,route_end,True
133213827,osm-133213827-0-forward,unclassified,1516.5,20,raw_25m,61,24.68,-114.61,0.0,2.25,0.3275,1511.05,0.2558,1,0.2558,True,126.7924,126.8014,126.7811,0.0203,0.00016,route_end,True
133213827,osm-133213827-0-forward,unclassified,1516.5,20,adaptive_geometry,151,10.04,-114.61,0.0,5.7,0.8297,1523.18,0.4961,4,0.4961,True,129.5921,129.5998,129.583,0.0168,0.000129,route_end,True
133213827,osm-133213827-0-forward,unclassified,1516.5,20,robust_median_local,152,9.95,-113.36,1.25,2.39,0.3479,1518.57,0.3101,1,0.3101,True,128.219,128.2273,128.2089,0.0183,0.000143,route_end,True
133213827,osm-133213827-0-forward,unclassified,1516.5,20,net_dz_constrained,152,9.95,-114.61,0.0,2.341,0.3407,1518.67,0.3112,1,0.3112,True,127.3815,127.3897,127.3716,0.0181,0.000142,route_end,True
117643613,osm-117643613-0-forward,D 211b,1501.4,79,raw_10m,151,9.91,-58.38,0.0,34.37,0.7645,1504.53,0.2647,3,0.2647,True,5.5589,5.5601,5.5575,0.0026,0.000474,speed_threshold,True
117643613,osm-117643613-0-forward,D 211b,1501.4,79,raw_25m,61,24.3,-58.38,0.0,25.82,0.5743,1488.34,0.2116,0,0.1671,True,4.927,4.928,4.9258,0.0022,0.000441,speed_threshold,True
117643613,osm-117643613-0-forward,D 211b,1501.4,79,adaptive_geometry,246,6.1,-58.38,0.0,41.61,0.9255,1510.76,0.4804,13,0.4804,True,6.9475,6.946,6.9493,0.0032,0.000464,speed_threshold,True
117643613,osm-117643613-0-forward,D 211b,1501.4,79,robust_median_local,151,9.91,-59.04,-0.66,26.36,0.5863,1503.76,0.3439,3,0.3439,True,6.5573,6.5579,6.5565,0.0014,0.000213,speed_threshold,True
117643613,osm-117643613-0-forward,D 211b,1501.4,79,net_dz_constrained,151,9.91,-58.38,0.0,26.584,0.5913,1503.73,0.3435,3,0.3435,True,6.5492,6.5498,6.5484,0.0014,0.000212,speed_threshold,True
29720333,osm-29720333-0-forward,Route du Col de Sarenne,1490.4,21,raw_10m,150,9.93,-73.4,0.0,8.41,0.5824,1492.82,0.18,0,0.156,True,163.1069,163.089,163.1286,0.0395,0.000242,route_end,True
29720333,osm-29720333-0-forward,Route du Col de Sarenne,1490.4,21,raw_25m,60,24.72,-73.4,0.0,3.66,0.2535,1486.16,0.1532,0,0.0888,True,161.0696,161.054,161.089,0.035,0.000217,route_end,True
29720333,osm-29720333-0-forward,Route du Col de Sarenne,1490.4,21,adaptive_geometry,131,11.36,-73.4,0.0,8.23,0.5699,1492.47,0.222,0,0.194,True,162.2225,162.2067,162.2408,0.0341,0.00021,route_end,True
29720333,osm-29720333-0-forward,Route du Col de Sarenne,1490.4,21,robust_median_local,150,9.93,-73.33,0.07,3.92,0.2715,1492.29,0.18,0,0.1342,True,163.0136,162.9966,163.0342,0.0375,0.00023,route_end,True
29720333,osm-29720333-0-forward,Route du Col de Sarenne,1490.4,21,net_dz_constrained,150,9.93,-73.4,0.0,3.912,0.2709,1492.3,0.1801,0,0.1343,True,162.8939,162.877,162.9148,0.0378,0.000232,route_end,True
457903746,osm-457903746-0-forward,D 44B,1479.0,9,raw_10m,148,9.98,80.97,0.0,81.6,0.9999,1479.96,0.1092,0,0.0815,True,8.8227,8.8245,8.8204,0.0041,0.000468,speed_threshold,True
457903746,osm-457903746-0-forward,D 44B,1479.0,9,raw_25m,60,24.57,80.97,0.0,80.97,0.9922,1476.7,0.08,0,0.0755,True,12.3468,12.3501,12.3426,0.0075,0.000607,speed_threshold,True
457903746,osm-457903746-0-forward,D 44B,1479.0,9,adaptive_geometry,172,8.59,80.97,0.0,80.97,0.9922,1480.38,0.106,0,0.09,True,12.3468,12.3501,12.3426,0.0075,0.000607,speed_threshold,True
457903746,osm-457903746-0-forward,D 44B,1479.0,9,robust_median_local,148,9.98,81.51,0.54,81.51,0.9988,1479.93,0.1001,0,0.1001,True,7.9817,7.9829,7.9801,0.0028,0.000346,speed_threshold,True
457903746,osm-457903746-0-forward,D 44B,1479.0,9,net_dz_constrained,148,9.98,80.97,0.0,80.97,0.9922,1479.9,0.0997,0,0.0997,True,8.0016,8.0029,8.0001,0.0028,0.000347,speed_threshold,True
210456518,osm-210456518-0-forward,D 43,1459.8,5,raw_10m,146,9.99,17.92,0.0,75.24,0.8429,1468.94,0.3731,10,0.3021,True,27.8554,27.8825,27.8229,0.0596,0.002137,speed_threshold,True
210456518,osm-210456518-0-forward,D 43,1459.8,5,raw_25m,59,24.69,17.92,0.0,71.07,0.7962,1466.01,0.3829,2,0.2057,True,28.8769,28.8977,28.8511,0.0465,0.00161,speed_threshold,True
210456518,osm-210456518-0-forward,D 43,1459.8,5,adaptive_geometry,104,14.03,17.92,0.0,72.4,0.8111,1469.12,0.6695,12,0.6695,False,,,,,,,
210456518,osm-210456518-0-forward,D 43,1459.8,5,robust_median_local,146,9.99,17.89,-0.03,63.72,0.7139,1466.57,0.3731,7,0.1946,True,30.85,30.8708,30.8248,0.0459,0.001488,speed_threshold,True
210456518,osm-210456518-0-forward,D 43,1459.8,5,net_dz_constrained,146,9.99,17.92,0.0,63.74,0.7141,1466.57,0.3731,7,0.1946,True,30.8354,30.8563,30.8103,0.046,0.001491,speed_threshold,True
222916419,osm-222916419-0-forward,D 211b,1454.0,45,raw_10m,146,9.93,85.16,0.0,103.48,0.9296,1457.62,0.3296,4,0.3081,True,6.1309,6.1323,6.1292,0.0031,0.000497,speed_threshold,True
222916419,osm-222916419-0-forward,D 211b,1454.0,45,raw_25m,59,24.4,85.16,0.0,96.23,0.8644,1445.14,0.2325,0,0.1981,True,6.2737,6.2751,6.2719,0.0032,0.000503,speed_threshold,True
222916419,osm-222916419-0-forward,D 211b,1454.0,45,adaptive_geometry,217,6.69,85.16,0.0,109.49,0.9836,1461.61,0.4729,12,0.4729,True,6.2737,6.2751,6.2719,0.0032,0.000503,speed_threshold,True
222916419,osm-222916419-0-forward,D 211b,1454.0,45,robust_median_local,146,9.93,84.44,-0.72,96.13,0.8635,1456.31,0.2834,3,0.2834,True,7.529,7.5302,7.5275,0.0027,0.000358,speed_threshold,True
222916419,osm-222916419-0-forward,D 211b,1454.0,45,net_dz_constrained,146,9.93,85.16,0.0,96.739,0.869,1456.35,0.2839,3,0.2839,True,7.5033,7.5045,7.5018,0.0027,0.000355,speed_threshold,True
49158672,osm-49158672-1-forward,D 211a,1394.1,31,raw_10m,140,9.93,-143.51,0.0,4.38,0.7228,1402.85,0.5795,4,0.5795,False,,,,,,,
49158672,osm-49158672-1-forward,D 211a,1394.1,31,raw_25m,56,24.62,-143.51,0.0,3.94,0.6502,1390.43,0.3199,3,0.3199,True,99.3316,99.3394,99.3217,0.0177,0.000178,route_end,True
49158672,osm-49158672-1-forward,D 211a,1394.1,31,adaptive_geometry,179,7.78,-143.51,0.0,5.59,0.9224,1408.11,4.3681,19,4.3681,False,,,,,,,
49158672,osm-49158672-1-forward,D 211a,1394.1,31,robust_median_local,140,9.93,-142.22,1.29,3.37,0.5561,1402.67,0.6156,6,0.6156,False,,,,,,,
49158672,osm-49158672-1-forward,D 211a,1394.1,31,net_dz_constrained,140,9.93,-143.51,0.0,3.268,0.5393,1402.8,0.6166,6,0.6166,False,,,,,,,
132676262,osm-132676262-0-forward,Route de Saint-Claude,1386.9,18,raw_10m,139,9.96,-2.37,0.0,20.32,0.9035,1385.91,0.111,0,0.0787,True,56.7018,56.6994,56.7047,0.0053,9.3e-05,speed_threshold,True
132676262,osm-132676262-0-forward,Route de Saint-Claude,1386.9,18,raw_25m,56,24.67,-2.37,0.0,17.77,0.7901,1382.63,0.0809,0,0.0696,True,57.9365,57.9292,57.9457,0.0165,0.000285,speed_threshold,True
132676262,osm-132676262-0-forward,Route de Saint-Claude,1386.9,18,adaptive_geometry,163,8.5,-2.37,0.0,19.58,0.8706,1387.41,0.14,0,0.136,True,56.2257,56.2221,56.2302,0.0081,0.000145,speed_threshold,True
132676262,osm-132676262-0-forward,Route de Saint-Claude,1386.9,18,robust_median_local,139,9.96,-2.46,-0.09,17.315,0.7699,1385.74,0.1095,0,0.0787,True,54.0845,54.0848,54.0843,0.0005,1e-05,speed_threshold,True
132676262,osm-132676262-0-forward,Route de Saint-Claude,1386.9,18,net_dz_constrained,139,9.96,-2.37,0.0,17.362,0.772,1385.74,0.1096,0,0.0787,True,54.1259,54.1257,54.126,0.0003,6e-06,speed_threshold,True
1082695938,osm-1082695938-0-forward,Route du Col de Sarenne,1377.4,3,raw_10m,138,9.97,51.3,0.0,65.71,0.9239,1379.42,0.149,0,0.127,True,63.5959,63.596,63.596,0.0,0.0,speed_threshold,True
1082695938,osm-1082695938-0-forward,Route du Col de Sarenne,1377.4,3,raw_25m,56,24.51,51.3,0.0,64.49,0.9068,1375.07,0.1083,0,0.1083,True,63.5259,63.529,63.5219,0.007,0.000111,speed_threshold,True
1082695938,osm-1082695938-0-forward,Route du Col de Sarenne,1377.4,3,adaptive_geometry,104,13.22,51.3,0.0,65.45,0.9203,1378.22,0.172,0,0.138,True,63.5259,63.529,63.5219,0.007,0.000111,speed_threshold,True
1082695938,osm-1082695938-0-forward,Route du Col de Sarenne,1377.4,3,robust_median_local,138,9.97,51.82,0.52,62.69,0.8815,1379.1,0.1291,0,0.127,True,65.9092,65.9085,65.91,0.0015,2.3e-05,speed_threshold,True
1082695938,osm-1082695938-0-forward,Route du Col de Sarenne,1377.4,3,net_dz_constrained,138,9.97,51.3,0.0,62.312,0.8762,1379.09,0.1287,0,0.1266,True,65.6288,65.6554,65.5925,0.0629,0.000958,speed_threshold,True
252083563,osm-252083563-0-forward,Route de Cotteyssard,1360.2,50,raw_10m,137,9.9,71.52,0.0,104.89,0.9683,1367.87,0.4257,10,0.4257,True,3.9166,3.9173,3.9158,0.0014,0.000366,speed_threshold,True
252083563,osm-252083563-0-forward,Route de Cotteyssard,1360.2,50,raw_25m,55,24.53,71.52,0.0,99.94,0.9226,1359.13,0.3457,4,0.3457,True,3.7205,3.721,3.7198,0.0013,0.000347,speed_threshold,True
252083563,osm-252083563-0-forward,Route de Cotteyssard,1360.2,50,adaptive_geometry,206,6.6,71.52,0.0,105.99,0.9785,1371.26,0.6725,17,0.6725,False,,,,,,,
