source,edge_id,osm_way_id,direction,node_count,first_node_id,last_node_id,highway,access_status,access_reason,structure_status,oneway,oneway_bicycle,junction,bicycle,access,vehicle,surface,smoothness,tracktype,bridge,tunnel,covered,layer,selected_for_profile
live,osm-way-171437544-reverse,171437544,reverse,8,1823188062,1824629413,residential,admissible,highway=residential cyclable by default,normal,,,,,,,asphalt,good,,,,,,False
live,osm-way-179330218-forward,179330218,forward,18,5586312293,1502872877,unclassified,admissible,highway=unclassified cyclable by default,normal,,,,,,,asphalt,,,,,,,False
live,osm-way-179330218-reverse,179330218,reverse,18,1502872877,5586312293,unclassified,admissible,highway=unclassified cyclable by default,normal,,,,,,,asphalt,,,,,,,False
live,osm-way-179330508-forward,179330508,forward,10,1896780101,1896780084,residential,admissible,highway=residential cyclable by default,normal,,,,,,,,,,,,,,False
live,osm-way-179330508-reverse,179330508,reverse,10,1896780084,1896780101,residential,admissible,highway=residential cyclable by default,normal,,,,,,,,,,,,,,False
live,osm-way-181412676-forward,181412676,forward,397,1918410023,13094501825,path,prohibited,bicycle=no,normal,,,,no,,,,,,,,,,False
live,osm-way-181412676-reverse,181412676,reverse,397,13094501825,1918410023,path,prohibited,bicycle=no,normal,,,,no,,,,,,,,,,False
live,osm-way-181413040-forward,181413040,forward,17,1918417008,1918417013,residential,admissible,highway=residential cyclable by default,normal,,,,,,,,,,,,,,False
live,osm-way-181413040-reverse,181413040,reverse,17,1918417013,1918417008,residential,admissible,highway=residential cyclable by default,normal,,,,,,,,,,,,,,False
live,osm-way-181413041-forward,181413041,forward,4,1918417015,1918417023,residential,admissible,highway=residential cyclable by default,normal,,,,,,,,,,,,,,False
live,osm-way-181413041-reverse,181413041,reverse,4,1918417023,1918417015,residential,admissible,highway=residential cyclable by default,normal,,,,,,,,,,,,,,False
live,osm-way-181435153-forward,181435153,forward,50,2412632171,12076942585,path,admissible,bicycle=designated,normal,,,,designated,,,asphalt,excellent,,,,,,False
live,osm-way-181435153-reverse,181435153,reverse,50,12076942585,2412632171,path,admissible,bicycle=designated,normal,,,,designated,,,asphalt,excellent,,,,,,False
live,osm-way-181435157-forward,181435157,forward,3,1918594897,1918594909,track,review,highway=track carries no bicycle permission,normal,,,,,,,,,,,,,,False
live,osm-way-181435157-reverse,181435157,reverse,3,1918594909,1918594897,track,review,highway=track carries no bicycle permission,normal,,,,,,,,,,,,,,False
live,osm-way-181435166-forward,181435166,forward,3,1918594846,1918594871,track,review,highway=track carries no bicycle permission,normal,,,,,,,,,,,,,,False
live,osm-way-181435166-reverse,181435166,reverse,3,1918594871,1918594846,track,review,highway=track carries no bicycle permission,normal,,,,,,,,,,,,,,False
live,osm-way-181435170-forward,181435170,forward,3,1918594929,1918594947,track,review,highway=track carries no bicycle permission,normal,,,,,,,,,,,,,,False
live,osm-way-181435170-reverse,181435170,reverse,3,1918594947,1918594929,track,review,highway=track carries no bicycle permission,normal,,,,,,,,,,,,,,False
live,osm-way-181437601-forward,181437601,forward,14,61087502,61087496,primary,admissible,highway=primary cyclable by default,normal,,,,,,,asphalt,,,,,,,False
live,osm-way-181437601-reverse,181437601,reverse,14,61087496,61087502,primary,admissible,highway=primary cyclable by default,normal,,,,,,,asphalt,,,,,,,False
live,osm-way-181437607-forward,181437607,forward,13,1918609161,1918609155,unclassified,admissible,highway=unclassified cyclable by default,normal,,,,,,,asphalt,,,,,,,False
live,osm-way-181437607-reverse,181437607,reverse,13,1918609155,1918609161,unclassified,admissible,highway=unclassified cyclable by default,normal,,,,,,,asphalt,,,,,,,False
live,osm-way-181437613-forward,181437613,forward,2,1918609129,1918609125,unclassified,admissible,highway=unclassified cyclable by default,normal,,,,,,,asphalt,,,,,,,False
live,osm-way-181437613-reverse,181437613,reverse,2,1918609125,1918609129,unclassified,admissible,highway=unclassified cyclable by default,normal,,,,,,,asphalt,,,,,,,False
live,osm-way-181437616-forward,181437616,forward,25,1918609219,2412632179,unclassified,admissible,highway=unclassified cyclable by default,normal,,,,,,,,,,,,,,False
live,osm-way-181437616-reverse,181437616,reverse,25,2412632179,1918609219,unclassified,admissible,highway=unclassified cyclable by default,normal,,,,,,,,,,,,,,False
live,osm-way-181437622-forward,181437622,forward,6,61087497,1918609131,service,admissible,highway=service cyclable by default,normal,,,,,,,asphalt,,,,,,,False
live,osm-way-181437622-reverse,181437622,reverse,6,1918609131,61087497,service,admissible,highway=service cyclable by default,normal,,,,,,,asphalt,,,,,,,False
live,osm-way-181438140-forward,181438140,forward,2,1918614419,1918614420,unclassified,admissible,highway=unclassified cyclable by default,bridge,,,,,,,,,,yes,,,1,False
live,osm-way-181438140-reverse,181438140,reverse,2,1918614420,1918614419,unclassified,admissible,highway=unclassified cyclable by default,bridge,,,,,,,,,,yes,,,1,False
live,osm-way-181438141-forward,181438141,forward,2,1918609328,1918614444,unclassified,admissible,highway=unclassified cyclable by default,bridge,,,,,,,asphalt,,,yes,,,1,False
live,osm-way-181438141-reverse,181438141,reverse,2,1918614444,1918609328,unclassified,admissible,highway=unclassified cyclable by default,bridge,,,,,,,asphalt,,,yes,,,1,False
live,osm-way-181438142-forward,181438142,forward,5,3467410849,1918614379,unclassified,admissible,highway=unclassified cyclable by default,normal,,,,,,,asphalt,excellent,,,,,,False
live,osm-way-181438142-reverse,181438142,reverse,5,1918614379,3467410849,unclassified,admissible,highway=unclassified cyclable by default,normal,,,,,,,asphalt,excellent,,,,,,False
live,osm-way-181438143-forward,181438143,forward,3,1918614394,1918614422,unclassified,admissible,highway=unclassified cyclable by default,normal,,,,,,,,,,,,,,False
live,osm-way-181438143-reverse,181438143,reverse,3,1918614422,1918614394,unclassified,admissible,highway=unclassified cyclable by default,normal,,,,,,,,,,,,,,False
live,osm-way-181438144-forward,181438144,forward,3,1918614416,2916308902,unclassified,admissible,highway=unclassified cyclable by default,normal,,,,,,,asphalt,excellent,,,,,,False
live,osm-way-181438144-reverse,181438144,reverse,3,2916308902,1918614416,unclassified,admissible,highway=unclassified cyclable by default,normal,,,,,,,asphalt,excellent,,,,,,False
live,osm-way-181438145-forward,181438145,forward,37,1918614444,1791762202,unclassified,admissible,highway=unclassified cyclable by default,normal,,,,,,,,,,,,,,False
live,osm-way-181438145-reverse,181438145,reverse,37,1791762202,1918614444,unclassified,admissible,highway=unclassified cyclable by default,normal,,,,,,,,,,,,,,False
live,osm-way-181438146-forward,181438146,forward,220,1918614447,2413005009,track,review,highway=track carries no bicycle permission,normal,,,,,,,,,,,,,,False
live,osm-way-181438146-reverse,181438146,reverse,220,2413005009,1918614447,track,review,highway=track carries no bicycle permission,normal,,,,,,,,,,,,,,False
live,osm-way-181438147-forward,181438147,forward,5,1918614420,1918614427,unclassified,admissible,highway=unclassified cyclable by default,normal,,,,,,,asphalt,good,,,,,,False
live,osm-way-181438147-reverse,181438147,reverse,5,1918614427,1918614420,unclassified,admissible,highway=unclassified cyclable by default,normal,,,,,,,asphalt,good,,,,,,False
live,osm-way-181438148-forward,181438148,forward,8,1918614443,1918614379,track,prohibited,bicycle=private,normal,,,,private,no,,gravel,,grade2,,,,,False
live,osm-way-181438148-reverse,181438148,reverse,8,1918614379,1918614443,track,prohibited,bicycle=private,normal,,,,private,no,,gravel,,grade2,,,,,False
live,osm-way-181439167-forward,181439167,forward,6,1918623018,1918623013,residential,admissible,highway=residential cyclable by default,normal,,,,,,,,,,,,,,False
live,osm-way-181439167-reverse,181439167,reverse,6,1918623013,1918623018,residential,admissible,highway=residential cyclable by default,normal,,,,,,,,,,,,,,False
live,osm-way-181439168-forward,181439168,forward,12,1918623028,1918623049,residential,admissible,highway=residential cyclable by default,normal,,,,,,,,,,,,,,False
live,osm-way-181439168-reverse,181439168,reverse,12,1918623049,1918623028,residential,admissible,highway=residential cyclable by default,normal,,,,,,,,,,,,,,False
live,osm-way-181439169-forward,181439169,forward,3,1918623039,1918623048,residential,admissible,highway=residential cyclable by default,normal,,,,,,,,,,,,,,False
live,osm-way-181439169-reverse,181439169,reverse,3,1918623048,1918623039,residential,admissible,highway=residential cyclable by default,normal,,,,,,,,,,,,,,False
live,osm-way-181439170-forward,181439170,forward,4,1918622989,898870348,residential,admissible,highway=residential cyclable by default,normal,,,,,,,,,,,,,,False
live,osm-way-181439170-reverse,181439170,reverse,4,898870348,1918622989,residential,admissible,highway=residential cyclable by default,normal,,,,,,,,,,,,,,False
live,osm-way-181439171-forward,181439171,forward,4,1918622992,1918622995,residential,prohibited,access=private without bicycle override,normal,,,,,private,,,,,,,,,False
live,osm-way-181439171-reverse,181439171,reverse,4,1918622995,1918622992,residential,prohibited,access=private without bicycle override,normal,,,,,private,,,,,,,,,False
live,osm-way-181439172-forward,181439172,forward,2,1918623056,1918623055,service,admissible,highway=service cyclable by default,normal,,,,,,,,,,,,,,False
live,osm-way-181439172-reverse,181439172,reverse,2,1918623055,1918623056,service,admissible,highway=service cyclable by default,normal,,,,,,,,,,,,,,False
live,osm-way-181439173-forward,181439173,forward,6,1918623013,1918623010,service,admissible,highway=service cyclable by default,normal,,,,,,,,,,,,,,False
live,osm-way-181439173-reverse,181439173,reverse,6,1918623010,1918623013,service,admissible,highway=service cyclable by default,normal,,,,,,,,,,,,,,False
live,osm-way-181439174-forward,181439174,forward,21,13645463012,13645463012,service,admissible,highway=service cyclable by default,normal,,,,,customers,,asphalt,,,,,,,False
live,osm-way-181439174-reverse,181439174,reverse,21,13645463012,13645463012,service,admissible,highway=service cyclable by default,normal,,,,,customers,,asphalt,,,,,,,False
live,osm-way-181440348-forward,181440348,forward,7,1918634179,1918634182,residential,admissible,highway=residential cyclable by default,normal,,,,,,,,,,,,,,False
live,osm-way-181440348-reverse,181440348,reverse,7,1918634182,1918634179,residential,admissible,highway=residential cyclable by default,normal,,,,,,,,,,,,,,False
live,osm-way-181440349-forward,181440349,forward,6,1918634180,1918634174,residential,admissible,highway=residential cyclable by default,normal,,,,,,,,,,,,,,False
live,osm-way-181440349-reverse,181440349,reverse,6,1918634174,1918634180,residential,admissible,highway=residential cyclable by default,normal,,,,,,,,,,,,,,False
live,osm-way-181440350-forward,181440350,forward,19,3242029041,1918634148,residential,admissible,highway=residential cyclable by default,normal,,,,,,,,,,,,,,False
live,osm-way-181440350-reverse,181440350,reverse,19,1918634148,3242029041,residential,admissible,highway=residential cyclable by default,normal,,,,,,,,,,,,,,False
live,osm-way-181440351-forward,181440351,forward,7,1918634154,1918634165,residential,admissible,highway=residential cyclable by default,normal,,,,,,,,,,,,,,False
live,osm-way-181440351-reverse,181440351,reverse,7,1918634165,1918634154,residential,admissible,highway=residential cyclable by default,normal,,,,,,,,,,,,,,False
live,osm-way-181713404-forward,181713404,forward,7,10921506167,1921442486,residential,admissible,highway=residential cyclable by default,normal,,,,,,,,,,,,,,False
live,osm-way-181713404-reverse,181713404,reverse,7,1921442486,10921506167,residential,admissible,highway=residential cyclable by default,normal,,,,,,,,,,,,,,False
live,osm-way-181713405-forward,181713405,forward,5,2407541450,1921442509,service,admissible,highway=service cyclable by default,normal,,,,,,,,,,,,,,False
live,osm-way-181713405-reverse,181713405,reverse,5,1921442509,2407541450,service,admissible,highway=service cyclable by default,normal,,,,,,,,,,,,,,False
live,osm-way-181713406-forward,181713406,forward,4,1921442506,1921442503,service,admissible,highway=service cyclable by default,normal,,,,,,,,,,,,,,False
live,osm-way-181713406-reverse,181713406,reverse,4,1921442503,1921442506,service,admissible,highway=service cyclable by default,normal,,,,,,,,,,,,,,False
live,osm-way-181713407-forward,181713407,forward,4,1921442503,2407541456,residential,admissible,highway=residential cyclable by default,normal,,,,,,,,,,,,,,False
live,osm-way-181713407-reverse,181713407,reverse,4,2407541456,1921442503,residential,admissible,highway=residential cyclable by default,normal,,,,,,,,,,,,,,False
live,osm-way-181713408-forward,181713408,forward,4,1921442456,1921442462,residential,admissible,highway=residential cyclable by default,normal,,,,,,,,,,,,,,False
live,osm-way-181713408-reverse,181713408,reverse,4,1921442462,1921442456,residential,admissible,highway=residential cyclable by default,normal,,,,,,,,,,,,,,False
live,osm-way-181713409-forward,181713409,forward,5,10921506172,1921442466,residential,admissible,highway=residential cyclable by default,normal,,,,,,,,,,,,,,False
live,osm-way-181713409-reverse,181713409,reverse,5,1921442466,10921506172,residential,admissible,highway=residential cyclable by default,normal,,,,,,,,,,,,,,False
live,osm-way-181713410-forward,181713410,forward,8,9973543441,1921442485,residential,admissible,highway=residential cyclable by default,normal,,,,,,,,,,,,,,False
live,osm-way-181713410-reverse,181713410,reverse,8,1921442485,9973543441,residential,admissible,highway=residential cyclable by default,normal,,,,,,,,,,,,,,False
live,osm-way-181713411-forward,181713411,forward,5,1921442513,1921442509,service,admissible,highway=service cyclable by default,normal,yes,,,,,,,,,,,,,False
live,osm-way-181713412-forward,181713412,forward,10,3405680484,1921442488,residential,admissible,highway=residential cyclable by default,normal,,,,,,,asphalt,,,,,,,False
live,osm-way-181713412-reverse,181713412,reverse,10,1921442488,3405680484,residential,admissible,highway=residential cyclable by default,normal,,,,,,,asphalt,,,,,,,False
live,osm-way-181713413-forward,181713413,forward,8,1921442457,1921442469,residential,admissible,highway=residential cyclable by default,normal,,,,,,,,,,,,,,False
live,osm-way-181713413-reverse,181713413,reverse,8,1921442469,1921442457,residential,admissible,highway=residential cyclable by default,normal,,,,,,,,,,,,,,False
live,osm-way-181713414-forward,181713414,forward,5,1921442462,1921442469,residential,admissible,highway=residential cyclable by default,normal,,,,,,,,,,,,,,False
live,osm-way-181713414-reverse,181713414,reverse,5,1921442469,1921442462,residential,admissible,highway=residential cyclable by default,normal,,,,,,,,,,,,,,False
live,osm-way-181714594-forward,181714594,forward,17,3641466985,861458143,residential,admissible,highway=residential cyclable by default,normal,,,,,,,asphalt,,,,,,,False
live,osm-way-181714594-reverse,181714594,reverse,17,861458143,3641466985,residential,admissible,highway=residential cyclable by default,normal,,,,,,,asphalt,,,,,,,False
live,osm-way-181714595-forward,181714595,forward,11,1921466102,1342239079,residential,admissible,highway=residential cyclable by default,normal,,,,,,,,,,,,,,False
live,osm-way-181714595-reverse,181714595,reverse,11,1342239079,1921466102,residential,admissible,highway=residential cyclable by default,normal,,,,,,,,,,,,,,False
live,osm-way-182588810-forward,182588810,forward,100,1929441531,1977897401,path,review,highway=path carries no bicycle permission,normal,,,,,,,dirt,,,,,,,False
live,osm-way-182588810-reverse,182588810,reverse,100,1977897401,1929441531,path,review,highway=path carries no bicycle permission,normal,,,,,,,dirt,,,,,,,False
live,osm-way-182589006-forward,182589006,forward,17,1929441585,1929420038,path,review,highway=path carries no bicycle permission,normal,,,,,,,dirt,,,,,,,False
live,osm-way-182589006-reverse,182589006,reverse,17,1929420038,1929441585,path,review,highway=path carries no bicycle permission,normal,,,,,,,dirt,,,,,,,False
live,osm-way-182590655-forward,182590655,forward,47,1929458769,1344350475,path,review,highway=path carries no bicycle permission,normal,,,,,,,dirt,,,,,,,False
live,osm-way-182590655-reverse,182590655,reverse,47,1344350475,1929458769,path,review,highway=path carries no bicycle permission,normal,,,,,,,dirt,,,,,,,False
live,osm-way-182591446-forward,182591446,forward,45,1929416859,1929466549,track,review,highway=track carries no bicycle permission,normal,,,,,,,grass,,grade4,,,,,False
live,osm-way-182591446-reverse,182591446,reverse,45,1929466549,1929416859,track,review,highway=track carries no bicycle permission,normal,,,,,,,grass,,grade4,,,,,False
live,osm-way-184567301-forward,184567301,forward,5,1791762189,2447015715,secondary,admissible,highway=secondary cyclable by default,normal,,,,,,,asphalt,,,,,,,False
live,osm-way-184567301-reverse,184567301,reverse,5,2447015715,1791762189,secondary,admissible,highway=secondary cyclable by default,normal,,,,,,,asphalt,,,,,,,False
live,osm-way-184567316-forward,184567316,forward,502,327412685,1950639044,track,review,highway=track carries no bicycle permission,normal,,,,,,,,very_bad,grade2,,,,,False
live,osm-way-184567316-reverse,184567316,reverse,502,1950639044,327412685,track,review,highway=track carries no bicycle permission,normal,,,,,,,,very_bad,grade2,,,,,False
live,osm-way-184567319-forward,184567319,forward,130,4374156740,842046254,track,review,highway=track carries no bicycle permission,normal,,,,,,,ground,horrible,grade2,,,,,False
live,osm-way-184567319-reverse,184567319,reverse,130,842046254,4374156740,track,review,highway=track carries no bicycle permission,normal,,,,,,,ground,horrible,grade2,,,,,False
live,osm-way-184567324-forward,184567324,forward,33,2619654909,253630211,track,review,highway=track carries no bicycle permission,normal,,,,,,,,,,,,,,False
live,osm-way-184567324-reverse,184567324,reverse,33,253630211,2619654909,track,review,highway=track carries no bicycle permission,normal,,,,,,,,,,,,,,False
live,osm-way-184567325-forward,184567325,forward,100,1950639094,1950639432,track,review,highway=track carries no bicycle permission,normal,,,,,,,,,grade3,,,,,False
live,osm-way-184567325-reverse,184567325,reverse,100,1950639432,1950639094,track,review,highway=track carries no bicycle permission,normal,,,,,,,,,grade3,,,,,False
live,osm-way-184653572-forward,184653572,forward,2,1217599028,332198260,residential,prohibited,access=private without bicycle override,bridge,,,,,private,,,,,yes,,,1,False
live,osm-way-184653572-reverse,184653572,reverse,2,332198260,1217599028,residential,prohibited,access=private without bicycle override,bridge,,,,,private,,,,,yes,,,1,False
live,osm-way-184653576-forward,184653576,forward,38,332198260,1217599749,residential,prohibited,access=private without bicycle override,normal,,,,,private,,,,,,,,,False
live,osm-way-184653576-reverse,184653576,reverse,38,1217599749,332198260,residential,prohibited,access=private without bicycle override,normal,,,,,private,,,,,,,,,False
live,osm-way-185086807-forward,185086807,forward,16,1956620797,1956620787,service,prohibited,access=no without bicycle override,normal,,,,,no,,,,,,,,,False
live,osm-way-185086807-reverse,185086807,reverse,16,1956620787,1956620797,service,prohibited,access=no without bicycle override,normal,,,,,no,,,,,,,,,False
live,osm-way-185198326-forward,185198326,forward,17,993643810,2402930192,service,admissible,highway=service cyclable by default,normal,,,,,,,,,,,,,,False
live,osm-way-185198326-reverse,185198326,reverse,17,2402930192,993643810,service,admissible,highway=service cyclable by default,normal,,,,,,,,,,,,,,False
live,osm-way-186756709-forward,186756709,forward,410,6452482123,1974990402,path,admissible,bicycle=designated,normal,,,,designated,,,dirt,,,,,,,False
live,osm-way-186756709-reverse,186756709,reverse,410,1974990402,6452482123,path,admissible,bicycle=designated,normal,,,,designated,,,dirt,,,,,,,False
live,osm-way-186757550-forward,186757550,forward,339,1974999862,1976605010,path,review,highway=path carries no bicycle permission,normal,,,,,,,rock,,,,,,,False
live,osm-way-186757550-reverse,186757550,reverse,339,1976605010,1974999862,path,review,highway=path carries no bicycle permission,normal,,,,,,,rock,,,,,,,False
live,osm-way-186881362-forward,186881362,forward,87,1976318107,1976318185,track,review,highway=track carries no bicycle permission,normal,,,,,,,gravel,,grade3,,,,,False
live,osm-way-186881362-reverse,186881362,reverse,87,1976318185,1976318107,track,review,highway=track carries no bicycle permission,normal,,,,,,,gravel,,grade3,,,,,False
live,osm-way-186897379-forward,186897379,forward,139,1976544948,1976445437,unclassified,admissible,highway=unclassified cyclable by default,normal,,,,,,,,,,,,,,False
live,osm-way-186897379-reverse,186897379,reverse,139,1976445437,1976544948,unclassified,admissible,highway=unclassified cyclable by default,normal,,,,,,,,,,,,,,False
live,osm-way-186897657-forward,186897657,forward,3,1976450679,1976450680,tertiary,admissible,highway=tertiary cyclable by default,bridge,,,,,,,,,,yes,,,1,False
live,osm-way-186897657-reverse,186897657,reverse,3,1976450680,1976450679,tertiary,admissible,highway=tertiary cyclable by default,bridge,,,,,,,,,,yes,,,1,False
live,osm-way-186898322-forward,186898322,forward,36,1976463272,623567815,tertiary,admissible,highway=tertiary cyclable by default,normal,,,,,,,,,,,,,,False
live,osm-way-186898322-reverse,186898322,reverse,36,623567815,1976463272,tertiary,admissible,highway=tertiary cyclable by default,normal,,,,,,,,,,,,,,False
live,osm-way-186898494-forward,186898494,forward,16,1976463272,623567803,unclassified,admissible,highway=unclassified cyclable by default,normal,,,,,,,,,,,,,,False
live,osm-way-186898494-reverse,186898494,reverse,16,623567803,1976463272,unclassified,admissible,highway=unclassified cyclable by default,normal,,,,,,,,,,,,,,False
live,osm-way-186899327-forward,186899327,forward,23,1976463139,1976469569,residential,admissible,highway=residential cyclable by default,normal,,,,,,,,,,,,,,False
live,osm-way-186899327-reverse,186899327,reverse,23,1976469569,1976463139,residential,admissible,highway=residential cyclable by default,normal,,,,,,,,,,,,,,False
live,osm-way-186899413-forward,186899413,forward,8,1976470068,1976469563,residential,admissible,highway=residential cyclable by default,normal,,,,,,,,,,,,,,False
live,osm-way-186899413-reverse,186899413,reverse,8,1976469563,1976470068,residential,admissible,highway=residential cyclable by default,normal,,,,,,,,,,,,,,False
live,osm-way-186901643-forward,186901643,forward,6,1976485456,623567805,unclassified,admissible,highway=unclassified cyclable by default,normal,,,,,,,,,,,,,,False
live,osm-way-186901643-reverse,186901643,reverse,6,623567805,1976485456,unclassified,admissible,highway=unclassified cyclable by default,normal,,,,,,,,,,,,,,False
live,osm-way-186901644-forward,186901644,forward,16,1976485360,1976485447,residential,admissible,highway=residential cyclable by default,normal,,,,,,,,,,,,,,False
live,osm-way-186901644-reverse,186901644,reverse,16,1976485447,1976485360,residential,admissible,highway=residential cyclable by default,normal,,,,,,,,,,,,,,False
live,osm-way-186901645-forward,186901645,forward,16,1976485538,1976485493,residential,admissible,highway=residential cyclable by default,normal,,,,,,destination,asphalt,,,,,,,False
live,osm-way-186901645-reverse,186901645,reverse,16,1976485493,1976485538,residential,admissible,highway=residential cyclable by default,normal,,,,,,destination,asphalt,,,,,,,False
live,osm-way-186901646-forward,186901646,forward,22,1976485475,1976485538,residential,admissible,highway=residential cyclable by default,normal,,,,,,,asphalt,,,,,,,False
live,osm-way-186901646-reverse,186901646,reverse,22,1976485538,1976485475,residential,admissible,highway=residential cyclable by default,normal,,,,,,,asphalt,,,,,,,False
live,osm-way-186901647-forward,186901647,forward,8,1976485540,1976485571,residential,admissible,highway=residential cyclable by default,normal,,,,,,,,,,,,,,False
live,osm-way-186901647-reverse,186901647,reverse,8,1976485571,1976485540,residential,admissible,highway=residential cyclable by default,normal,,,,,,,,,,,,,,False
live,osm-way-186901648-forward,186901648,forward,20,1976485506,1976485475,residential,admissible,highway=residential cyclable by default,normal,,,,,,,,,,,,,,False
live,osm-way-186901648-reverse,186901648,reverse,20,1976485475,1976485506,residential,admissible,highway=residential cyclable by default,normal,,,,,,,,,,,,,,False
live,osm-way-186901649-forward,186901649,forward,15,1976485464,1976485525,track,review,highway=track carries no bicycle permission,normal,,,,,,,,,,,,,,False
live,osm-way-186901649-reverse,186901649,reverse,15,1976485525,1976485464,track,review,highway=track carries no bicycle permission,normal,,,,,,,,,,,,,,False
live,osm-way-186901651-forward,186901651,forward,18,1976485449,1976485453,track,review,highway=track carries no bicycle permission,normal,,,,,,,grass,,grade4,,,,,False
live,osm-way-186901651-reverse,186901651,reverse,18,1976485453,1976485449,track,review,highway=track carries no bicycle permission,normal,,,,,,,grass,,grade4,,,,,False
live,osm-way-186902776-forward,186902776,forward,23,623567783,623567926,residential,admissible,highway=residential cyclable by default,normal,,,,,,,,,,,,,,False
live,osm-way-186902776-reverse,186902776,reverse,23,623567926,623567783,residential,admissible,highway=residential cyclable by default,normal,,,,,,,,,,,,,,False
live,osm-way-186902777-forward,186902777,forward,10,1976505339,1976505189,residential,admissible,highway=residential cyclable by default,normal,,,,,,,,,,,,,,False
live,osm-way-186902777-reverse,186902777,reverse,10,1976505189,1976505339,residential,admissible,highway=residential cyclable by default,normal,,,,,,,,,,,,,,False
live,osm-way-186902778-forward,186902778,forward,23,1976505162,7103323438,residential,admissible,highway=residential cyclable by default,normal,,,,,,,,,,,,,,False
live,osm-way-186902778-reverse,186902778,reverse,23,7103323438,1976505162,residential,admissible,highway=residential cyclable by default,normal,,,,,,,,,,,,,,False
live,osm-way-186902779-forward,186902779,forward,15,1976505260,623567956,residential,admissible,highway=residential cyclable by default,normal,,,,,,,,,,,,,,False
live,osm-way-186902779-reverse,186902779,reverse,15,623567956,1976505260,residential,admissible,highway=residential cyclable by default,normal,,,,,,,,,,,,,,False
live,osm-way-186902781-forward,186902781,forward,63,1976505265,3645132909,residential,admissible,highway=residential cyclable by default,normal,,,,,,,,,,,,,,False
live,osm-way-186902781-reverse,186902781,reverse,63,3645132909,1976505265,residential,admissible,highway=residential cyclable by default,normal,,,,,,,,,,,,,,False
live,osm-way-186904995-forward,186904995,forward,24,1976505256,1976532186,path,review,highway=path carries no bicycle permission,normal,,,,,,,,,,,,,,False
live,osm-way-186904995-reverse,186904995,reverse,24,1976532186,1976505256,path,review,highway=path carries no bicycle permission,normal,,,,,,,,,,,,,,False
live,osm-way-186905003-forward,186905003,forward,7,1976532332,1976532264,path,review,highway=path carries no bicycle permission,normal,,,,,,,,,,,,,,False
live,osm-way-186905003-reverse,186905003,reverse,7,1976532264,1976532332,path,review,highway=path carries no bicycle permission,normal,,,,,,,,,,,,,,False
live,osm-way-186905004-forward,186905004,forward,19,1976559991,1976532182,path,review,highway=path carries no bicycle permission,normal,,,,,,,,,,,,,,False
live,osm-way-186905004-reverse,186905004,reverse,19,1976532182,1976559991,path,review,highway=path carries no bicycle permission,normal,,,,,,,,,,,,,,False
live,osm-way-186905005-forward,186905005,forward,15,1976532249,1976532118,path,review,highway=path carries no bicycle permission,normal,,,,,,,,,,,,,,False
live,osm-way-186905005-reverse,186905005,reverse,15,1976532118,1976532249,path,review,highway=path carries no bicycle permission,normal,,,,,,,,,,,,,,False
live,osm-way-186905006-forward,186905006,forward,19,623567926,1976532182,path,review,highway=path carries no bicycle permission,normal,,,,,,,,,,,,,,False
live,osm-way-186905006-reverse,186905006,reverse,19,1976532182,623567926,path,review,highway=path carries no bicycle permission,normal,,,,,,,,,,,,,,False
live,osm-way-186905598-forward,186905598,forward,62,1976505143,1976535497,path,review,highway=path carries no bicycle permission,normal,,,,,,,,,,,,,,False
live,osm-way-186905598-reverse,186905598,reverse,62,1976535497,1976505143,path,review,highway=path carries no bicycle permission,normal,,,,,,,,,,,,,,False
live,osm-way-186906254-forward,186906254,forward,7,1976544976,1976545002,residential,admissible,highway=residential cyclable by default,normal,,,,,,,,,,,,,,False
live,osm-way-186906254-reverse,186906254,reverse,7,1976545002,1976544976,residential,admissible,highway=residential cyclable by default,normal,,,,,,,,,,,,,,False
live,osm-way-186906255-forward,186906255,forward,15,1769456550,1769456574,residential,admissible,highway=residential cyclable by default,normal,,,,,,,,,,,,,,False
live,osm-way-186906255-reverse,186906255,reverse,15,1769456574,1769456550,residential,admissible,highway=residential cyclable by default,normal,,,,,,,,,,,,,,False
live,osm-way-186906256-forward,186906256,forward,22,1976505339,1976544916,path,review,highway=path carries no bicycle permission,normal,,,,,,,,,,,,,,False
live,osm-way-186906256-reverse,186906256,reverse,22,1976544916,1976505339,path,review,highway=path carries no bicycle permission,normal,,,,,,,,,,,,,,False
live,osm-way-186906942-forward,186906942,forward,66,1976552169,1976551948,path,review,highway=path carries no bicycle permission,normal,,,,,,,,,,,,,,False
live,osm-way-186906942-reverse,186906942,reverse,66,1976551948,1976552169,path,review,highway=path carries no bicycle permission,normal,,,,,,,,,,,,,,False
live,osm-way-186906943-forward,186906943,forward,62,1976552009,1976552169,path,review,highway=path carries no bicycle permission,normal,,,,,,,,,,,,,,False
live,osm-way-186906943-reverse,186906943,reverse,62,1976552169,1976552009,path,review,highway=path carries no bicycle permission,normal,,,,,,,,,,,,,,False
live,osm-way-186906946-forward,186906946,forward,53,6511042254,1976552056,path,review,highway=path carries no bicycle permission,normal,,,,,,,,,,,,,,False
live,osm-way-186906946-reverse,186906946,reverse,53,1976552056,6511042254,path,review,highway=path carries no bicycle permission,normal,,,,,,,,,,,,,,False
live,osm-way-186907705-forward,186907705,forward,24,1976559961,1976431541,residential,admissible,highway=residential cyclable by default,normal,,,,,,,asphalt,,,,,,,False
