label,attempt,outcome,method,url,status,redirected,final_url,content_type,response_bytes,response_sha256,elapsed_s
altimetry:ign_rge_alti_wld,1,ok,GET,https://data.geopf.fr/altimetrie/1.0/calcul/alti/rest/elevation.json?lon=6.0821290%7C6.0820412%7C6.0820211%7C6.0820095%7C6.0819613%7C6.0819485%7C6.0819349%7C6.0819044%7C6.0818904%7C6.0818675%7C6.0818418%7C6.0817713%7C6.0817008%7C6.0816714%7C6.0816552%7C6.0816357%7C6.0816123%7C6.0815900%7C6.081535...,200,False,https://data.geopf.fr/altimetrie/1.0/calcul/alti/rest/elevation.json?lon=6.0821290%7C6.0820412%7C6.0820211%7C6.0820095%7C6.0819613%7C6.0819485%7C6.0819349%7C6.0819044%7C6.0818904%7C6.0818675%7C6.0818418%7C6.0817713%7C6.0817008%7C6.0816714%7C6.0816552%7C6.0816357%7C6.0816123%7C6.0815900%7C6.081535...,application/json,1383,56bf5fa12ad5ef35d41530045d5a460ba9753f79f880e9ed8800884841813b8d,0.391
altimetry:ign_rge_alti_par_territoires,1,ok,GET,https://data.geopf.fr/altimetrie/1.0/calcul/alti/rest/elevation.json?lon=6.0821290%7C6.0820412%7C6.0820211%7C6.0820095%7C6.0819613%7C6.0819485%7C6.0819349%7C6.0819044%7C6.0818904%7C6.0818675%7C6.0818418%7C6.0817008%7C6.0816714%7C6.0816552%7C6.0816357%7C6.0816123%7C6.0815900%7C6.0815353%7C6.081520...,200,False,https://data.geopf.fr/altimetrie/1.0/calcul/alti/rest/elevation.json?lon=6.0821290%7C6.0820412%7C6.0820211%7C6.0820095%7C6.0819613%7C6.0819485%7C6.0819349%7C6.0819044%7C6.0818904%7C6.0818675%7C6.0818418%7C6.0817008%7C6.0816714%7C6.0816552%7C6.0816357%7C6.0816123%7C6.0815900%7C6.0815353%7C6.081520...,application/json,1313,ede9fcbbe3e1eb0e5283ef0d48556f8961ac55243fb1bd27cfb7c82606aec24f,0.453
altimetry:ign_rge_alti_par_territoires,1,ok,GET,https://data.geopf.fr/altimetrie/1.0/calcul/alti/rest/elevation.json?lon=6.0843045%7C6.0842905%7C6.0842765%7C6.0842624%7C6.0842484%7C6.0842344%7C6.0842204%7C6.0842063%7C6.0841923%7C6.0841783%7C6.0841667%7C6.0841551%7C6.0841411%7C6.0841271%7C6.0841139%7C6.0841007%7C6.0840790%7C6.0840574%7C6.084039...,200,False,https://data.geopf.fr/altimetrie/1.0/calcul/alti/rest/elevation.json?lon=6.0843045%7C6.0842905%7C6.0842765%7C6.0842624%7C6.0842484%7C6.0842344%7C6.0842204%7C6.0842063%7C6.0841923%7C6.0841783%7C6.0841667%7C6.0841551%7C6.0841411%7C6.0841271%7C6.0841139%7C6.0841007%7C6.0840790%7C6.0840574%7C6.084039...,application/json,1795,5d96b9970e973eb378b715516209803000dcd0260f0f479e633d51371e62916d,0.453
altimetry:ign_rge_alti_par_territoires,1,ok,GET,https://data.geopf.fr/altimetrie/1.0/calcul/alti/rest/elevation.json?lon=6.0817773%7C6.0817743%7C6.0817740%7C6.0817737%7C6.0817685%7C6.0817584%7C6.0817476%7C6.0817368%7C6.0817217%7C6.0817067%7C6.0816903%7C6.0816739%7C6.0816586%7C6.0816432%7C6.0816301%7C6.0816170%7C6.0816033%7C6.0815897%7C6.081571...,200,False,https://data.geopf.fr/altimetrie/1.0/calcul/alti/rest/elevation.json?lon=6.0817773%7C6.0817743%7C6.0817740%7C6.0817737%7C6.0817685%7C6.0817584%7C6.0817476%7C6.0817368%7C6.0817217%7C6.0817067%7C6.0816903%7C6.0816739%7C6.0816586%7C6.0816432%7C6.0816301%7C6.0816170%7C6.0816033%7C6.0815897%7C6.081571...,application/json,1793,9dca0984a8c684368b3fd6998368d9dccdfd0e93ea7dd074ab506fb7b80e6757,0.5
altimetry:ign_rge_alti_par_territoires,1,ok,GET,https://data.geopf.fr/altimetrie/1.0/calcul/alti/rest/elevation.json?lon=6.0803072%7C6.0802966%7C6.0802786%7C6.0802557%7C6.0802320%7C6.0802211%7C6.0802102%7C6.0802001%7C6.0801899%7C6.0801847%7C6.0801795%7C6.0801785%7C6.0801774%7C6.0801823%7C6.0801871%7C6.0801964%7C6.0802057%7C6.0802141%7C6.080222...,200,False,https://data.geopf.fr/altimetrie/1.0/calcul/alti/rest/elevation.json?lon=6.0803072%7C6.0802966%7C6.0802786%7C6.0802557%7C6.0802320%7C6.0802211%7C6.0802102%7C6.0802001%7C6.0801899%7C6.0801847%7C6.0801795%7C6.0801785%7C6.0801774%7C6.0801823%7C6.0801871%7C6.0801964%7C6.0802057%7C6.0802141%7C6.080222...,application/json,1797,cd34e31e85047c3d4154c3b2274dde92f81d91344cd68fcd87600c57449c1745,0.344
altimetry:ign_rge_alti_par_territoires,1,ok,GET,https://data.geopf.fr/altimetrie/1.0/calcul/alti/rest/elevation.json?lon=6.0787048%7C6.0787042%7C6.0787037%7C6.0787031%7C6.0787026%7C6.0787059%7C6.0787092%7C6.0787125%7C6.0787158%7C6.0787191%7C6.0787228%7C6.0787266%7C6.0787303%7C6.0787412%7C6.0787521%7C6.0787631%7C6.0787740%7C6.0787816%7C6.078781...,200,False,https://data.geopf.fr/altimetrie/1.0/calcul/alti/rest/elevation.json?lon=6.0787048%7C6.0787042%7C6.0787037%7C6.0787031%7C6.0787026%7C6.0787059%7C6.0787092%7C6.0787125%7C6.0787158%7C6.0787191%7C6.0787228%7C6.0787266%7C6.0787303%7C6.0787412%7C6.0787521%7C6.0787631%7C6.0787740%7C6.0787816%7C6.078781...,application/json,1792,8f5ebdd493ca309a08ddf1d37b6fdf0a3bffc3ed9c12853be64543d5073fb11a,0.375
altimetry:ign_rge_alti_par_territoires,1,ok,GET,https://data.geopf.fr/altimetrie/1.0/calcul/alti/rest/elevation.json?lon=6.0769756%7C6.0769853%7C6.0769950%7C6.0770057%7C6.0770165%7C6.0770273%7C6.0770380%7C6.0770489%7C6.0770598%7C6.0770708%7C6.0770817%7C6.0770926%7C6.0771019%7C6.0771112%7C6.0771172%7C6.0771232%7C6.0771291%7C6.0771351%7C6.077137...,200,False,https://data.geopf.fr/altimetrie/1.0/calcul/alti/rest/elevation.json?lon=6.0769756%7C6.0769853%7C6.0769950%7C6.0770057%7C6.0770165%7C6.0770273%7C6.0770380%7C6.0770489%7C6.0770598%7C6.0770708%7C6.0770817%7C6.0770926%7C6.0771019%7C6.0771112%7C6.0771172%7C6.0771232%7C6.0771291%7C6.0771351%7C6.077137...,application/json,1800,67e34814447d9844658b6bbfc2336b501ce832e81d74f5f9bdbe6fddc4507f0e,0.485
altimetry:ign_rge_alti_par_territoires,1,ok,GET,https://data.geopf.fr/altimetrie/1.0/calcul/alti/rest/elevation.json?lon=6.0754369%7C6.0754239%7C6.0754109%7C6.0753979%7C6.0753849%7C6.0753719%7C6.0753589%7C6.0753454%7C6.0753318%7C6.0753139%7C6.0752888%7C6.0752749%7C6.0752611%7C6.0752392%7C6.0752262%7C6.0752131%7C6.0752044%7C6.0752021%7C6.075199...,200,False,https://data.geopf.fr/altimetrie/1.0/calcul/alti/rest/elevation.json?lon=6.0754369%7C6.0754239%7C6.0754109%7C6.0753979%7C6.0753849%7C6.0753719%7C6.0753589%7C6.0753454%7C6.0753318%7C6.0753139%7C6.0752888%7C6.0752749%7C6.0752611%7C6.0752392%7C6.0752262%7C6.0752131%7C6.0752044%7C6.0752021%7C6.075199...,application/json,1801,c2adf824261d514b6c3ff755ffc0391d56012e4274a6d079e9e20434e63723b8,0.406
altimetry:ign_rge_alti_par_territoires,1,ok,GET,https://data.geopf.fr/altimetrie/1.0/calcul/alti/rest/elevation.json?lon=6.0744569%7C6.0744328%7C6.0744148%7C6.0743968%7C6.0743822%7C6.0743658%7C6.0743569%7C6.0743480%7C6.0743421%7C6.0743363%7C6.0743302%7C6.0743241%7C6.0743200%7C6.0743211%7C6.0743222%7C6.0743236%7C6.0743251%7C6.0743265%7C6.074327...,200,False,https://data.geopf.fr/altimetrie/1.0/calcul/alti/rest/elevation.json?lon=6.0744569%7C6.0744328%7C6.0744148%7C6.0743968%7C6.0743822%7C6.0743658%7C6.0743569%7C6.0743480%7C6.0743421%7C6.0743363%7C6.0743302%7C6.0743241%7C6.0743200%7C6.0743211%7C6.0743222%7C6.0743236%7C6.0743251%7C6.0743265%7C6.074327...,application/json,892,d957f45ff2cc18ede188e63edce25acbf781cf1891108a525d01a5783f337ef8,0.375
altimetry:ign_rge_alti_par_territoires,1,ok,GET,https://data.geopf.fr/altimetrie/1.0/calcul/alti/rest/elevation.json?lon=6.0843045%7C6.0842729%7C6.0842414%7C6.0842098%7C6.0841783%7C6.0841551%7C6.0841271%7C6.0841007%7C6.0840574%7C6.0840050%7C6.0839865%7C6.0839487%7C6.0838983%7C6.0838504%7C6.0838154%7C6.0837792%7C6.0837482%7C6.0837191%7C6.083695...,200,False,https://data.geopf.fr/altimetrie/1.0/calcul/alti/rest/elevation.json?lon=6.0843045%7C6.0842729%7C6.0842414%7C6.0842098%7C6.0841783%7C6.0841551%7C6.0841271%7C6.0841007%7C6.0840574%7C6.0840050%7C6.0839865%7C6.0839487%7C6.0838983%7C6.0838504%7C6.0838154%7C6.0837792%7C6.0837482%7C6.0837191%7C6.083695...,application/json,1793,2f29ed97a35864578a0ca198c84f87d66bf48f27468182b8ce3606b3ef1f829d,0.484
altimetry:ign_rge_alti_par_territoires,1,ok,GET,https://data.geopf.fr/altimetrie/1.0/calcul/alti/rest/elevation.json?lon=6.0806357%7C6.0806068%7C6.0805660%7C6.0805252%7C6.0804854%7C6.0804455%7C6.0804158%7C6.0803862%7C6.0803539%7C6.0803402%7C6.0803296%7C6.0803179%7C6.0802966%7C6.0802786%7C6.0802557%7C6.0802320%7C6.0802102%7C6.0801899%7C6.080179...,200,False,https://data.geopf.fr/altimetrie/1.0/calcul/alti/rest/elevation.json?lon=6.0806357%7C6.0806068%7C6.0805660%7C6.0805252%7C6.0804854%7C6.0804455%7C6.0804158%7C6.0803862%7C6.0803539%7C6.0803402%7C6.0803296%7C6.0803179%7C6.0802966%7C6.0802786%7C6.0802557%7C6.0802320%7C6.0802102%7C6.0801899%7C6.080179...,application/json,1801,b3540fd21c7517eb120ecbd82ae603feb98324fae2ced97a7cece911b5e76953,0.656
altimetry:ign_rge_alti_par_territoires,1,ok,GET,https://data.geopf.fr/altimetrie/1.0/calcul/alti/rest/elevation.json?lon=6.0777920%7C6.0778063%7C6.0778205%7C6.0778096%7C6.0778198%7C6.0778123%7C6.0777980%7C6.0777766%7C6.0777495%7C6.0777201%7C6.0776824%7C6.0776442%7C6.0776018%7C6.0775595%7C6.0775171%7C6.0774695%7C6.0774238%7C6.0773750%7C6.077317...,200,False,https://data.geopf.fr/altimetrie/1.0/calcul/alti/rest/elevation.json?lon=6.0777920%7C6.0778063%7C6.0778205%7C6.0778096%7C6.0778198%7C6.0778123%7C6.0777980%7C6.0777766%7C6.0777495%7C6.0777201%7C6.0776824%7C6.0776442%7C6.0776018%7C6.0775595%7C6.0775171%7C6.0774695%7C6.0774238%7C6.0773750%7C6.077317...,application/json,1798,9582c9682f8857c01e0ba348341ce9df84dd28cad7974bee36a1a63320d32b20,0.61
altimetry:ign_rge_alti_par_territoires,1,ok,GET,https://data.geopf.fr/altimetrie/1.0/calcul/alti/rest/elevation.json?lon=6.0748700%7C6.0748434%7C6.0747903%7C6.0747700%7C6.0747527%7C6.0747282%7C6.0747152%7C6.0746976%7C6.0746816%7C6.0746575%7C6.0746305%7C6.0746144%7C6.0745969%7C6.0745908%7C6.0745876%7C6.0745946%7C6.0746160%7C6.0746336%7C6.074651...,200,False,https://data.geopf.fr/altimetrie/1.0/calcul/alti/rest/elevation.json?lon=6.0748700%7C6.0748434%7C6.0747903%7C6.0747700%7C6.0747527%7C6.0747282%7C6.0747152%7C6.0746976%7C6.0746816%7C6.0746575%7C6.0746305%7C6.0746144%7C6.0745969%7C6.0745908%7C6.0745876%7C6.0745946%7C6.0746160%7C6.0746336%7C6.074651...,application/json,1044,2cef457d80b03d5278579ec3320c27d9748404b24242ca55ea74206ff76b3ab5,0.469
altimetry:ign_rge_alti_par_territoires,1,ok,GET,https://data.geopf.fr/altimetrie/1.0/calcul/alti/rest/elevation.json?lon=6.0843045%7C6.0842414%7C6.0841783%7C6.0841551%7C6.0841271%7C6.0841007%7C6.0840574%7C6.0840050%7C6.0839865%7C6.0839487%7C6.0838983%7C6.0838504%7C6.0838154%7C6.0837792%7C6.0837482%7C6.0837191%7C6.0836957%7C6.0836620%7C6.083637...,200,False,https://data.geopf.fr/altimetrie/1.0/calcul/alti/rest/elevation.json?lon=6.0843045%7C6.0842414%7C6.0841783%7C6.0841551%7C6.0841271%7C6.0841007%7C6.0840574%7C6.0840050%7C6.0839865%7C6.0839487%7C6.0838983%7C6.0838504%7C6.0838154%7C6.0837792%7C6.0837482%7C6.0837191%7C6.0836957%7C6.0836620%7C6.083637...,application/json,1794,838566a4ce795531e60fe9125e8e0dad9c559efd7c3c59950a34c0ba22d4e1dc,0.641
altimetry:ign_rge_alti_par_territoires,1,ok,GET,https://data.geopf.fr/altimetrie/1.0/calcul/alti/rest/elevation.json?lon=6.0802057%7C6.0802225%7C6.0802337%7C6.0802397%7C6.0802392%7C6.0802330%7C6.0802149%7C6.0802041%7C6.0801995%7C6.0801967%7C6.0802011%7C6.0802176%7C6.0802283%7C6.0802336%7C6.0802326%7C6.0802293%7C6.0802192%7C6.0802058%7C6.080187...,200,False,https://data.geopf.fr/altimetrie/1.0/calcul/alti/rest/elevation.json?lon=6.0802057%7C6.0802225%7C6.0802337%7C6.0802397%7C6.0802392%7C6.0802330%7C6.0802149%7C6.0802041%7C6.0801995%7C6.0801967%7C6.0802011%7C6.0802176%7C6.0802283%7C6.0802336%7C6.0802326%7C6.0802293%7C6.0802192%7C6.0802058%7C6.080187...,application/json,1795,054118245aa180115c70677cb72f6694ee6aaa44dd9ab9f9f1f35935028b5ceb,0.406
altimetry:ign_rge_alti_par_territoires,1,ok,GET,https://data.geopf.fr/altimetrie/1.0/calcul/alti/rest/elevation.json?lon=6.0770179%7C6.0769989%7C6.0769747%7C6.0769139%7C6.0768530%7C6.0767696%7C6.0767476%7C6.0767285%7C6.0767059%7C6.0766865%7C6.0766676%7C6.0766545%7C6.0766454%7C6.0766411%7C6.0766401%7C6.0766426%7C6.0766545%7C6.0766780%7C6.076739...,200,False,https://data.geopf.fr/altimetrie/1.0/calcul/alti/rest/elevation.json?lon=6.0770179%7C6.0769989%7C6.0769747%7C6.0769139%7C6.0768530%7C6.0767696%7C6.0767476%7C6.0767285%7C6.0767059%7C6.0766865%7C6.0766676%7C6.0766545%7C6.0766454%7C6.0766411%7C6.0766401%7C6.0766426%7C6.0766545%7C6.0766780%7C6.076739...,application/json,1802,86ff46efd8ff2a28ce1b6ff183d9907b4ca3e4cba290e70553cc06d5a5679cd0,0.593
altimetry:ign_rge_alti_par_territoires,1,ok,GET,https://data.geopf.fr/altimetrie/1.0/calcul/alti/rest/elevation.json?lon=6.0743200%7C6.0743222%7C6.0743272%7C6.0743322%7C6.0743480%7C6.0743548%7C6.0743616%7C6.0743533%7C6.0743450%7C6.0743321%7C6.0743285%7C6.0743398%7C6.0743438%7C6.0743479%7C6.0743519%7C6.0743734%7C6.0743950%7C6.0744214%7C6.074408...,200,False,https://data.geopf.fr/altimetrie/1.0/calcul/alti/rest/elevation.json?lon=6.0743200%7C6.0743222%7C6.0743272%7C6.0743322%7C6.0743480%7C6.0743548%7C6.0743616%7C6.0743533%7C6.0743450%7C6.0743321%7C6.0743285%7C6.0743398%7C6.0743438%7C6.0743479%7C6.0743519%7C6.0743734%7C6.0743950%7C6.0744214%7C6.074408...,application/json,221,bf86876f4de1161a94b4ca9ca601a67b5e27f58a8c1c04075ff4692909a86adb,0.39
altimetry:ign_rge_alti_wld,1,ok,GET,https://data.geopf.fr/altimetrie/1.0/calcul/alti/rest/elevation.json?lon=6.0843045%7C6.0842414%7C6.0841783%7C6.0841551%7C6.0841271%7C6.0841007%7C6.0840574%7C6.0840050%7C6.0839865%7C6.0839487%7C6.0838983%7C6.0838504%7C6.0838154%7C6.0837792%7C6.0837482%7C6.0837191%7C6.0836957%7C6.0836620%7C6.083637...,200,False,https://data.geopf.fr/altimetrie/1.0/calcul/alti/rest/elevation.json?lon=6.0843045%7C6.0842414%7C6.0841783%7C6.0841551%7C6.0841271%7C6.0841007%7C6.0840574%7C6.0840050%7C6.0839865%7C6.0839487%7C6.0838983%7C6.0838504%7C6.0838154%7C6.0837792%7C6.0837482%7C6.0837191%7C6.0836957%7C6.0836620%7C6.083637...,application/json,1790,5247d0877ac10c97d41a0928aa9c98b5beaa8dca917eeed7a47bdc28d3f72822,0.421
altimetry:ign_rge_alti_wld,1,ok,GET,https://data.geopf.fr/altimetrie/1.0/calcul/alti/rest/elevation.json?lon=6.0802057%7C6.0802225%7C6.0802337%7C6.0802397%7C6.0802392%7C6.0802330%7C6.0802149%7C6.0802041%7C6.0801995%7C6.0801967%7C6.0802011%7C6.0802176%7C6.0802283%7C6.0802336%7C6.0802326%7C6.0802293%7C6.0802192%7C6.0802058%7C6.080187...,200,False,https://data.geopf.fr/altimetrie/1.0/calcul/alti/rest/elevation.json?lon=6.0802057%7C6.0802225%7C6.0802337%7C6.0802397%7C6.0802392%7C6.0802330%7C6.0802149%7C6.0802041%7C6.0801995%7C6.0801967%7C6.0802011%7C6.0802176%7C6.0802283%7C6.0802336%7C6.0802326%7C6.0802293%7C6.0802192%7C6.0802058%7C6.080187...,application/json,1802,030ef15d59d4a0bcda407aab8cb0951fa5c26244b0e7cbf43d6e29384d944d83,0.343
altimetry:ign_rge_alti_wld,1,ok,GET,https://data.geopf.fr/altimetrie/1.0/calcul/alti/rest/elevation.json?lon=6.0770179%7C6.0769989%7C6.0769747%7C6.0769139%7C6.0768530%7C6.0767696%7C6.0767476%7C6.0767285%7C6.0767059%7C6.0766865%7C6.0766676%7C6.0766545%7C6.0766454%7C6.0766411%7C6.0766401%7C6.0766426%7C6.0766545%7C6.0766780%7C6.076739...,200,False,https://data.geopf.fr/altimetrie/1.0/calcul/alti/rest/elevation.json?lon=6.0770179%7C6.0769989%7C6.0769747%7C6.0769139%7C6.0768530%7C6.0767696%7C6.0767476%7C6.0767285%7C6.0767059%7C6.0766865%7C6.0766676%7C6.0766545%7C6.0766454%7C6.0766411%7C6.0766401%7C6.0766426%7C6.0766545%7C6.0766780%7C6.076739...,application/json,1794,8b10a1660b3f76f7b25bf5ac0cebb08b6ac21953068e7fbb96e1196da98f8a54,0.437
altimetry:ign_rge_alti_wld,1,ok,GET,https://data.geopf.fr/altimetrie/1.0/calcul/alti/rest/elevation.json?lon=6.0743200%7C6.0743222%7C6.0743272%7C6.0743322%7C6.0743480%7C6.0743548%7C6.0743616%7C6.0743533%7C6.0743450%7C6.0743321%7C6.0743285%7C6.0743398%7C6.0743438%7C6.0743479%7C6.0743519%7C6.0743734%7C6.0743950%7C6.0744214%7C6.074408...,200,False,https://data.geopf.fr/altimetrie/1.0/calcul/alti/rest/elevation.json?lon=6.0743200%7C6.0743222%7C6.0743272%7C6.0743322%7C6.0743480%7C6.0743548%7C6.0743616%7C6.0743533%7C6.0743450%7C6.0743321%7C6.0743285%7C6.0743398%7C6.0743438%7C6.0743479%7C6.0743519%7C6.0743734%7C6.0743950%7C6.0744214%7C6.074408...,application/json,220,c51de386f2c1f80df0e4372565e16e272b21d7f64376ed252677e0bc5ff025f7,0.406
altimetry:ign_rge_alti_par_territoires,1,ok,GET,https://data.geopf.fr/altimetrie/1.0/calcul/alti/rest/elevation.json?lon=6.0843045%7C6.0841783%7C6.0841551%7C6.0841271%7C6.0841007%7C6.0840574%7C6.0840050%7C6.0839865%7C6.0839487%7C6.0838983%7C6.0838504%7C6.0838154%7C6.0837792%7C6.0837482%7C6.0837191%7C6.0836957%7C6.0836620%7C6.0836372%7C6.083618...,200,False,https://data.geopf.fr/altimetrie/1.0/calcul/alti/rest/elevation.json?lon=6.0843045%7C6.0841783%7C6.0841551%7C6.0841271%7C6.0841007%7C6.0840574%7C6.0840050%7C6.0839865%7C6.0839487%7C6.0838983%7C6.0838504%7C6.0838154%7C6.0837792%7C6.0837482%7C6.0837191%7C6.0836957%7C6.0836620%7C6.0836372%7C6.083618...,application/json,1795,8e5e16c0e3cad08b278478c4640767e1bf0cff9c16d1519269b3ad29f4943839,0.485
altimetry:ign_rge_alti_par_territoires,1,ok,GET,https://data.geopf.fr/altimetrie/1.0/calcul/alti/rest/elevation.json?lon=6.0802397%7C6.0802392%7C6.0802330%7C6.0802149%7C6.0802041%7C6.0801995%7C6.0801967%7C6.0802011%7C6.0802176%7C6.0802283%7C6.0802336%7C6.0802326%7C6.0802293%7C6.0802192%7C6.0802058%7C6.0801872%7C6.0801637%7C6.0801421%7C6.080124...,200,False,https://data.geopf.fr/altimetrie/1.0/calcul/alti/rest/elevation.json?lon=6.0802397%7C6.0802392%7C6.0802330%7C6.0802149%7C6.0802041%7C6.0801995%7C6.0801967%7C6.0802011%7C6.0802176%7C6.0802283%7C6.0802336%7C6.0802326%7C6.0802293%7C6.0802192%7C6.0802058%7C6.0801872%7C6.0801637%7C6.0801421%7C6.080124...,application/json,1795,6deeb355fb3876b9148fe48e93291528b370ee42b67dcb6fb46e6bface82e968,0.469
altimetry:ign_rge_alti_par_territoires,1,ok,GET,https://data.geopf.fr/altimetrie/1.0/calcul/alti/rest/elevation.json?lon=6.0767059%7C6.0766865%7C6.0766676%7C6.0766545%7C6.0766454%7C6.0766411%7C6.0766401%7C6.0766426%7C6.0766545%7C6.0766780%7C6.0767395%7C6.0767612%7C6.0767628%7C6.0767591%7C6.0767474%7C6.0767291%7C6.0767064%7C6.0766809%7C6.076648...,200,False,https://data.geopf.fr/altimetrie/1.0/calcul/alti/rest/elevation.json?lon=6.0767059%7C6.0766865%7C6.0766676%7C6.0766545%7C6.0766454%7C6.0766411%7C6.0766401%7C6.0766426%7C6.0766545%7C6.0766780%7C6.0767395%7C6.0767612%7C6.0767628%7C6.0767591%7C6.0767474%7C6.0767291%7C6.0767064%7C6.0766809%7C6.076648...,application/json,1803,448f2317d797e7f1499413f7e046149b71a569e308833ba129ec157ccb6fa091,0.766
altimetry:ign_rge_alti_par_territoires,1,ok,GET,https://data.geopf.fr/altimetrie/1.0/calcul/alti/rest/elevation.json?lon=6.0742976&lat=45.0987459&resource=ign_rge_alti_par_territoires&delimiter=%7C&measures=false&zonly=true,200,False,https://data.geopf.fr/altimetrie/1.0/calcul/alti/rest/elevation.json?lon=6.0742976&lat=45.0987459&resource=ign_rge_alti_par_territoires&delimiter=%7C&measures=false&zonly=true,application/json,25,6657dad64b65e917bde59ed2d73110082fd4f5e31409ff51daf741f079275298,0.328
