rank,distance_m,elapsed_time_s,moving_time_s,start_elevation_m,end_elevation_m,net_dz_m,ascent_crossed_m,descent_m,mean_speed_km_h,max_speed_km_h,max_free_speed_km_h,min_speed_before_stop_km_h,braking_constrained,braking_energy_j,braking_distance_m,active_constraints,braking_substeps,restart_count,distance_to_5kmh_m,distance_to_1kmh_m,distance_to_030ms_m,surface_mix,surface_assumed_share,termination,stop_reason,start_lat,start_lon,end_lat,end_lon,start_offset_m,roads,edges_used,osm_way_ids,start_osm_url,edge_ids,scenario
8,3511.9,376.3,376.3,1589.3,1350.1,-239.1,4.0,243.2,33.6,55.12,55.12,10.53,True,51243.3,298.5,20,860,0,,,,asphalt_degraded=5%;asphalt_good=95%,0.052,network_end,route_end,45.05581,6.077537,45.050066,6.086694,0.0,service > D 211e > Rue Sainte Marie > Rue du Pissaille > D 211G > Rue du Tepas > Rue Clos des Bettoux,21,1018237136;560199123;1354478669;935439941;187059537;186901645;186901646;760412724;186901644;186901648,https://www.openstreetmap.org/way/1018237136,osm-1018237136-0-reverse;osm-560199123-2-forward;osm-1354478669-0-forward;osm-935439941-0-forward;osm-187059537-0-forward;osm-187059537-1-forward;osm-187059537-2-forward;osm-186901645-1-reverse;osm-186901645-0-reverse;osm-186901646-3-reverse;osm-186901646-2-reverse;osm-186901646-1-reverse;osm-186901646-0-reverse;osm-760412724-0-forward;osm-186901644-0-forward;osm-186901644-1-forward;osm-186901644-2-forward;osm-186901644-3-forward;osm-186901644-4-forward;osm-186901648-1-reverse;osm-186901648-0-reverse,reference_vtc
9,3301.3,361.5,361.5,1086.5,831.3,-255.2,23.2,278.3,32.88,55.54,55.54,0.28,True,50505.5,370.1,24,1179,0,3300.7,3301.3,3301.3,asphalt_degraded=13%;asphalt_good=87%,0.131,definitive_stop,definitive_stop,45.120671,6.044061,45.128112,6.047551,0.0,Route des Blaches > Rue des Guides > unclassified > Route de Sardonne > D 44B > D 44 > Route du Boulangeard,7,72576394;119453385;892421812;39182590;222916418;584403068;181714594,https://www.openstreetmap.org/way/72576394,osm-72576394-0-reverse;osm-119453385-1-forward;osm-892421812-0-reverse;osm-39182590-0-reverse;osm-222916418-0-reverse;osm-584403068-0-reverse;osm-181714594-0-forward,reference_vtc
10,3301.3,361.5,361.5,1086.5,809.5,-276.9,30.7,307.6,32.88,55.54,55.54,0.28,True,50505.5,370.1,24,1179,0,3300.7,3301.3,3301.3,asphalt_degraded=13%;asphalt_good=87%,0.126,definitive_stop,definitive_stop,45.120671,6.044061,45.124813,6.04,0.0,Route des Blaches > Rue des Guides > unclassified > Route de Sardonne > D 44B > D 44,7,72576394;119453385;892421812;39182590;222916418;584403068;39063955,https://www.openstreetmap.org/way/72576394,osm-72576394-0-reverse;osm-119453385-1-forward;osm-892421812-0-reverse;osm-39182590-0-reverse;osm-222916418-0-reverse;osm-584403068-0-reverse;osm-39063955-0-reverse,reference_vtc
11,3296.9,361.8,361.8,1086.5,831.3,-255.2,23.5,278.7,32.81,55.54,55.54,0.28,True,47295.8,306.1,21,980,0,3296.4,3296.9,3296.9,asphalt_degraded=13%;asphalt_good=87%,0.13,definitive_stop,definitive_stop,45.120671,6.044061,45.128112,6.047551,0.0,unclassified > Route de Sardonne > D 44B > D 44 > Route du Boulangeard,7,982211859;892421812;39182590;222916418;584403068;181714594,https://www.openstreetmap.org/way/982211859,osm-982211859-0-reverse;osm-892421812-1-reverse;osm-892421812-0-reverse;osm-39182590-0-reverse;osm-222916418-0-reverse;osm-584403068-0-reverse;osm-181714594-0-forward,reference_vtc
12,3296.9,361.8,361.8,1086.5,809.5,-276.9,31.0,307.9,32.81,55.54,55.54,0.28,True,47295.8,306.1,21,980,0,3296.4,3296.9,3296.9,asphalt_degraded=12%;asphalt_good=88%,0.125,definitive_stop,definitive_stop,45.120671,6.044061,45.124813,6.04,0.0,unclassified > Route de Sardonne > D 44B > D 44,7,982211859;892421812;39182590;222916418;584403068;39063955,https://www.openstreetmap.org/way/982211859,osm-982211859-0-reverse;osm-892421812-1-reverse;osm-892421812-0-reverse;osm-39182590-0-reverse;osm-222916418-0-reverse;osm-584403068-0-reverse;osm-39063955-0-reverse,reference_vtc
13,3095.2,319.5,319.5,1071.2,831.3,-239.9,23.2,263.1,34.88,55.54,55.54,0.28,True,38248.7,320.9,21,939,0,3094.7,3095.2,3095.2,asphalt_degraded=8%;asphalt_good=92%,0.082,definitive_stop,definitive_stop,45.11954,6.0438,45.128112,6.047551,0.0,Rue des Guides > residential > Route de Sardonne > D 44B > D 44 > Route du Boulangeard,9,119453385;892421802;181714595;39182590;222916418;584403068;181714594,https://www.openstreetmap.org/way/119453385,osm-119453385-0-reverse;osm-892421802-1-reverse;osm-892421802-0-reverse;osm-181714595-1-reverse;osm-181714595-0-reverse;osm-39182590-0-reverse;osm-222916418-0-reverse;osm-584403068-0-reverse;osm-181714594-0-forward,reference_vtc
14,3095.2,319.5,319.5,1071.2,809.5,-261.7,30.7,292.3,34.88,55.54,55.54,0.28,True,38248.7,320.9,21,939,0,3094.7,3095.2,3095.2,asphalt_degraded=8%;asphalt_good=92%,0.078,definitive_stop,definitive_stop,45.11954,6.0438,45.124813,6.04,0.0,Rue des Guides > residential > Route de Sardonne > D 44B > D 44,9,119453385;892421802;181714595;39182590;222916418;584403068;39063955,https://www.openstreetmap.org/way/119453385,osm-119453385-0-reverse;osm-892421802-1-reverse;osm-892421802-0-reverse;osm-181714595-1-reverse;osm-181714595-0-reverse;osm-39182590-0-reverse;osm-222916418-0-reverse;osm-584403068-0-reverse;osm-39063955-0-reverse,reference_vtc
15,2978.1,311.4,311.4,1566.9,995.2,-571.7,27.0,598.7,34.43,48.19,48.19,0.08,True,45579.0,475.0,24,1177,0,2977.5,2978.1,2978.1,asphalt_degraded=0%;asphalt_good=100%,0.002,definitive_stop,definitive_stop,45.093742,6.035384,45.119649,6.040857,0.0,Route des Alpages > Route des Pistes > D 44B,10,117643323;222916422;457903746;222916418,https://www.openstreetmap.org/way/117643323,osm-117643323-6-reverse;osm-117643323-5-reverse;osm-117643323-4-reverse;osm-117643323-3-reverse;osm-117643323-2-reverse;osm-117643323-1-reverse;osm-117643323-0-reverse;osm-222916422-0-reverse;osm-457903746-0-reverse;osm-222916418-1-reverse,reference_vtc
16,2840.4,357.0,357.0,983.8,716.8,-266.9,1.5,268.4,28.64,58.28,58.3,0.01,True,83030.6,533.7,30,1319,0,2816.9,2839.6,2839.4,asphalt_degraded=20%;asphalt_good=80%,0.202,definitive_stop,definitive_stop,45.067344,6.044125,45.069555,6.036728,0.0,D 211 > unclassified,11,1408117697;1093032931;1408117701;1408117702;1408117698;1462422581;1408117700;1408117699;234164228,https://www.openstreetmap.org/way/1408117697,osm-1408117697-0-forward;osm-1093032931-0-forward;osm-1408117701-0-forward;osm-1408117702-0-forward;osm-1408117698-0-forward;osm-1462422581-0-forward;osm-1408117700-0-forward;osm-1408117699-2-reverse;osm-1408117699-1-reverse;osm-1408117699-0-reverse;osm-234164228-1-reverse,reference_vtc
17,2778.0,357.7,357.7,1555.3,1369.2,-186.1,19.6,205.8,27.96,49.33,49.33,0.08,True,56677.2,355.7,21,947,0,2776.8,2778.0,2778.0,asphalt_degraded=20%;asphalt_good=80%,0.198,definitive_stop,definitive_stop,45.09611,6.163504,45.072947,6.156701,0.0,unclassified > Route de Savoie > D 25A,9,132974155;224234410;211119027;232744086;219661707;224234409,https://www.openstreetmap.org/way/132974155,osm-132974155-0-reverse;osm-224234410-0-forward;osm-211119027-0-forward;osm-232744086-0-forward;osm-232744086-1-forward;osm-232744086-2-forward;osm-232744086-3-forward;osm-219661707-0-forward;osm-224234409-0-forward,reference_vtc
18,2700.8,272.5,272.5,1216.6,968.4,-248.2,12.4,260.6,35.69,63.63,63.66,4.3,True,85364.5,479.9,32,1044,0,1856.9,,,asphalt_good=100%,0.0,no_admissible_continuation,route_end,45.157599,6.073429,45.149578,6.054621,0.0,D 43a,19,1082733498;1082749713;1082749716;1082749715;1082749714;1082749720;1082749721;236754704,https://www.openstreetmap.org/way/1082733498,osm-1082733498-2-forward;osm-1082749713-0-forward;osm-1082749713-1-forward;osm-1082749713-2-forward;osm-1082749713-3-forward;osm-1082749716-0-forward;osm-1082749715-0-forward;osm-1082749715-1-forward;osm-1082749715-2-forward;osm-1082749715-3-forward;osm-1082749715-4-forward;osm-1082749714-0-forward;osm-1082749720-1-reverse;osm-1082749720-0-reverse;osm-1082749721-0-forward;osm-236754704-0-forward;osm-236754704-1-forward;osm-236754704-2-forward;osm-236754704-3-forward,reference_vtc
19,2657.9,282.4,282.4,1195.2,982.0,-213.2,6.6,219.7,33.88,68.89,69.14,14.35,True,69777.9,444.5,25,1126,0,,,,asphalt_degraded=4%;asphalt_good=96%,0.041,network_end,route_end,45.055265,6.054072,45.063994,6.04644,0.0,Chemin Louis Frederic Vieux > Route de Maronne > Place de la Fontaine > Route de Maronne > D 211a > unclassified > Chemin de la Benne > Chemin de la Tour,16,483124975;232729093;1093032921;1093032922;1093032929;1093032928;1148550235;1148550234;232650298;1408117704;232649616;718884233,https://www.openstreetmap.org/way/483124975,osm-483124975-0-reverse;osm-232729093-2-forward;osm-1093032921-0-forward;osm-1093032922-0-forward;osm-1093032929-1-forward;osm-1093032929-2-forward;osm-1093032928-0-forward;osm-1093032928-1-forward;osm-1148550235-0-forward;osm-1148550235-1-forward;osm-1148550235-2-forward;osm-1148550234-0-forward;osm-232650298-0-reverse;osm-1408117704-0-reverse;osm-232649616-0-reverse;osm-718884233-0-reverse,reference_vtc
20,2642.0,271.1,271.1,1195.2,980.0,-215.2,8.0,223.2,35.08,68.89,69.14,14.35,True,70739.6,492.5,28,1168,0,,,,asphalt_good=100%,0.0,network_end,route_end,45.055265,6.054072,45.069866,6.053394,0.0,Chemin Louis Frederic Vieux > Route de Maronne > Place de la Fontaine > Route de Maronne > D 211a,13,483124975;232729093;1093032921;1093032922;1093032929;1093032928;1148550235;1148550234;187058987,https://www.openstreetmap.org/way/483124975,osm-483124975-0-reverse;osm-232729093-2-forward;osm-1093032921-0-forward;osm-1093032922-0-forward;osm-1093032929-1-forward;osm-1093032929-2-forward;osm-1093032928-0-forward;osm-1093032928-1-forward;osm-1148550235-0-forward;osm-1148550235-1-forward;osm-1148550235-2-forward;osm-1148550234-0-forward;osm-187058987-0-forward,reference_vtc
