trip_definition,rank,distance_m,edges_used,distinct_edges,repeated_traversals,net_dz_m,elapsed_time_s,max_speed_km_h,restart_count,stop_reason,termination,edge_ids
cycles_allowed,1,6453.3,75,72,3,-443.3,836.1,68.29,0,route_end,network_end,osm-905950459-0-forward;osm-905950459-1-forward;osm-905944758-0-forward;osm-1082699911-0-forward;osm-905944753-0-forward;osm-905944752-0-forward;osm-234171512-0-forward;osm-264130584-0-forward;osm-264130584-1-forward;osm-1082699912-0-forward;osm-234171512-0-forward;osm-40188688-0-forward;osm-222918435-0-forward;osm-1306494913-0-forward;osm-1306494907-0-forward;osm-264100535-0-forward;osm-264100535-1-forward;osm-264100535-2-forward;osm-264100535-3-forward;osm-264100535-4-forward;osm-264100535-5-forward;osm-264100535-6-forward;osm-264100533-0-forward;osm-1040486385-0-forward;osm-264100597-0-forward;osm-264100598-0-forward;osm-28452049-0-forward;osm-1040486383-0-forward;osm-1040486383-1-forward;osm-1040486384-0-forward;osm-1040486385-0-forward;osm-1040486390-0-forward;osm-28476170-1-reverse;osm-91229843-6-reverse;osm-1054770671-0-forward;osm-1054770671-1-forward;osm-28476168-2-forward;osm-28476168-3-forward;osm-28476168-4-forward;osm-119740916-0-forward;osm-119740916-1-forward;osm-28429105-0-forward;osm-264100601-0-forward;osm-264100602-0-forward;osm-28429105-0-forward;osm-1054770672-0-forward;osm-28429107-0-forward;osm-28429107-1-forward;osm-28429107-2-forward;osm-28429107-3-forward;osm-28429107-4-forward;osm-28429107-5-forward;osm-1112039601-0-forward;osm-119437608-0-forward;osm-724628366-0-forward;osm-264130580-0-forward;osm-93964270-0-forward;osm-105506488-2-reverse;osm-105506488-1-reverse;osm-93964252-1-reverse;osm-93964252-0-reverse;osm-1054770663-0-forward;osm-1054770667-0-forward;osm-264100532-0-forward;osm-105500354-0-forward;osm-1010059118-0-forward;osm-105500342-0-reverse;osm-724634109-5-forward;osm-1462422580-0-forward;osm-1462422580-1-forward;osm-1462422580-2-forward;osm-264100584-0-forward;osm-264100584-1-forward;osm-264100584-2-forward;osm-28437435-0-forward
cycles_allowed,2,6415.6,71,68,3,-443.3,811.6,56.88,0,route_end,network_end,osm-905950459-0-forward;osm-905950459-1-forward;osm-905944758-0-forward;osm-1082699911-0-forward;osm-905944753-0-forward;osm-905944752-0-forward;osm-234171512-0-forward;osm-264130584-0-forward;osm-264130584-1-forward;osm-1082699912-0-forward;osm-234171512-0-forward;osm-40188688-0-forward;osm-222918435-0-forward;osm-1306494913-0-forward;osm-1306494907-0-forward;osm-264100535-0-forward;osm-264100535-1-forward;osm-264100535-2-forward;osm-264100535-3-forward;osm-264100535-4-forward;osm-264100535-5-forward;osm-264100535-6-forward;osm-264100533-0-forward;osm-1040486385-0-forward;osm-264100597-0-forward;osm-264100598-0-forward;osm-28452049-0-forward;osm-1040486383-0-forward;osm-1040486383-1-forward;osm-1040486384-0-forward;osm-1040486385-0-forward;osm-1040486390-0-forward;osm-28476170-1-reverse;osm-91229843-6-reverse;osm-1054770671-0-forward;osm-1054770671-1-forward;osm-28476168-2-forward;osm-28476168-3-forward;osm-28476168-4-forward;osm-119740916-0-forward;osm-119740916-1-forward;osm-28429105-0-forward;osm-264100601-0-forward;osm-264100602-0-forward;osm-28429105-0-forward;osm-1054770672-0-forward;osm-28429107-0-forward;osm-28429107-1-forward;osm-28429107-2-forward;osm-28429107-3-forward;osm-28429107-4-forward;osm-28429107-5-forward;osm-1112039601-0-forward;osm-119437608-0-forward;osm-724628366-0-forward;osm-264130580-0-forward;osm-264130580-1-forward;osm-264130580-2-forward;osm-724634109-0-forward;osm-724634109-1-forward;osm-724634109-2-forward;osm-724634109-3-forward;osm-724634109-4-forward;osm-724634109-5-forward;osm-1462422580-0-forward;osm-1462422580-1-forward;osm-1462422580-2-forward;osm-264100584-0-forward;osm-264100584-1-forward;osm-264100584-2-forward;osm-28437435-0-forward
cycles_allowed,3,6336.7,74,71,3,-443.3,813.2,68.29,0,route_end,network_end,osm-905950459-0-forward;osm-905950459-1-forward;osm-905944758-0-forward;osm-1082699911-0-forward;osm-905944753-0-forward;osm-905944752-0-forward;osm-234171512-0-forward;osm-264130584-0-forward;osm-264130584-1-forward;osm-1082699912-0-forward;osm-234171512-0-forward;osm-40188688-0-forward;osm-222918435-0-forward;osm-1306494913-0-forward;osm-1306494907-0-forward;osm-264100535-0-forward;osm-264100535-1-forward;osm-264100535-2-forward;osm-264100535-3-forward;osm-264100535-4-forward;osm-264100535-5-forward;osm-264100535-6-forward;osm-264100533-0-forward;osm-1040486385-0-forward;osm-264100597-0-forward;osm-264100598-0-forward;osm-28452049-0-forward;osm-1040486383-0-forward;osm-1040486383-1-forward;osm-1040486384-0-forward;osm-1040486385-0-forward;osm-1040486390-0-forward;osm-28476170-1-reverse;osm-91229843-6-reverse;osm-1054770671-0-forward;osm-1054770671-1-forward;osm-28476168-2-forward;osm-28476168-3-forward;osm-28476168-4-forward;osm-119740916-0-forward;osm-119740916-1-forward;osm-28429105-0-forward;osm-264100601-0-forward;osm-264100602-0-forward;osm-28429105-0-forward;osm-1054770672-0-forward;osm-28429107-0-forward;osm-28429107-1-forward;osm-28429107-2-forward;osm-28429107-3-forward;osm-28429107-4-forward;osm-28429107-5-forward;osm-1112039601-0-forward;osm-119437608-0-forward;osm-47637754-0-forward;osm-264100596-0-forward;osm-105500336-3-reverse;osm-105506488-0-forward;osm-93964252-1-reverse;osm-93964252-0-reverse;osm-1054770663-0-forward;osm-1054770667-0-forward;osm-264100532-0-forward;osm-105500354-0-forward;osm-1010059118-0-forward;osm-105500342-0-reverse;osm-724634109-5-forward;osm-1462422580-0-forward;osm-1462422580-1-forward;osm-1462422580-2-forward;osm-264100584-0-forward;osm-264100584-1-forward;osm-264100584-2-forward;osm-28437435-0-forward
cycles_allowed,4,6321.2,73,70,3,-443.3,809.7,68.29,0,route_end,network_end,osm-905950459-0-forward;osm-905950459-1-forward;osm-905944758-0-forward;osm-1082699911-0-forward;osm-905944753-0-forward;osm-905944752-0-forward;osm-234171512-0-forward;osm-264130584-0-forward;osm-264130584-1-forward;osm-1082699912-0-forward;osm-234171512-0-forward;osm-40188688-0-forward;osm-222918435-0-forward;osm-1306494913-0-forward;osm-1306494907-0-forward;osm-264100535-0-forward;osm-264100535-1-forward;osm-264100535-2-forward;osm-264100535-3-forward;osm-264100535-4-forward;osm-264100535-5-forward;osm-264100535-6-forward;osm-264100533-0-forward;osm-1040486385-0-forward;osm-264100597-0-forward;osm-264100598-0-forward;osm-28452049-0-forward;osm-1040486383-0-forward;osm-1040486383-1-forward;osm-1040486384-0-forward;osm-1040486385-0-forward;osm-1040486390-0-forward;osm-28476170-1-reverse;osm-91229843-6-reverse;osm-1054770671-0-forward;osm-1054770671-1-forward;osm-28476168-2-forward;osm-28476168-3-forward;osm-28476168-4-forward;osm-119740916-0-forward;osm-119740916-1-forward;osm-28429105-0-forward;osm-264100601-0-forward;osm-264100602-0-forward;osm-28429105-0-forward;osm-1054770672-0-forward;osm-28429107-0-forward;osm-28429107-1-forward;osm-28429107-2-forward;osm-28429107-3-forward;osm-28429107-4-forward;osm-28429107-5-forward;osm-1112039601-0-forward;osm-119437608-0-forward;osm-47637754-0-forward;osm-264100596-0-forward;osm-105500336-3-reverse;osm-105500336-2-reverse;osm-93964252-0-reverse;osm-1054770663-0-forward;osm-1054770667-0-forward;osm-264100532-0-forward;osm-105500354-0-forward;osm-1010059118-0-forward;osm-105500342-0-reverse;osm-724634109-5-forward;osm-1462422580-0-forward;osm-1462422580-1-forward;osm-1462422580-2-forward;osm-264100584-0-forward;osm-264100584-1-forward;osm-264100584-2-forward;osm-28437435-0-forward
cycles_allowed,5,6303.3,73,70,3,-443.3,802.9,68.29,0,route_end,network_end,osm-905950459-0-forward;osm-905950459-1-forward;osm-905944758-0-forward;osm-1082699911-0-forward;osm-905944753-0-forward;osm-905944752-0-forward;osm-234171512-0-forward;osm-264130584-0-forward;osm-264130584-1-forward;osm-1082699912-0-forward;osm-234171512-0-forward;osm-40188688-0-forward;osm-222918435-0-forward;osm-1306494913-0-forward;osm-1306494907-0-forward;osm-264100535-0-forward;osm-264100535-1-forward;osm-264100535-2-forward;osm-264100535-3-forward;osm-264100535-4-forward;osm-264100535-5-forward;osm-264100535-6-forward;osm-264100533-0-forward;osm-1040486385-0-forward;osm-264100597-0-forward;osm-264100598-0-forward;osm-28452049-0-forward;osm-1040486383-0-forward;osm-1040486383-1-forward;osm-1040486384-0-forward;osm-1040486385-0-forward;osm-1040486390-0-forward;osm-28476170-1-reverse;osm-91229843-6-reverse;osm-1054770671-0-forward;osm-1054770671-1-forward;osm-28476168-2-forward;osm-28476168-3-forward;osm-28476168-4-forward;osm-119740916-0-forward;osm-119740916-1-forward;osm-28429105-0-forward;osm-264100601-0-forward;osm-264100602-0-forward;osm-28429105-0-forward;osm-1054770672-0-forward;osm-28429107-0-forward;osm-28429107-1-forward;osm-28429107-2-forward;osm-28429107-3-forward;osm-28429107-4-forward;osm-28429107-5-forward;osm-1112039601-0-forward;osm-119437608-0-forward;osm-47637754-0-forward;osm-264100596-0-forward;osm-264100596-1-forward;osm-1054770668-0-forward;osm-1054770664-0-forward;osm-1054770663-0-forward;osm-1054770667-0-forward;osm-264100532-0-forward;osm-105500354-0-forward;osm-1010059118-0-forward;osm-105500342-0-reverse;osm-724634109-5-forward;osm-1462422580-0-forward;osm-1462422580-1-forward;osm-1462422580-2-forward;osm-264100584-0-forward;osm-264100584-1-forward;osm-264100584-2-forward;osm-28437435-0-forward
cycles_allowed,6,6258.1,75,72,3,-443.3,758.7,68.29,0,route_end,network_end,osm-905950459-0-forward;osm-905950459-1-forward;osm-905944758-0-forward;osm-1082699911-0-forward;osm-905944753-0-forward;osm-905944752-0-forward;osm-234171512-0-forward;osm-264130584-0-forward;osm-264130584-1-forward;osm-1082699912-0-forward;osm-234171512-0-forward;osm-40188688-0-forward;osm-222918435-0-forward;osm-1306494913-0-forward;osm-1306494907-0-forward;osm-264100535-0-forward;osm-264100535-1-forward;osm-264100535-2-forward;osm-264100535-3-forward;osm-264100535-4-forward;osm-264100535-5-forward;osm-264100535-6-forward;osm-264100533-0-forward;osm-1040486385-0-forward;osm-264100597-0-forward;osm-264100598-0-forward;osm-28452049-0-forward;osm-1040486383-0-forward;osm-1040486383-1-forward;osm-1040486384-0-forward;osm-1040486385-0-forward;osm-1040486390-0-forward;osm-28476170-1-reverse;osm-91229843-6-reverse;osm-91229843-5-reverse;osm-91229843-4-reverse;osm-91229843-3-reverse;osm-91229843-2-reverse;osm-91229843-1-reverse;osm-91229843-0-reverse;osm-119740916-1-forward;osm-28429105-0-forward;osm-264100601-0-forward;osm-264100602-0-forward;osm-28429105-0-forward;osm-1054770672-0-forward;osm-28429107-0-forward;osm-28429107-1-forward;osm-28429107-2-forward;osm-28429107-3-forward;osm-28429107-4-forward;osm-28429107-5-forward;osm-1112039601-0-forward;osm-119437608-0-forward;osm-724628366-0-forward;osm-264130580-0-forward;osm-93964270-0-forward;osm-105506488-2-reverse;osm-105506488-1-reverse;osm-93964252-1-reverse;osm-93964252-0-reverse;osm-1054770663-0-forward;osm-1054770667-0-forward;osm-264100532-0-forward;osm-105500354-0-forward;osm-1010059118-0-forward;osm-105500342-0-reverse;osm-724634109-5-forward;osm-1462422580-0-forward;osm-1462422580-1-forward;osm-1462422580-2-forward;osm-264100584-0-forward;osm-264100584-1-forward;osm-264100584-2-forward;osm-28437435-0-forward
cycles_allowed,7,6220.4,71,68,3,-443.3,733.0,56.88,0,route_end,network_end,osm-905950459-0-forward;osm-905950459-1-forward;osm-905944758-0-forward;osm-1082699911-0-forward;osm-905944753-0-forward;osm-905944752-0-forward;osm-234171512-0-forward;osm-264130584-0-forward;osm-264130584-1-forward;osm-1082699912-0-forward;osm-234171512-0-forward;osm-40188688-0-forward;osm-222918435-0-forward;osm-1306494913-0-forward;osm-1306494907-0-forward;osm-264100535-0-forward;osm-264100535-1-forward;osm-264100535-2-forward;osm-264100535-3-forward;osm-264100535-4-forward;osm-264100535-5-forward;osm-264100535-6-forward;osm-264100533-0-forward;osm-1040486385-0-forward;osm-264100597-0-forward;osm-264100598-0-forward;osm-28452049-0-forward;osm-1040486383-0-forward;osm-1040486383-1-forward;osm-1040486384-0-forward;osm-1040486385-0-forward;osm-1040486390-0-forward;osm-28476170-1-reverse;osm-91229843-6-reverse;osm-91229843-5-reverse;osm-91229843-4-reverse;osm-91229843-3-reverse;osm-91229843-2-reverse;osm-91229843-1-reverse;osm-91229843-0-reverse;osm-119740916-1-forward;osm-28429105-0-forward;osm-264100601-0-forward;osm-264100602-0-forward;osm-28429105-0-forward;osm-1054770672-0-forward;osm-28429107-0-forward;osm-28429107-1-forward;osm-28429107-2-forward;osm-28429107-3-forward;osm-28429107-4-forward;osm-28429107-5-forward;osm-1112039601-0-forward;osm-119437608-0-forward;osm-724628366-0-forward;osm-264130580-0-forward;osm-264130580-1-forward;osm-264130580-2-forward;osm-724634109-0-forward;osm-724634109-1-forward;osm-724634109-2-forward;osm-724634109-3-forward;osm-724634109-4-forward;osm-724634109-5-forward;osm-1462422580-0-forward;osm-1462422580-1-forward;osm-1462422580-2-forward;osm-264100584-0-forward;osm-264100584-1-forward;osm-264100584-2-forward;osm-28437435-0-forward
cycles_allowed,8,6141.5,74,71,3,-443.3,734.3,68.29,0,route_end,network_end,osm-905950459-0-forward;osm-905950459-1-forward;osm-905944758-0-forward;osm-1082699911-0-forward;osm-905944753-0-forward;osm-905944752-0-forward;osm-234171512-0-forward;osm-264130584-0-forward;osm-264130584-1-forward;osm-1082699912-0-forward;osm-234171512-0-forward;osm-40188688-0-forward;osm-222918435-0-forward;osm-1306494913-0-forward;osm-1306494907-0-forward;osm-264100535-0-forward;osm-264100535-1-forward;osm-264100535-2-forward;osm-264100535-3-forward;osm-264100535-4-forward;osm-264100535-5-forward;osm-264100535-6-forward;osm-264100533-0-forward;osm-1040486385-0-forward;osm-264100597-0-forward;osm-264100598-0-forward;osm-28452049-0-forward;osm-1040486383-0-forward;osm-1040486383-1-forward;osm-1040486384-0-forward;osm-1040486385-0-forward;osm-1040486390-0-forward;osm-28476170-1-reverse;osm-91229843-6-reverse;osm-91229843-5-reverse;osm-91229843-4-reverse;osm-91229843-3-reverse;osm-91229843-2-reverse;osm-91229843-1-reverse;osm-91229843-0-reverse;osm-119740916-1-forward;osm-28429105-0-forward;osm-264100601-0-forward;osm-264100602-0-forward;osm-28429105-0-forward;osm-1054770672-0-forward;osm-28429107-0-forward;osm-28429107-1-forward;osm-28429107-2-forward;osm-28429107-3-forward;osm-28429107-4-forward;osm-28429107-5-forward;osm-1112039601-0-forward;osm-119437608-0-forward;osm-47637754-0-forward;osm-264100596-0-forward;osm-105500336-3-reverse;osm-105506488-0-forward;osm-93964252-1-reverse;osm-93964252-0-reverse;osm-1054770663-0-forward;osm-1054770667-0-forward;osm-264100532-0-forward;osm-105500354-0-forward;osm-1010059118-0-forward;osm-105500342-0-reverse;osm-724634109-5-forward;osm-1462422580-0-forward;osm-1462422580-1-forward;osm-1462422580-2-forward;osm-264100584-0-forward;osm-264100584-1-forward;osm-264100584-2-forward;osm-28437435-0-forward
cycles_allowed,9,6126.1,73,70,3,-443.3,731.0,68.29,0,route_end,network_end,osm-905950459-0-forward;osm-905950459-1-forward;osm-905944758-0-forward;osm-1082699911-0-forward;osm-905944753-0-forward;osm-905944752-0-forward;osm-234171512-0-forward;osm-264130584-0-forward;osm-264130584-1-forward;osm-1082699912-0-forward;osm-234171512-0-forward;osm-40188688-0-forward;osm-222918435-0-forward;osm-1306494913-0-forward;osm-1306494907-0-forward;osm-264100535-0-forward;osm-264100535-1-forward;osm-264100535-2-forward;osm-264100535-3-forward;osm-264100535-4-forward;osm-264100535-5-forward;osm-264100535-6-forward;osm-264100533-0-forward;osm-1040486385-0-forward;osm-264100597-0-forward;osm-264100598-0-forward;osm-28452049-0-forward;osm-1040486383-0-forward;osm-1040486383-1-forward;osm-1040486384-0-forward;osm-1040486385-0-forward;osm-1040486390-0-forward;osm-28476170-1-reverse;osm-91229843-6-reverse;osm-91229843-5-reverse;osm-91229843-4-reverse;osm-91229843-3-reverse;osm-91229843-2-reverse;osm-91229843-1-reverse;osm-91229843-0-reverse;osm-119740916-1-forward;osm-28429105-0-forward;osm-264100601-0-forward;osm-264100602-0-forward;osm-28429105-0-forward;osm-1054770672-0-forward;osm-28429107-0-forward;osm-28429107-1-forward;osm-28429107-2-forward;osm-28429107-3-forward;osm-28429107-4-forward;osm-28429107-5-forward;osm-1112039601-0-forward;osm-119437608-0-forward;osm-47637754-0-forward;osm-264100596-0-forward;osm-105500336-3-reverse;osm-105500336-2-reverse;osm-93964252-0-reverse;osm-1054770663-0-forward;osm-1054770667-0-forward;osm-264100532-0-forward;osm-105500354-0-forward;osm-1010059118-0-forward;osm-105500342-0-reverse;osm-724634109-5-forward;osm-1462422580-0-forward;osm-1462422580-1-forward;osm-1462422580-2-forward;osm-264100584-0-forward;osm-264100584-1-forward;osm-264100584-2-forward;osm-28437435-0-forward
cycles_allowed,10,6108.1,73,70,3,-443.3,721.3,68.29,0,route_end,network_end,osm-905950459-0-forward;osm-905950459-1-forward;osm-905944758-0-forward;osm-1082699911-0-forward;osm-905944753-0-forward;osm-905944752-0-forward;osm-234171512-0-forward;osm-264130584-0-forward;osm-264130584-1-forward;osm-1082699912-0-forward;osm-234171512-0-forward;osm-40188688-0-forward;osm-222918435-0-forward;osm-1306494913-0-forward;osm-1306494907-0-forward;osm-264100535-0-forward;osm-264100535-1-forward;osm-264100535-2-forward;osm-264100535-3-forward;osm-264100535-4-forward;osm-264100535-5-forward;osm-264100535-6-forward;osm-264100533-0-forward;osm-1040486385-0-forward;osm-264100597-0-forward;osm-264100598-0-forward;osm-28452049-0-forward;osm-1040486383-0-forward;osm-1040486383-1-forward;osm-1040486384-0-forward;osm-1040486385-0-forward;osm-1040486390-0-forward;osm-28476170-1-reverse;osm-91229843-6-reverse;osm-91229843-5-reverse;osm-91229843-4-reverse;osm-91229843-3-reverse;osm-91229843-2-reverse;osm-91229843-1-reverse;osm-91229843-0-reverse;osm-119740916-1-forward;osm-28429105-0-forward;osm-264100601-0-forward;osm-264100602-0-forward;osm-28429105-0-forward;osm-1054770672-0-forward;osm-28429107-0-forward;osm-28429107-1-forward;osm-28429107-2-forward;osm-28429107-3-forward;osm-28429107-4-forward;osm-28429107-5-forward;osm-1112039601-0-forward;osm-119437608-0-forward;osm-47637754-0-forward;osm-264100596-0-forward;osm-264100596-1-forward;osm-1054770668-0-forward;osm-1054770664-0-forward;osm-1054770663-0-forward;osm-1054770667-0-forward;osm-264100532-0-forward;osm-105500354-0-forward;osm-1010059118-0-forward;osm-105500342-0-reverse;osm-724634109-5-forward;osm-1462422580-0-forward;osm-1462422580-1-forward;osm-1462422580-2-forward;osm-264100584-0-forward;osm-264100584-1-forward;osm-264100584-2-forward;osm-28437435-0-forward
