rank,distance_m,elapsed_time_s,moving_time_s,start_elevation_m,end_elevation_m,net_dz_m,ascent_crossed_m,descent_m,mean_speed_km_h,max_speed_km_h,max_free_speed_km_h,min_speed_before_stop_km_h,braking_constrained,braking_energy_j,braking_distance_m,active_constraints,braking_substeps,restart_count,distance_to_5kmh_m,distance_to_1kmh_m,distance_to_030ms_m,surface_mix,surface_assumed_share,termination,stop_reason,start_lat,start_lon,end_lat,end_lon,start_offset_m,roads,edges_used,osm_way_ids,start_osm_url,edge_ids,scenario
11,5162.4,612.9,612.9,2043.3,1730.2,-313.1,27.9,341.0,30.32,68.29,68.49,0.04,True,67339.4,424.2,26,1034,0,5158.5,5162.2,5162.2,asphalt_degraded=40%;asphalt_good=60%,0.4,definitive_stop,definitive_stop,45.107316,6.081466,45.091835,6.057384,0.0,Route des Lacs > Rond-Point des Pistes > Rue du Pic Blanc > D 211F > Rond-Point du Tour de France > Avenue de l'Étendard > Promenade Clotaire Collomb > Rue de la Grenouillère > Avenue des Jeux > Avenue de Brandes ...,54,905950459;905944758;1082699911;905944753;905944752;234171512;40188688;222918435;1306494913;1306494907;264100535;264100533;1040486385;1040486390;28476170;91229843;1054770671;28476168;119740916;28429105;1054770672;28429107;1112039601;119437608;724628366;264130580;93964270;105506488;93964252;1054770663;1054770667;264100532;105500354;1010059118;105500342;724634109,https://www.openstreetmap.org/way/905950459,osm-905950459-0-forward;osm-905950459-1-forward;osm-905944758-0-forward;osm-1082699911-0-forward;osm-905944753-0-forward;osm-905944752-0-forward;osm-234171512-0-forward;osm-40188688-0-forward;osm-222918435-0-forward;osm-1306494913-0-forward;osm-1306494907-0-forward;osm-264100535-0-forward;osm-264100535-1-forward;osm-264100535-2-forward;osm-264100535-3-forward;osm-264100535-4-forward;osm-264100535-5-forward;osm-264100535-6-forward;osm-264100533-0-forward;osm-1040486385-0-forward;osm-1040486390-0-forward;osm-28476170-1-reverse;osm-91229843-6-reverse;osm-1054770671-0-forward;osm-1054770671-1-forward;osm-28476168-2-forward;osm-28476168-3-forward;osm-28476168-4-forward;osm-119740916-0-forward;osm-119740916-1-forward;osm-28429105-0-forward;osm-1054770672-0-forward;osm-28429107-0-forward;osm-28429107-1-forward;osm-28429107-2-forward;osm-28429107-3-forward;osm-28429107-4-forward;osm-28429107-5-forward;osm-1112039601-0-forward;osm-119437608-0-forward;osm-724628366-0-forward;osm-264130580-0-forward;osm-93964270-0-forward;osm-105506488-2-reverse;osm-105506488-1-reverse;osm-93964252-1-reverse;osm-93964252-0-reverse;osm-1054770663-0-forward;osm-1054770667-0-forward;osm-264100532-0-forward;osm-105500354-0-forward;osm-1010059118-0-forward;osm-105500342-0-reverse;osm-724634109-4-reverse,reference_vtc
12,5149.6,591.7,591.7,2043.3,1720.4,-322.9,16.5,339.4,31.33,54.89,54.89,0.13,True,58091.4,358.4,24,929,0,5148.6,5149.6,5149.6,asphalt_degraded=36%;asphalt_good=64%,0.36,definitive_stop,definitive_stop,45.107316,6.081466,45.090161,6.060924,0.0,Route des Lacs > Rond-Point des Pistes > Rue du Pic Blanc > D 211F > Rond-Point du Tour de France > Avenue de l'Étendard > Promenade Clotaire Collomb > Rue de la Grenouillère > Avenue des Jeux > Avenue de Brandes ...,50,905950459;905944758;1082699911;905944753;905944752;234171512;40188688;222918435;1306494913;1306494907;264100535;264100533;1040486385;1040486390;28476170;91229843;1054770671;28476168;119740916;28429105;1054770672;28429107;1112039601;119437608;724628366;264130580;724634109;105500342,https://www.openstreetmap.org/way/905950459,osm-905950459-0-forward;osm-905950459-1-forward;osm-905944758-0-forward;osm-1082699911-0-forward;osm-905944753-0-forward;osm-905944752-0-forward;osm-234171512-0-forward;osm-40188688-0-forward;osm-222918435-0-forward;osm-1306494913-0-forward;osm-1306494907-0-forward;osm-264100535-0-forward;osm-264100535-1-forward;osm-264100535-2-forward;osm-264100535-3-forward;osm-264100535-4-forward;osm-264100535-5-forward;osm-264100535-6-forward;osm-264100533-0-forward;osm-1040486385-0-forward;osm-1040486390-0-forward;osm-28476170-1-reverse;osm-91229843-6-reverse;osm-1054770671-0-forward;osm-1054770671-1-forward;osm-28476168-2-forward;osm-28476168-3-forward;osm-28476168-4-forward;osm-119740916-0-forward;osm-119740916-1-forward;osm-28429105-0-forward;osm-1054770672-0-forward;osm-28429107-0-forward;osm-28429107-1-forward;osm-28429107-2-forward;osm-28429107-3-forward;osm-28429107-4-forward;osm-28429107-5-forward;osm-1112039601-0-forward;osm-119437608-0-forward;osm-724628366-0-forward;osm-264130580-0-forward;osm-264130580-1-forward;osm-264130580-2-forward;osm-724634109-0-forward;osm-724634109-1-forward;osm-724634109-2-forward;osm-724634109-3-forward;osm-724634109-4-forward;osm-105500342-0-forward,reference_vtc
13,5045.8,588.5,588.5,2043.3,1730.2,-313.1,26.1,339.2,30.87,68.29,68.49,0.04,True,69122.4,478.9,31,1201,0,5041.9,5045.7,5045.7,asphalt_degraded=40%;asphalt_good=60%,0.401,definitive_stop,definitive_stop,45.107316,6.081466,45.091835,6.057384,0.0,Route des Lacs > Rond-Point des Pistes > Rue du Pic Blanc > D 211F > Rond-Point du Tour de France > Avenue de l'Étendard > Promenade Clotaire Collomb > Rue de la Grenouillère > Avenue des Jeux > Avenue de Brandes ...,53,905950459;905944758;1082699911;905944753;905944752;234171512;40188688;222918435;1306494913;1306494907;264100535;264100533;1040486385;1040486390;28476170;91229843;1054770671;28476168;119740916;28429105;1054770672;28429107;1112039601;119437608;47637754;264100596;105500336;105506488;93964252;1054770663;1054770667;264100532;105500354;1010059118;105500342;724634109,https://www.openstreetmap.org/way/905950459,osm-905950459-0-forward;osm-905950459-1-forward;osm-905944758-0-forward;osm-1082699911-0-forward;osm-905944753-0-forward;osm-905944752-0-forward;osm-234171512-0-forward;osm-40188688-0-forward;osm-222918435-0-forward;osm-1306494913-0-forward;osm-1306494907-0-forward;osm-264100535-0-forward;osm-264100535-1-forward;osm-264100535-2-forward;osm-264100535-3-forward;osm-264100535-4-forward;osm-264100535-5-forward;osm-264100535-6-forward;osm-264100533-0-forward;osm-1040486385-0-forward;osm-1040486390-0-forward;osm-28476170-1-reverse;osm-91229843-6-reverse;osm-1054770671-0-forward;osm-1054770671-1-forward;osm-28476168-2-forward;osm-28476168-3-forward;osm-28476168-4-forward;osm-119740916-0-forward;osm-119740916-1-forward;osm-28429105-0-forward;osm-1054770672-0-forward;osm-28429107-0-forward;osm-28429107-1-forward;osm-28429107-2-forward;osm-28429107-3-forward;osm-28429107-4-forward;osm-28429107-5-forward;osm-1112039601-0-forward;osm-119437608-0-forward;osm-47637754-0-forward;osm-264100596-0-forward;osm-105500336-3-reverse;osm-105506488-0-forward;osm-93964252-1-reverse;osm-93964252-0-reverse;osm-1054770663-0-forward;osm-1054770667-0-forward;osm-264100532-0-forward;osm-105500354-0-forward;osm-1010059118-0-forward;osm-105500342-0-reverse;osm-724634109-4-reverse,reference_vtc
14,5030.4,585.2,585.2,2043.3,1730.2,-313.1,26.1,339.2,30.95,68.29,68.49,0.04,True,69285.7,470.3,31,1159,0,5026.5,5030.2,5030.2,asphalt_degraded=40%;asphalt_good=60%,0.4,definitive_stop,definitive_stop,45.107316,6.081466,45.091835,6.057384,0.0,Route des Lacs > Rond-Point des Pistes > Rue du Pic Blanc > D 211F > Rond-Point du Tour de France > Avenue de l'Étendard > Promenade Clotaire Collomb > Rue de la Grenouillère > Avenue des Jeux > Avenue de Brandes ...,52,905950459;905944758;1082699911;905944753;905944752;234171512;40188688;222918435;1306494913;1306494907;264100535;264100533;1040486385;1040486390;28476170;91229843;1054770671;28476168;119740916;28429105;1054770672;28429107;1112039601;119437608;47637754;264100596;105500336;93964252;1054770663;1054770667;264100532;105500354;1010059118;105500342;724634109,https://www.openstreetmap.org/way/905950459,osm-905950459-0-forward;osm-905950459-1-forward;osm-905944758-0-forward;osm-1082699911-0-forward;osm-905944753-0-forward;osm-905944752-0-forward;osm-234171512-0-forward;osm-40188688-0-forward;osm-222918435-0-forward;osm-1306494913-0-forward;osm-1306494907-0-forward;osm-264100535-0-forward;osm-264100535-1-forward;osm-264100535-2-forward;osm-264100535-3-forward;osm-264100535-4-forward;osm-264100535-5-forward;osm-264100535-6-forward;osm-264100533-0-forward;osm-1040486385-0-forward;osm-1040486390-0-forward;osm-28476170-1-reverse;osm-91229843-6-reverse;osm-1054770671-0-forward;osm-1054770671-1-forward;osm-28476168-2-forward;osm-28476168-3-forward;osm-28476168-4-forward;osm-119740916-0-forward;osm-119740916-1-forward;osm-28429105-0-forward;osm-1054770672-0-forward;osm-28429107-0-forward;osm-28429107-1-forward;osm-28429107-2-forward;osm-28429107-3-forward;osm-28429107-4-forward;osm-28429107-5-forward;osm-1112039601-0-forward;osm-119437608-0-forward;osm-47637754-0-forward;osm-264100596-0-forward;osm-105500336-3-reverse;osm-105500336-2-reverse;osm-93964252-0-reverse;osm-1054770663-0-forward;osm-1054770667-0-forward;osm-264100532-0-forward;osm-105500354-0-forward;osm-1010059118-0-forward;osm-105500342-0-reverse;osm-724634109-4-reverse,reference_vtc
15,5024.1,587.4,587.4,2043.3,1597.4,-445.9,23.9,469.9,30.79,54.89,54.89,0.39,True,40176.6,281.9,20,745,0,5023.8,5024.1,5024.1,asphalt_degraded=28%;asphalt_good=72%,0.282,definitive_stop,definitive_stop,45.107316,6.081466,45.086623,6.058746,0.0,Route des Lacs > Rond-Point des Pistes > Rue du Pic Blanc > D 211F > Rond-Point du Tour de France > Avenue de l'Étendard > Promenade Clotaire Collomb > Rue de la Grenouillère > Rue du Maquis de l'Oisans > D 211F ...,47,905950459;905944758;1082699911;905944753;905944752;234171512;40188688;222918435;1306494913;1306494907;264100535;264100533;1040486385;1040486390;28476170;91229843;91229844;91229842;28452050;264100534;264100587;119307789;264100531;28417066;264100600;724628368;49793787;28452293;1016849386;1016849384;1016849383;122019442;28452292;1267647424;264100557,https://www.openstreetmap.org/way/905950459,osm-905950459-0-forward;osm-905950459-1-forward;osm-905944758-0-forward;osm-1082699911-0-forward;osm-905944753-0-forward;osm-905944752-0-forward;osm-234171512-0-forward;osm-40188688-0-forward;osm-222918435-0-forward;osm-1306494913-0-forward;osm-1306494907-0-forward;osm-264100535-0-forward;osm-264100535-1-forward;osm-264100535-2-forward;osm-264100535-3-forward;osm-264100535-4-forward;osm-264100535-5-forward;osm-264100535-6-forward;osm-264100533-0-forward;osm-1040486385-0-forward;osm-1040486390-0-forward;osm-28476170-1-reverse;osm-91229843-6-reverse;osm-91229844-0-forward;osm-91229842-0-reverse;osm-28452050-2-forward;osm-28452050-3-forward;osm-264100534-0-forward;osm-264100587-0-forward;osm-119307789-0-forward;osm-264100531-0-forward;osm-28417066-0-forward;osm-264100600-0-forward;osm-724628368-0-forward;osm-49793787-0-forward;osm-28452293-1-reverse;osm-1016849386-1-reverse;osm-1016849384-0-reverse;osm-1016849383-0-reverse;osm-122019442-0-reverse;osm-28452292-4-reverse;osm-28452292-3-reverse;osm-28452292-2-reverse;osm-28452292-1-reverse;osm-28452292-0-reverse;osm-1267647424-0-forward;osm-264100557-0-forward,reference_vtc
16,5012.4,579.1,579.1,2043.3,1730.2,-313.1,26.1,339.2,31.16,68.29,68.49,0.04,True,68059.9,415.7,25,990,0,5008.5,5012.2,5012.2,asphalt_degraded=40%;asphalt_good=60%,0.397,definitive_stop,definitive_stop,45.107316,6.081466,45.091835,6.057384,0.0,Route des Lacs > Rond-Point des Pistes > Rue du Pic Blanc > D 211F > Rond-Point du Tour de France > Avenue de l'Étendard > Promenade Clotaire Collomb > Rue de la Grenouillère > Avenue des Jeux > Avenue de Brandes ...,52,905950459;905944758;1082699911;905944753;905944752;234171512;40188688;222918435;1306494913;1306494907;264100535;264100533;1040486385;1040486390;28476170;91229843;1054770671;28476168;119740916;28429105;1054770672;28429107;1112039601;119437608;47637754;264100596;1054770668;1054770664;1054770663;1054770667;264100532;105500354;1010059118;105500342;724634109,https://www.openstreetmap.org/way/905950459,osm-905950459-0-forward;osm-905950459-1-forward;osm-905944758-0-forward;osm-1082699911-0-forward;osm-905944753-0-forward;osm-905944752-0-forward;osm-234171512-0-forward;osm-40188688-0-forward;osm-222918435-0-forward;osm-1306494913-0-forward;osm-1306494907-0-forward;osm-264100535-0-forward;osm-264100535-1-forward;osm-264100535-2-forward;osm-264100535-3-forward;osm-264100535-4-forward;osm-264100535-5-forward;osm-264100535-6-forward;osm-264100533-0-forward;osm-1040486385-0-forward;osm-1040486390-0-forward;osm-28476170-1-reverse;osm-91229843-6-reverse;osm-1054770671-0-forward;osm-1054770671-1-forward;osm-28476168-2-forward;osm-28476168-3-forward;osm-28476168-4-forward;osm-119740916-0-forward;osm-119740916-1-forward;osm-28429105-0-forward;osm-1054770672-0-forward;osm-28429107-0-forward;osm-28429107-1-forward;osm-28429107-2-forward;osm-28429107-3-forward;osm-28429107-4-forward;osm-28429107-5-forward;osm-1112039601-0-forward;osm-119437608-0-forward;osm-47637754-0-forward;osm-264100596-0-forward;osm-264100596-1-forward;osm-1054770668-0-forward;osm-1054770664-0-forward;osm-1054770663-0-forward;osm-1054770667-0-forward;osm-264100532-0-forward;osm-105500354-0-forward;osm-1010059118-0-forward;osm-105500342-0-reverse;osm-724634109-4-reverse,reference_vtc
17,4987.6,578.2,578.2,2043.3,1597.4,-445.9,24.1,470.0,31.05,54.89,54.89,0.39,True,40487.0,292.4,21,789,0,4987.2,4987.5,4987.5,asphalt_degraded=28%;asphalt_good=72%,0.283,definitive_stop,definitive_stop,45.107316,6.081466,45.086623,6.058746,0.0,Route des Lacs > Rond-Point des Pistes > Rue du Pic Blanc > D 211F > Rond-Point du Tour de France > Avenue de l'Étendard > Promenade Clotaire Collomb > Rue de la Grenouillère > Rue du Maquis de l'Oisans > D 211F ...,46,905950459;905944758;1082699911;905944753;905944752;234171512;40188688;222918435;1306494913;1306494907;264100535;264100533;1040486385;1040486390;28476170;91229843;91229844;91229842;28452050;264100534;264100587;119307789;264100531;28417066;264100600;724628368;49793787;28452293;1016849386;1016849384;1016849383;122019432;122019502;28452292;1267647424;264100557,https://www.openstreetmap.org/way/905950459,osm-905950459-0-forward;osm-905950459-1-forward;osm-905944758-0-forward;osm-1082699911-0-forward;osm-905944753-0-forward;osm-905944752-0-forward;osm-234171512-0-forward;osm-40188688-0-forward;osm-222918435-0-forward;osm-1306494913-0-forward;osm-1306494907-0-forward;osm-264100535-0-forward;osm-264100535-1-forward;osm-264100535-2-forward;osm-264100535-3-forward;osm-264100535-4-forward;osm-264100535-5-forward;osm-264100535-6-forward;osm-264100533-0-forward;osm-1040486385-0-forward;osm-1040486390-0-forward;osm-28476170-1-reverse;osm-91229843-6-reverse;osm-91229844-0-forward;osm-91229842-0-reverse;osm-28452050-2-forward;osm-28452050-3-forward;osm-264100534-0-forward;osm-264100587-0-forward;osm-119307789-0-forward;osm-264100531-0-forward;osm-28417066-0-forward;osm-264100600-0-forward;osm-724628368-0-forward;osm-49793787-0-forward;osm-28452293-1-reverse;osm-1016849386-1-reverse;osm-1016849384-0-reverse;osm-1016849383-0-reverse;osm-122019432-1-reverse;osm-122019502-0-reverse;osm-28452292-2-reverse;osm-28452292-1-reverse;osm-28452292-0-reverse;osm-1267647424-0-forward;osm-264100557-0-forward,reference_vtc
18,4967.2,545.2,545.2,2043.3,1730.2,-313.1,26.5,339.6,32.8,68.29,68.49,0.04,True,66634.1,433.1,27,1043,0,4963.3,4967.0,4967.0,asphalt_degraded=42%;asphalt_good=58%,0.415,definitive_stop,definitive_stop,45.107316,6.081466,45.091835,6.057384,0.0,Route des Lacs > Rond-Point des Pistes > Rue du Pic Blanc > D 211F > Rond-Point du Tour de France > Avenue de l'Étendard > Promenade Clotaire Collomb > Avenue de Brandes > tertiary > Chemin de la Chapelle ...,54,905950459;905944758;1082699911;905944753;905944752;234171512;40188688;222918435;1306494913;1306494907;264100535;264100533;1040486385;1040486390;28476170;91229843;119740916;28429105;1054770672;28429107;1112039601;119437608;724628366;264130580;93964270;105506488;93964252;1054770663;1054770667;264100532;105500354;1010059118;105500342;724634109,https://www.openstreetmap.org/way/905950459,osm-905950459-0-forward;osm-905950459-1-forward;osm-905944758-0-forward;osm-1082699911-0-forward;osm-905944753-0-forward;osm-905944752-0-forward;osm-234171512-0-forward;osm-40188688-0-forward;osm-222918435-0-forward;osm-1306494913-0-forward;osm-1306494907-0-forward;osm-264100535-0-forward;osm-264100535-1-forward;osm-264100535-2-forward;osm-264100535-3-forward;osm-264100535-4-forward;osm-264100535-5-forward;osm-264100535-6-forward;osm-264100533-0-forward;osm-1040486385-0-forward;osm-1040486390-0-forward;osm-28476170-1-reverse;osm-91229843-6-reverse;osm-91229843-5-reverse;osm-91229843-4-reverse;osm-91229843-3-reverse;osm-91229843-2-reverse;osm-91229843-1-reverse;osm-91229843-0-reverse;osm-119740916-1-forward;osm-28429105-0-forward;osm-1054770672-0-forward;osm-28429107-0-forward;osm-28429107-1-forward;osm-28429107-2-forward;osm-28429107-3-forward;osm-28429107-4-forward;osm-28429107-5-forward;osm-1112039601-0-forward;osm-119437608-0-forward;osm-724628366-0-forward;osm-264130580-0-forward;osm-93964270-0-forward;osm-105506488-2-reverse;osm-105506488-1-reverse;osm-93964252-1-reverse;osm-93964252-0-reverse;osm-1054770663-0-forward;osm-1054770667-0-forward;osm-264100532-0-forward;osm-105500354-0-forward;osm-1010059118-0-forward;osm-105500342-0-reverse;osm-724634109-4-reverse,reference_vtc
19,4963.8,586.2,586.2,2043.3,1597.4,-445.9,25.5,471.4,30.48,54.89,54.89,0.39,True,39898.3,266.6,19,689,0,4963.5,4963.8,4963.8,asphalt_degraded=28%;asphalt_good=72%,0.284,definitive_stop,definitive_stop,45.107316,6.081466,45.086623,6.058746,0.0,Route des Lacs > Rond-Point des Pistes > Rue du Pic Blanc > D 211F > Rond-Point du Tour de France > Avenue de l'Étendard > Promenade Clotaire Collomb > Rue de la Grenouillère > Rue du Maquis de l'Oisans > D 211F ...,48,905950459;905944758;1082699911;905944753;905944752;234171512;40188688;222918435;1306494913;1306494907;264100535;264100533;1040486385;1040486390;28476170;91229843;91229844;91229842;28452050;264100534;264100587;119307789;264100531;28417066;264100600;724628368;49793787;28452293;1016849386;1016849383;122019424;28452292;1267647424;264100557,https://www.openstreetmap.org/way/905950459,osm-905950459-0-forward;osm-905950459-1-forward;osm-905944758-0-forward;osm-1082699911-0-forward;osm-905944753-0-forward;osm-905944752-0-forward;osm-234171512-0-forward;osm-40188688-0-forward;osm-222918435-0-forward;osm-1306494913-0-forward;osm-1306494907-0-forward;osm-264100535-0-forward;osm-264100535-1-forward;osm-264100535-2-forward;osm-264100535-3-forward;osm-264100535-4-forward;osm-264100535-5-forward;osm-264100535-6-forward;osm-264100533-0-forward;osm-1040486385-0-forward;osm-1040486390-0-forward;osm-28476170-1-reverse;osm-91229843-6-reverse;osm-91229844-0-forward;osm-91229842-0-reverse;osm-28452050-2-forward;osm-28452050-3-forward;osm-264100534-0-forward;osm-264100587-0-forward;osm-119307789-0-forward;osm-264100531-0-forward;osm-28417066-0-forward;osm-264100600-0-forward;osm-724628368-0-forward;osm-49793787-0-forward;osm-28452293-1-reverse;osm-1016849386-1-reverse;osm-1016849386-0-reverse;osm-1016849383-2-reverse;osm-122019424-0-reverse;osm-28452292-5-reverse;osm-28452292-4-reverse;osm-28452292-3-reverse;osm-28452292-2-reverse;osm-28452292-1-reverse;osm-28452292-0-reverse;osm-1267647424-0-forward;osm-264100557-0-forward,reference_vtc
20,4954.5,523.9,523.9,2043.3,1720.4,-322.9,15.1,338.0,34.04,54.89,54.89,0.13,True,57318.2,357.3,25,920,0,4953.4,4954.4,4954.4,asphalt_degraded=37%;asphalt_good=63%,0.374,definitive_stop,definitive_stop,45.107316,6.081466,45.090161,6.060924,0.0,Route des Lacs > Rond-Point des Pistes > Rue du Pic Blanc > D 211F > Rond-Point du Tour de France > Avenue de l'Étendard > Promenade Clotaire Collomb > Avenue de Brandes > tertiary > Chemin de la Chapelle ...,50,905950459;905944758;1082699911;905944753;905944752;234171512;40188688;222918435;1306494913;1306494907;264100535;264100533;1040486385;1040486390;28476170;91229843;119740916;28429105;1054770672;28429107;1112039601;119437608;724628366;264130580;724634109;105500342,https://www.openstreetmap.org/way/905950459,osm-905950459-0-forward;osm-905950459-1-forward;osm-905944758-0-forward;osm-1082699911-0-forward;osm-905944753-0-forward;osm-905944752-0-forward;osm-234171512-0-forward;osm-40188688-0-forward;osm-222918435-0-forward;osm-1306494913-0-forward;osm-1306494907-0-forward;osm-264100535-0-forward;osm-264100535-1-forward;osm-264100535-2-forward;osm-264100535-3-forward;osm-264100535-4-forward;osm-264100535-5-forward;osm-264100535-6-forward;osm-264100533-0-forward;osm-1040486385-0-forward;osm-1040486390-0-forward;osm-28476170-1-reverse;osm-91229843-6-reverse;osm-91229843-5-reverse;osm-91229843-4-reverse;osm-91229843-3-reverse;osm-91229843-2-reverse;osm-91229843-1-reverse;osm-91229843-0-reverse;osm-119740916-1-forward;osm-28429105-0-forward;osm-1054770672-0-forward;osm-28429107-0-forward;osm-28429107-1-forward;osm-28429107-2-forward;osm-28429107-3-forward;osm-28429107-4-forward;osm-28429107-5-forward;osm-1112039601-0-forward;osm-119437608-0-forward;osm-724628366-0-forward;osm-264130580-0-forward;osm-264130580-1-forward;osm-264130580-2-forward;osm-724634109-0-forward;osm-724634109-1-forward;osm-724634109-2-forward;osm-724634109-3-forward;osm-724634109-4-forward;osm-105500342-0-forward,reference_vtc
