source,retrieved_at,osm_way_id,chainage_m,longitude,latitude,x_epsg2154_m,y_epsg2154_m,elevation_measured_m,elevation_conditioned_m
live,2026-08-07T07:21:53+00:00,28477536,0.0000,6.0347371,45.0568645,938833.855,6444324.660,718.85,718.5057
live,2026-08-07T07:21:53+00:00,28477536,1.9373,6.0347178,45.0568753,938832.291,6444325.803,718.78,718.4300
live,2026-08-07T07:21:53+00:00,28477536,3.8747,6.0346985,45.0568861,938830.726,6444326.945,718.76,718.3522
live,2026-08-07T07:21:53+00:00,28477536,5.8120,6.0346792,45.0568970,938829.162,6444328.088,718.55,718.2860
live,2026-08-07T07:21:53+00:00,28477536,7.7494,6.0346599,45.0569078,938827.598,6444329.231,718.41,718.2245
live,2026-08-07T07:21:53+00:00,28477536,9.6867,6.0346406,45.0569186,938826.033,6444330.374,718.21,718.1675
live,2026-08-07T07:21:53+00:00,28477536,11.6241,6.0346213,45.0569294,938824.469,6444331.517,717.98,718.1185
live,2026-08-07T07:21:53+00:00,28477536,13.5614,6.0346020,45.0569403,938822.905,6444332.660,717.90,718.0223
live,2026-08-07T07:21:53+00:00,28477536,15.4988,6.0345827,45.0569511,938821.340,6444333.803,717.73,717.9338
live,2026-08-07T07:21:53+00:00,28477536,17.4361,6.0345634,45.0569619,938819.776,6444334.945,717.69,717.8485
live,2026-08-07T07:21:53+00:00,28477536,19.3735,6.0345441,45.0569727,938818.212,6444336.088,717.61,717.7838
live,2026-08-07T07:21:53+00:00,28477536,21.3108,6.0345248,45.0569836,938816.647,6444337.231,717.54,717.7300
live,2026-08-07T07:21:53+00:00,28477536,23.2482,6.0345055,45.0569944,938815.083,6444338.374,717.53,717.6931
live,2026-08-07T07:21:53+00:00,28477536,25.1855,6.0344862,45.0570052,938813.519,6444339.517,717.60,717.6723
live,2026-08-07T07:21:53+00:00,28477536,27.1229,6.0344669,45.0570160,938811.954,6444340.660,717.63,717.6569
live,2026-08-07T07:21:53+00:00,28477536,29.0602,6.0344476,45.0570269,938810.390,6444341.803,717.65,717.6515
live,2026-08-07T07:21:53+00:00,28477536,30.9976,6.0344283,45.0570377,938808.826,6444342.946,717.71,717.6485
live,2026-08-07T07:21:53+00:00,28477536,32.9349,6.0344090,45.0570485,938807.261,6444344.088,717.71,717.6500
live,2026-08-07T07:21:53+00:00,28477536,34.8723,6.0343897,45.0570593,938805.697,6444345.231,717.73,717.6523
live,2026-08-07T07:21:53+00:00,28477536,36.8096,6.0343704,45.0570702,938804.132,6444346.374,717.71,717.6538
live,2026-08-07T07:21:53+00:00,28477536,38.7470,6.0343511,45.0570810,938802.568,6444347.517,717.70,717.6523
live,2026-08-07T07:21:53+00:00,28477536,40.6843,6.0343318,45.0570918,938801.004,6444348.660,717.66,717.6492
live,2026-08-07T07:21:53+00:00,28477536,42.5215,6.0343166,45.0571043,938799.753,6444350.006,717.65,717.6446
live,2026-08-07T07:21:53+00:00,28477536,44.3587,6.0343014,45.0571169,938798.502,6444351.351,717.63,717.6369
live,2026-08-07T07:21:53+00:00,28477536,46.1958,6.0342861,45.0571294,938797.252,6444352.697,717.57,717.6315
live,2026-08-07T07:21:53+00:00,28477536,48.0330,6.0342709,45.0571420,938796.001,6444354.043,717.55,717.6246
live,2026-08-07T07:21:53+00:00,28477536,49.8701,6.0342557,45.0571545,938794.750,6444355.388,717.58,717.6154
live,2026-08-07T07:21:53+00:00,28477536,51.8601,6.0342389,45.0571679,938793.369,6444356.821,717.59,717.6069
live,2026-08-07T07:21:53+00:00,28477536,53.8501,6.0342220,45.0571812,938791.988,6444358.254,717.59,717.6023
live,2026-08-07T07:21:53+00:00,28477536,55.8401,6.0342052,45.0571946,938790.607,6444359.687,717.61,717.5962
live,2026-08-07T07:21:53+00:00,28477536,57.8301,6.0341884,45.0572080,938789.226,6444361.120,717.64,717.5931
live,2026-08-07T07:21:53+00:00,28477536,59.8201,6.0341715,45.0572213,938787.845,6444362.552,717.64,717.5900
live,2026-08-07T07:21:53+00:00,28477536,61.8100,6.0341547,45.0572347,938786.464,6444363.985,717.59,717.5885
live,2026-08-07T07:21:53+00:00,28477536,63.8000,6.0341379,45.0572481,938785.083,6444365.418,717.59,717.5877
live,2026-08-07T07:21:53+00:00,28477536,65.7900,6.0341211,45.0572615,938783.702,6444366.851,717.60,717.5862
live,2026-08-07T07:21:53+00:00,28477536,67.7800,6.0341042,45.0572748,938782.321,6444368.284,717.57,717.5869
live,2026-08-07T07:21:53+00:00,28477536,69.7700,6.0340874,45.0572882,938780.940,6444369.716,717.59,717.5892
