source,retrieved_at,osm_way_id,chainage_m,longitude,latitude,x_epsg2154_m,y_epsg2154_m,elevation_measured_m,elevation_conditioned_m
live,2026-08-07T07:21:53+00:00,708124926,0.0000,6.0843045,45.1049788,942524.168,6449815.425,2092.85,2092.3250
live,2026-08-07T07:21:53+00:00,708124926,8.5783,6.0842414,45.1049158,942519.482,6449808.240,2091.80,2091.4125
live,2026-08-07T07:21:53+00:00,708124926,17.1566,6.0841783,45.1048528,942514.796,6449801.055,2090.70,2090.2600
live,2026-08-07T07:21:53+00:00,708124926,19.8880,6.0841551,45.1048345,942513.053,6449798.952,2090.30,2090.2600
live,2026-08-07T07:21:53+00:00,708124926,22.7038,6.0841271,45.1048187,942510.920,6449797.113,2089.90,2089.6243
live,2026-08-07T07:21:53+00:00,708124926,24.9495,6.0841007,45.1048110,942508.879,6449796.177,2089.62,2089.4800
live,2026-08-07T07:21:53+00:00,708124926,28.3647,6.0840574,45.1048087,942505.486,6449795.789,2089.24,2089.4800
live,2026-08-07T07:21:53+00:00,708124926,32.4861,6.0840050,45.1048089,942501.367,6449795.650,2088.85,2089.0200
live,2026-08-07T07:21:53+00:00,708124926,33.9432,6.0839865,45.1048096,942499.910,6449795.671,2088.76,2088.9163
live,2026-08-07T07:21:53+00:00,708124926,36.9876,6.0839487,45.1048155,942496.914,6449796.210,2088.47,2088.6650
live,2026-08-07T07:21:53+00:00,708124926,41.3736,6.0838983,45.1048324,942492.879,6449797.931,2088.30,2088.3057
live,2026-08-07T07:21:53+00:00,708124926,46.0209,6.0838504,45.1048569,942489.008,6449800.503,2088.19,2087.9650
live,2026-08-07T07:21:53+00:00,708124926,48.8696,6.0838154,45.1048635,942486.229,6449801.128,2087.89,2087.7013
live,2026-08-07T07:21:53+00:00,708124926,51.7684,6.0837792,45.1048684,942483.363,6449801.560,2087.68,2087.5914
live,2026-08-07T07:21:53+00:00,708124926,54.2308,6.0837482,45.1048653,942480.940,6449801.121,2087.37,2087.2329
live,2026-08-07T07:21:53+00:00,708124926,56.7510,6.0837191,45.1048558,942478.694,6449799.977,2087.06,2087.0087
live,2026-08-07T07:21:53+00:00,708124926,59.3248,6.0836957,45.1048396,942476.925,6449798.108,2086.65,2086.6225
live,2026-08-07T07:21:53+00:00,708124926,64.5840,6.0836620,45.1047987,942474.454,6449793.465,2085.79,2085.6356
live,2026-08-07T07:21:53+00:00,708124926,68.0320,6.0836372,45.1047731,942472.616,6449790.548,2085.44,2085.2611
live,2026-08-07T07:21:53+00:00,708124926,69.8115,6.0836182,45.1047644,942471.160,6449789.524,2085.10,2084.9222
live,2026-08-07T07:21:53+00:00,708124926,72.4585,6.0835888,45.1047528,942468.900,6449788.146,2084.65,2084.7063
live,2026-08-07T07:21:53+00:00,708124926,74.3736,6.0835646,45.1047509,942467.006,6449787.861,2084.44,2084.6244
live,2026-08-07T07:21:53+00:00,708124926,76.5499,6.0835370,45.1047523,942464.831,6449787.932,2084.22,2084.6244
live,2026-08-07T07:21:53+00:00,708124926,79.8572,6.0834989,45.1047649,942461.782,6449789.213,2084.00,2084.4233
live,2026-08-07T07:21:53+00:00,708124926,82.1573,6.0834758,45.1047776,942459.912,6449790.552,2084.01,2084.2533
live,2026-08-07T07:21:53+00:00,708124926,86.3779,6.0834436,45.1048080,942457.249,6449793.827,2083.97,2084.0033
live,2026-08-07T07:21:53+00:00,708124926,91.2384,6.0834065,45.1048430,942454.182,6449797.597,2083.98,2083.7800
live,2026-08-07T07:21:53+00:00,708124926,94.2959,6.0833841,45.1048655,942452.324,6449800.025,2083.91,2083.5460
live,2026-08-07T07:21:53+00:00,708124926,96.9609,6.0833586,45.1048813,942450.251,6449801.700,2083.82,2083.3700
live,2026-08-07T07:21:53+00:00,708124926,98.6205,6.0833396,45.1048878,942448.730,6449802.363,2083.68,2083.3700
live,2026-08-07T07:21:53+00:00,708124926,100.4396,6.0833167,45.1048901,942446.920,6449802.548,2083.49,2083.3033
live,2026-08-07T07:21:53+00:00,708124926,102.5908,6.0832898,45.1048866,942444.821,6449802.077,2083.16,2083.1510
live,2026-08-07T07:21:53+00:00,708124926,105.0478,6.0832632,45.1048750,942442.781,6449800.708,2082.82,2082.8890
live,2026-08-07T07:21:53+00:00,708124926,106.2492,6.0832518,45.1048678,942441.916,6449799.874,2082.62,2082.8890
live,2026-08-07T07:21:53+00:00,708124926,109.4449,6.0832408,45.1048401,942441.172,6449796.766,2082.25,2082.4509
live,2026-08-07T07:21:53+00:00,708124926,114.1363,6.0832322,45.1047983,942440.677,6449792.101,2081.78,2081.6700
live,2026-08-07T07:21:53+00:00,708124926,117.0156,6.0832256,45.1047728,942440.269,6449789.251,2081.36,2081.3450
live,2026-08-07T07:21:53+00:00,708124926,119.0155,6.0832151,45.1047564,942439.515,6449787.399,2081.16,2081.0013
live,2026-08-07T07:21:53+00:00,708124926,121.1340,6.0831996,45.1047408,942438.364,6449785.620,2080.82,2080.8556
live,2026-08-07T07:21:53+00:00,708124926,123.0389,6.0831809,45.1047299,942436.942,6449784.353,2080.48,2080.6813
live,2026-08-07T07:21:53+00:00,708124926,124.9706,6.0831576,45.1047244,942435.134,6449783.671,2080.25,2080.5478
live,2026-08-07T07:21:53+00:00,708124926,127.7395,6.0831224,45.1047240,942432.370,6449783.518,2079.91,2080.2600
live,2026-08-07T07:21:53+00:00,708124926,131.5878,6.0830790,45.1047400,942428.889,6449785.161,2079.69,2079.8412
live,2026-08-07T07:21:53+00:00,708124926,136.0561,6.0830287,45.1047587,942424.855,6449787.082,2079.48,2079.4500
live,2026-08-07T07:21:53+00:00,708124926,139.8049,6.0829825,45.1047670,942421.188,6449787.861,2079.19,2079.0163
live,2026-08-07T07:21:53+00:00,708124926,143.0526,6.0829417,45.1047715,942417.962,6449788.235,2078.91,2078.8886
live,2026-08-07T07:21:53+00:00,708124926,145.1140,6.0829155,45.1047720,942415.901,6449788.210,2078.72,2078.5686
live,2026-08-07T07:21:53+00:00,708124926,148.6484,6.0828736,45.1047605,942412.658,6449786.805,2078.35,2078.2129
live,2026-08-07T07:21:53+00:00,708124926,151.5658,6.0828444,45.1047443,942410.433,6449784.918,2077.88,2078.0412
live,2026-08-07T07:21:53+00:00,708124926,155.5859,6.0828158,45.1047143,942408.315,6449781.501,2077.45,2077.7050
live,2026-08-07T07:21:53+00:00,708124926,159.9917,6.0828023,45.1046758,942407.421,6449777.186,2076.99,2077.3100
live,2026-08-07T07:21:53+00:00,708124926,163.6937,6.0828044,45.1046425,942407.731,6449773.497,2076.84,2077.1020
