source,retrieved_at,osm_way_id,chainage_m,longitude,latitude,x_epsg2154_m,y_epsg2154_m,elevation_measured_m,elevation_conditioned_m
live,2026-08-07T07:21:53+00:00,49210503,0.0000,6.0292652,45.0650281,938368.653,6445214.131,721.05,721.0500
live,2026-08-07T07:21:53+00:00,49210503,14.9639,6.0294550,45.0650203,938383.614,6445213.839,723.85,723.8500
live,2026-08-07T07:21:53+00:00,49210503,29.1349,6.0296343,45.0650087,938397.766,6445213.093,723.71,723.7100
live,2026-08-07T07:21:53+00:00,49210503,48.6070,6.0298779,45.0649781,938417.055,6445210.432,723.46,723.4600
live,2026-08-07T07:21:53+00:00,49210503,66.0441,6.0300916,45.0649367,938434.039,6445206.483,723.11,723.1100
live,2026-08-07T07:21:53+00:00,49210503,81.2139,6.0302743,45.0648932,938448.594,6445202.207,722.83,722.8300
live,2026-08-07T07:21:53+00:00,49210503,94.0103,6.0304245,45.0648491,938460.595,6445197.766,722.54,722.5400
live,2026-08-07T07:21:53+00:00,49210503,112.2802,6.0306330,45.0647768,938477.302,6445190.372,722.05,722.0500
live,2026-08-07T07:21:53+00:00,49210503,128.4658,6.0308109,45.0647037,938491.605,6445182.796,721.64,721.6400
live,2026-08-07T07:21:53+00:00,49210503,145.1485,6.0309869,45.0646200,938505.804,6445174.039,721.07,721.0700
live,2026-08-07T07:21:53+00:00,49210503,168.3891,6.0312167,45.0644886,938524.438,6445160.150,720.27,720.2700
live,2026-08-07T07:21:53+00:00,49210503,187.1365,6.0313892,45.0643722,938538.502,6445147.753,719.64,719.6400
live,2026-08-07T07:21:53+00:00,49210503,206.7718,6.0315542,45.0642396,938552.044,6445133.535,718.98,718.9800
live,2026-08-07T07:21:53+00:00,49210503,224.4738,6.0316923,45.0641138,938563.442,6445119.991,718.46,718.4600
live,2026-08-07T07:21:53+00:00,49210503,246.6887,6.0318446,45.0639454,938576.139,6445101.762,718.01,718.0100
live,2026-08-07T07:21:53+00:00,49210503,270.6618,6.0319891,45.0637554,938588.317,6445081.112,717.77,717.7700
live,2026-08-07T07:21:53+00:00,49210503,294.6349,6.0321337,45.0635654,938600.495,6445060.463,717.79,717.7900
live,2026-08-07T07:21:53+00:00,49210503,318.6081,6.0322782,45.0633754,938612.673,6445039.813,717.92,717.9200
