source,retrieved_at,osm_way_id,chainage_m,longitude,latitude,x_epsg2154_m,y_epsg2154_m,elevation_measured_m,elevation_conditioned_m
live,2026-08-07T19:50:49+00:00,28477536,0.0000,6.0347371,45.0568645,938833.855,6444324.660,718.85,718.8500
live,2026-08-07T19:50:49+00:00,28477536,20.3422,6.0345345,45.0569782,938817.429,6444336.660,717.54,717.5400
live,2026-08-07T19:50:49+00:00,28477536,40.6843,6.0343318,45.0570918,938801.004,6444348.660,717.66,717.6200
live,2026-08-07T19:50:49+00:00,28477536,49.8701,6.0342557,45.0571545,938794.750,6444355.388,717.58,717.6200
live,2026-08-07T19:50:49+00:00,28477536,69.1067,6.0340930,45.0572837,938781.401,6444369.239,717.55,717.5500
live,2026-08-07T19:50:49+00:00,28477536,88.3432,6.0339303,45.0574130,938768.051,6444383.089,717.58,717.5800
live,2026-08-07T19:50:49+00:00,28477536,107.5797,6.0337676,45.0575422,938754.702,6444396.940,717.55,717.5100
live,2026-08-07T19:50:49+00:00,28477536,113.6745,6.0337176,45.0575841,938750.590,6444401.439,717.47,717.5100
live,2026-08-07T19:50:49+00:00,28477536,135.7147,6.0335332,45.0577334,938735.444,6444417.450,717.38,717.3800
live,2026-08-07T19:50:49+00:00,28477536,157.7550,6.0333487,45.0578827,938720.299,6444433.462,717.46,717.4600
live,2026-08-07T19:50:49+00:00,28477536,182.0386,6.0331516,45.0580509,938704.077,6444451.534,717.25,717.2500
live,2026-08-07T19:50:49+00:00,28477536,206.3223,6.0329545,45.0582191,938687.856,6444469.605,716.88,716.8800
live,2026-08-07T19:50:49+00:00,28477536,226.1868,6.0328264,45.0583732,938677.123,6444486.320,716.94,716.9400
live,2026-08-07T19:50:49+00:00,28477536,242.6200,6.0327203,45.0585006,938668.237,6444500.144,716.98,716.9800
live,2026-08-07T19:50:49+00:00,28477536,259.0533,6.0326143,45.0586281,938659.352,6444513.968,717.11,717.1100
live,2026-08-07T19:50:49+00:00,28477536,277.3251,6.0324868,45.0587656,938648.741,6444528.842,717.14,717.1400
live,2026-08-07T19:50:49+00:00,28477536,295.5969,6.0323594,45.0589031,938638.129,6444543.717,717.23,717.2650
live,2026-08-07T19:50:49+00:00,28477536,307.7890,6.0322607,45.0589877,938630.005,6444552.808,717.30,717.2650
live,2026-08-07T19:50:49+00:00,28477536,321.9667,6.0321252,45.0590718,938618.988,6444561.732,717.33,717.3300
live,2026-08-07T19:50:49+00:00,28477536,337.0600,6.0319587,45.0591392,938605.604,6444568.709,717.26,717.2600
live,2026-08-07T19:50:49+00:00,28477536,355.9321,6.0317455,45.0592170,938588.505,6444576.696,717.15,717.1500
live,2026-08-07T19:50:49+00:00,28477536,374.8041,6.0315324,45.0592947,938571.407,6444584.682,717.09,717.0900
live,2026-08-07T19:50:49+00:00,28477536,393.6762,6.0313192,45.0593725,938554.308,6444592.669,717.09,717.0900
live,2026-08-07T19:50:49+00:00,28477536,410.3220,6.0311308,45.0594405,938539.195,6444599.646,717.07,717.0700
live,2026-08-07T19:50:49+00:00,28477536,426.9679,6.0309423,45.0595085,938524.082,6444606.624,717.04,717.0400
live,2026-08-07T19:50:49+00:00,28477536,441.7338,6.0307565,45.0595268,938509.390,6444608.093,717.19,717.1800
live,2026-08-07T19:50:49+00:00,28477536,450.1216,6.0306504,45.0595198,938501.074,6444606.996,717.17,717.1900
live,2026-08-07T19:50:49+00:00,28477536,455.2515,6.0305855,45.0595156,938495.987,6444606.334,717.21,717.1900
live,2026-08-07T19:50:49+00:00,28477536,467.9867,6.0304284,45.0594882,938483.746,6444602.818,717.16,717.1600
live,2026-08-07T19:50:49+00:00,28477536,481.8908,6.0302700,45.0594328,938471.523,6444596.192,717.36,717.3600
live,2026-08-07T19:50:49+00:00,28477536,495.5322,6.0301297,45.0593607,938460.795,6444587.766,717.52,717.5200
